"PREPRINT_DOI","ARTICLE_DOI","AUTHOR_AGE"
"10.1101/028399","10.1101/gr.200535.115",8
"10.1101/007351","10.1186/s13059-014-0524-x",8
"10.1101/084970","10.3389/fnbeh.2017.00140",8
"10.1101/029827","10.1186/s13059-016-0997-x",8
"10.1101/045781","10.7554/elife.15204",8
"10.1101/027417","10.1111/evo.12950",8
"10.1101/080952","10.1111/jeb.13184",8
"10.1101/008730","10.1387/ijdb.140088mr",8
"10.1101/199497","10.7554/elife.32353",8
"10.1101/131409","10.1523/jneurosci.0569-17.2017",8
"10.1101/139824","10.7554/elife.28974",8
"10.1101/046565","10.1002/aur.1678",8
"10.1101/082917","10.1093/nar/gkx618",8
"10.1101/019018","10.1101/gr.191692.115",8
"10.1101/141838","10.1038/s41598-017-15495-2",8
"10.1101/121962","10.1111/2041-210x.12853",8
"10.1101/107664","10.1007/s00265-017-2319-z",8
"10.1101/002907","10.1371/journal.pbio.1002042",8
"10.1101/003327","10.15252/msb.20145216",8
"10.1101/030759","10.1534/g3.116.028712",8
"10.1101/067579","10.1038/srep37706",8
"10.1101/101527","10.1038/s41562-017-0225-z",8
"10.1101/013698","10.1186/s13073-015-0167-x",8
"10.1101/129999","10.1534/genetics.117.300306",8
"10.1101/070375","10.7554/elife.21492",8
"10.1101/122408","10.1186/s13059-017-1252-9",8
"10.1101/064857","10.1038/mi.2016.85",8
"10.1101/023101","10.1126/science.aad0843",8
"10.1101/032615","10.1093/nar/gkw769",8
"10.1101/039347","10.1186/s12859-016-1082-x",8
"10.1101/057794","10.15252/embj.201695602",8
"10.1101/103952","10.1186/s13059-017-1290-3",8
"10.1101/015719","10.1016/j.cels.2015.08.014",8
"10.1101/141424","10.1038/nprot.2017.153",8
"10.1101/081448","10.1038/nmeth.4329",8
"10.1101/219998","10.1186/s13395-017-0144-8",8
"10.1101/136895","10.1038/s41598-017-08926-7",8
"10.1101/043422","10.1186/s13073-017-0455-8",8
"10.1101/097501","10.1371/journal.pgen.1006795",8
"10.1101/019901","10.1371/journal.pgen.1005657",8
"10.1101/202747","10.1016/j.molcel.2017.10.019",8
"10.1101/013722","10.1073/pnas.1500758112",8
"10.1101/040162","10.1016/j.ccell.2016.12.004",8
"10.1101/112334","10.1091/mbc.e17-03-0174",8
"10.1101/131128","10.1093/biolinnean/blx125",8
"10.1101/101048","10.1016/j.cels.2017.08.009",8
"10.1101/101600","10.1016/j.jtbi.2017.06.009",8
"10.1101/088898","10.1038/srep45551",8
"10.1101/038638","10.1093/bioinformatics/btw159",8
"10.1101/076745","10.1534/g3.117.043000",8
"10.1101/149815","10.1142/s0217979217502435",8
"10.1101/169391","10.1038/s41467-017-01082-6",8
"10.1101/043240","10.1186/s12864-016-2966-x",8
"10.1101/069799","10.1371/journal.ppat.1005890",8
"10.1101/134544","10.1242/dev.154229",8
"10.1101/185660","10.18632/oncotarget.23666",8
"10.1101/134338","10.1016/j.chembiol.2017.11.010",8
"10.1101/077123","10.1038/ng.3845",8
"10.1101/092510","10.1242/dev.142711",8
"10.1101/068460","10.1016/j.tig.2016.08.002",8
"10.1101/052225","10.1038/nmeth.4207",8
"10.1101/059865","10.1371/journal.pcbi.1005316",8
"10.1101/099093","10.1093/nar/gkx292",8
"10.1101/099325","10.1093/gbe/evx005",8
"10.1101/005710","10.1093/hmg/ddu285",8
"10.1101/122010","10.1016/j.semcdb.2017.05.019",8
"10.1101/066373","10.7554/elife.20309",8
"10.1101/113878","10.1093/eurheartj/ehx354",8
"10.1101/004820","10.1111/1365-2745.12259",8
"10.1101/094524","10.1038/nn.4591",8
"10.1101/086645","10.1074/mcp.m116.064576",8
"10.1101/078790","10.1038/srep42444",8
"10.1101/118026","10.1128/jcm.00462-17",8
"10.1101/130799","10.1002/psp4.12258",8
"10.1101/027292","10.1016/j.bpj.2016.05.024",8
"10.1101/002964","10.1093/nar/gku1250",8
"10.1101/111203","10.1534/genetics.117.201483",8
"10.1101/008979","10.1186/s12862-017-0998-8",8
"10.1101/030940","10.1534/genetics.115.184598",8
"10.1101/028068","10.1186/s13059-016-0992-2",8
"10.1101/119222","10.12688/f1000research.11290.1",8
"10.1101/062588","10.1101/gr.211854.116",8
"10.1101/062869","10.1007/s00338-017-1583-8",8
"10.1101/175836","10.7554/elife.31234",8
"10.1101/020453","10.1038/ncomms10162",8
"10.1101/035105","10.1038/ncomms12342",8
"10.1101/021006","10.1534/genetics.115.179473",8
"10.1101/033522","10.1128/aac.00464-16",8
"10.1101/090308","10.1098/rsif.2016.0938",8
"10.1101/068767","10.1073/pnas.1607674113",8
"10.1101/111575","10.1098/rsos.170949",8
"10.1101/041434","10.1371/journal.pgen.1006421",8
"10.1101/122374","10.1016/j.cels.2017.06.006",8
"10.1101/013607","10.1534/genetics.115.178327",8
"10.1101/060962","10.1016/j.molcel.2016.07.023",8
"10.1101/157040","10.1038/s41598-017-13712-6",8
"10.1101/035931","10.1038/nn.4450",8
"10.1101/025452","10.7554/elife.15802",8
"10.1101/082735","10.1098/rsif.2016.0993",8
"10.1101/083071","10.1186/s12915-017-0427-x",8
"10.1101/072561","10.1371/journal.pcbi.1005688",8
"10.1101/126771","10.7554/elife.27293",8
"10.1101/048330","10.1073/pnas.1519555113",8
"10.1101/084590","10.1371/journal.pone.0186969",8
"10.1101/029405","10.1038/ncomms11061",8
"10.1101/067926","10.1038/s41559-017-0109",8
"10.1101/104182","10.1111/acel.12659",8
"10.1101/021436","10.1186/s12859-017-1836-0",8
"10.1101/021592","10.1038/nmeth.4197",8
"10.1101/090498","10.1098/rspb.2016.2672",8
"10.1101/025981","10.1111/imb.12234",8
"10.1101/058164","10.1038/nmeth.4324",8
"10.1101/098400","10.1038/s41598-017-02060-0",8
"10.1101/085365","10.1038/srep45125",8
"10.1101/038869","10.1186/s12866-016-0818-0",8
"10.1101/149823","10.1016/j.chembiol.2017.11.001",8
"10.1101/140814","10.3389/fmicb.2017.02097",8
"10.1101/043257","10.1186/s12920-017-0245-6",8
"10.1101/029926","10.1093/bioinformatics/btw651",8
"10.1101/030809","10.1007/s11192-016-1952-z",8
"10.1101/086538","10.1371/journal.pbio.1002602",8
"10.1101/050534","10.1371/journal.pcbi.1005380",8
"10.1101/111260","10.1016/j.celrep.2017.09.002",8
"10.1101/034991","10.1038/nmicrobiol.2016.212",8
"10.1101/079491","10.1016/j.jtbi.2017.02.010",8
"10.1101/050393","10.1038/srep42330",8
"10.1101/096222","10.1093/bioinformatics/btx337",8
"10.1101/031898","10.1093/molbev/msv272",8
"10.1101/082966","10.1371/journal.pcbi.1005448",8
"10.1101/043745","10.1002/hbm.23471",8
"10.1101/104356","10.1242/dev.150086",8
"10.1101/020610","10.1111/1755-0998.12639",8
"10.1101/002709","10.1186/1471-2164-15-1031",8
"10.1101/001388","10.1093/molbev/msu121",8
"10.1101/179812","10.1111/psyp.13005",8
"10.1101/031724","10.1093/bioinformatics/btx133",8
"10.1101/094961","10.1021/acs.jproteome.7b00068",8
"10.1101/093401","10.1073/pnas.1702930114",8
"10.1101/101865","10.1038/s41598-017-05772-5",8
"10.1101/096917","10.1111/mec.14158",8
"10.1101/064808","10.1038/ncomms14225",8
"10.1101/063537","10.1093/molbev/msw195",8
"10.1101/098590","10.1038/s41467-017-01414-6",8
"10.1101/101634","10.15252/embr.201744292",8
"10.1101/062471","10.1016/j.neuron.2017.06.010",8
"10.1101/008219","10.1371/journal.pone.0121893",8
"10.1101/069633","10.1093/bioinformatics/btw777",8
"10.1101/031575","10.1111/mec.13922",8
"10.1101/018036","10.1371/journal.pcbi.1004728",8
"10.1101/108647","10.1371/journal.pgen.1006722",8
"10.1101/031328","10.1111/nph.14285",8
"10.1101/047720","10.1371/journal.ppat.1005724",8
"10.1101/110346","10.1038/nmeth.4401",8
"10.1101/090431","10.1016/j.neuroimage.2017.03.055",8
"10.1101/021147","10.18632/oncotarget.19371",8
"10.1101/090472","10.1016/j.cortex.2017.01.013",8
"10.1101/013532","10.1016/j.micres.2015.01.003",8
"10.1101/095943","10.1038/s41588-017-0005-8",8
"10.1101/152074","10.1242/dev.153114",8
"10.1101/089276","10.1093/sysbio/syx028",8
"10.1101/048645","10.1016/j.celrep.2017.02.038",8
"10.1101/006627","10.1186/s13073-014-0090-6",8
"10.1101/147421","10.1016/j.immuni.2017.08.003",8
"10.1101/059964","10.1016/j.celrep.2016.08.096",8
"10.1101/187252","10.1089/brain.2017.0512",8
"10.1101/022798","10.1371/journal.pone.0142050",8
"10.1101/036830","10.1093/bioinformatics/btw245",8
"10.1101/100032","10.1186/s12859-017-1873-8",8
"10.1101/122572","10.1038/s41598-017-08582-x",8
"10.1101/003657","10.1111/geb.12295",8
"10.1101/091066","10.1016/j.neuroimage.2017.04.069",8
"10.1101/094789","10.1128/jcm.02483-16",8
"10.1101/003210","10.1261/rna.045286.114",8
"10.1101/022137","10.1371/journal.pone.0153208",8
"10.1101/051656","10.1038/srep38956",8
"10.1101/069013","10.7717/peerj.2678",8
"10.1101/170522","10.7554/elife.30668",8
"10.1101/011247","10.1016/j.tpb.2014.11.001",8
"10.1101/004986","10.1007/s00442-014-3041-4",8
"10.1101/038125","10.1002/ecs2.1413",8
"10.1101/101964","10.7554/elife.25946",8
"10.1101/108555","10.1371/journal.pcbi.1005755",8
"10.1101/181230","10.3390/jdb5040018",8
"10.1101/141507","10.7554/elife.28802",8
"10.1101/094185","10.1038/nature24281",8
"10.1101/041152","10.3389/fnins.2017.00607",8
"10.1101/078626","10.1073/pnas.1615708114",8
"10.1101/055624","10.1371/journal.pcbi.1005268",8
"10.1101/018788","10.1038/ng.3467",8
"10.1101/074062","10.1371/journal.pntd.0005179",8
"10.1101/048918","10.1177/2041669517698149",8
"10.1101/025338","10.1371/journal.pntd.0004252",8
"10.1101/100131","10.1534/g3.117.044198",8
"10.1101/005462","10.1186/gb-2014-15-6-r88",8
"10.1101/114678","10.3389/fncel.2017.00295",8
"10.1101/090027","10.1186/s13059-017-1282-3",8
"10.1101/023846","10.1098/rsob.160229",8
"10.1101/099986","10.1126/scisignal.aan0804",8
"10.1101/130161","10.1371/journal.pone.0185790",8
"10.1101/026120","10.1038/ncomms12084",8
"10.1101/212373","10.1242/jcs.210203",8
"10.1101/131110","10.7554/elife.23468",8
"10.1101/105452","10.1016/j.jsb.2017.03.007",8
"10.1101/017384","10.1534/g3.115.019083",8
"10.1101/053165","10.1038/ng.3795",8
"10.1101/063800","10.1093/nar/gkx070",8
"10.1101/047118","10.3389/fninf.2016.00027",8
"10.1101/070623","10.7554/elife.20304",8
"10.1101/048108","10.1016/j.cognition.2017.05.028",8
"10.1101/003723","10.1093/bioinformatics/btu533",8
"10.1101/002782","10.1007/s11306-015-0893-5",8
"10.1101/047142","10.1038/nmeth.4184",8
"10.1101/027383","10.1038/nmicrobiol.2015.3",8
"10.1101/197566","10.1016/j.bpj.2017.08.034",8
"10.1101/032078","10.1242/dev.137950",8
"10.1101/081307","10.1073/pnas.1616702114",8
"10.1101/094797","10.1105/tpc.17.00010",8
"10.1101/008490","10.7554/elife.04729",8
"10.1101/037812","10.1016/j.jtbi.2016.05.029",8
"10.1101/144022","10.1073/pnas.1709082114",8
"10.1101/142521","10.1007/s11538-017-0356-4",8
"10.1101/053868","10.1093/bioinformatics/btw695",8
"10.1101/014357","10.7717/peerj.1214",8
"10.1101/033639","10.1111/ecog.02761",8
"10.1101/097725","10.1103/physreve.96.012404",8
"10.1101/022699","10.1016/j.ajhg.2015.11.015",8
"10.1101/063792","10.1371/journal.pntd.0005096",8
"10.1101/014068","10.1371/journal.pgen.1006339",8
"10.1101/079194","10.1098/rspb.2017.1268",8
"10.1101/046581","10.1038/sdata.2016.92",8
"10.1101/019661","10.1002/gepi.21989",8
"10.1101/118976","10.1186/s12916-017-0882-9",8
"10.1101/114330","10.1111/jeb.13182",8
"10.1101/020396","10.1371/journal.pone.0142819",8
"10.1101/128397","10.1002/ece3.3198",8
"10.1101/070219","10.1091/mbc.e16-12-0870",8
"10.1101/117531","10.1093/bioinformatics/btx359",8
"10.1101/103903","10.1534/genetics.117.200600",8
"10.1101/073577","10.1111/2041-210x.12856",8
"10.1101/028324","10.1016/j.ympev.2017.02.008",8
"10.1101/064774","10.1111/1365-2656.12756",8
"10.1101/038554","10.1038/srep23257",8
"10.1101/012906","10.1186/s12864-015-1650-x",8
"10.1101/034959","10.1371/journal.pgen.1006171",8
"10.1101/143172","10.1038/s41598-017-12884-5",8
"10.1101/098434","10.1038/s41564-017-0038-x",8
"10.1101/140566","10.1124/jpet.117.241042",8
"10.1101/011320","10.1038/nbt.3594",8
"10.1101/036442","10.7554/elife.23763",8
"10.1101/013946","10.1186/s12864-015-2146-4",8
"10.1101/152645","10.1016/j.cell.2017.08.037",8
"10.1101/159145","10.1534/g3.117.300233",8
"10.1101/116897","10.1111/nph.14609",8
"10.1101/156125","10.1038/s41467-017-01836-2",8
"10.1101/155309","10.7554/elife.26980",8
"10.1101/154138","10.1073/pnas.1618287114",8
"10.1101/078212","10.1371/journal.pcbi.1005176",8
"10.1101/085720","10.1038/s41598-017-01133-4",8
"10.1101/155937","10.1021/acs.nanolett.7b04184",8
"10.1101/028357","10.1098/rsif.2016.0282",8
"10.1101/154856","10.1371/journal.pgen.1007105",8
"10.1101/125435","10.1038/s41559-017-0377-2",8
"10.1101/089359","10.1038/nmeth.4326",8
"10.1101/064311","10.1093/molbev/msw251",8
"10.1101/006247","10.1186/s13059-015-0642-0",8
"10.1101/052985","10.1371/journal.pbio.1002517",8
"10.1101/046276","10.3758/s13415-016-0458-8",8
"10.1101/005561","10.1016/j.mbs.2014.06.002",8
"10.1101/079202","10.3389/fnins.2017.00412",8
"10.1101/113068","10.1038/nmeth.4380",8
"10.1101/029587","10.1021/acssynbio.5b00237",8
"10.1101/084350","10.1186/s12985-017-0846-x",8
"10.1101/085068","10.1016/j.neuroimage.2017.07.033",8
"10.1101/041418","10.1038/srep40294",8
"10.1101/021154","10.1371/journal.pbio.1002210",8
"10.1101/051847","10.1159/000446614",8
"10.1101/012583","10.3389/fncir.2015.00076",8
"10.1101/012880","10.1038/nmeth.3312",8
"10.1101/048553","10.1371/journal.pgen.1006384",8
"10.1101/049841","10.1186/s13062-016-0159-9",8
"10.1101/184317","10.1101/gad.306324.117",8
"10.1101/048033","10.1111/evo.12999",8
"10.1101/090084","10.1093/molbev/msx154",8
"10.1101/020917","10.1016/j.jsb.2015.08.008",8
"10.1101/052381","10.3389/fgene.2016.00217",8
"10.1101/186155","10.1038/s41467-017-02222-8",8
"10.1101/129767","10.1038/s41598-017-18001-w",8
"10.1101/063883","10.1093/hmg/ddx424",8
"10.1101/026716","10.1111/rec.12354",8
"10.1101/051870","10.1098/rstb.2016.0049",8
"10.1101/133298","10.1073/pnas.1706905114",8
"10.1101/040741","10.1038/ncomms11568",8
"10.1101/098988","10.1038/s41562-017-0072",8
"10.1101/068338","10.1101/gr.214346.116",8
"10.1101/154872","10.1186/s13068-017-0927-5",8
"10.1101/172932","10.1093/nar/gkx1192",8
"10.1101/105684","10.1002/ece3.3438",8
"10.1101/000430","10.1021/sb400152n",8
"10.1101/000968","10.3389/fnhum.2013.00867",8
"10.1101/002626","10.1101/gad.252478.114",8
"10.1101/002683","10.1098/rstb.2013.0459",8
"10.1101/002980","10.1016/j.bpj.2013.12.023",8
"10.1101/004127","10.1098/rsif.2014.0674",8
"10.1101/004267","10.1186/s12862-015-0429-7",8
"10.1101/004648","10.3389/fimmu.2014.00331",8
"10.1101/004853","10.1371/journal.pgen.1004323",8
"10.1101/005017","10.1371/journal.pgen.1004444",8
"10.1101/005694","10.3389/fmicb.2014.00549",8
"10.1101/006056","10.1186/1471-2164-15-1078",8
"10.1101/009001","10.1186/s13059-015-0614-4",8
"10.1101/009225","10.1371/journal.pgen.1004923",8
"10.1101/009340","10.1016/j.ajhg.2014.11.014",8
"10.1101/009670","10.1093/gbe/evv092",8
"10.1101/010926","10.1186/s12864-015-1265-2",8
"10.1101/011072","10.1002/ece3.1350",8
"10.1101/011296","10.1371/journal.pcbi.1004522",8
"10.1101/011353","10.1038/nmeth.3337",8
"10.1101/011379","10.3897/dez.62.8922",8
"10.1101/011684","10.1007/s12041-016-0632-3",8
"10.1101/011882","10.1093/bioinformatics/btv550",8
"10.1101/012385","10.1002/ece3.1796",8
"10.1101/012468","10.1186/s13059-015-0614-4",8
"10.1101/012534","10.1109/tcbb.2015.2465954",8
"10.1101/012591","10.1038/nmeth.3321",8
"10.1101/013169","10.1186/s12974-016-0594-7",8
"10.1101/014837","10.1093/molbev/msv177",8
"10.1101/014910","10.1093/molbev/msv130",8
"10.1101/015370","10.1093/nar/gkw988",8
"10.1101/015602","10.3109/19401736.2015.1033696",8
"10.1101/015677","10.1093/ijnp/pyv061",8
"10.1101/015750","10.1088/1741-2560/12/3/036011",8
"10.1101/015776","10.1186/1471-2164-15-1117",8
"10.1101/015941","10.1371/journal.pgen.1005165",8
"10.1101/016097","10.1186/s13059-015-0746-6",8
"10.1101/016386","10.1093/sysbio/syw019",8
"10.1101/017392","10.1093/bioinformatics/btv582",8
"10.1101/019570","10.1093/nar/gkv1478",8
"10.1101/020149","10.1111/2041-210x.12564",8
"10.1101/020479","10.1016/j.ajhg.2016.07.007",8
"10.1101/021303","10.1093/sysbio/syw028",8
"10.1101/021774","10.1016/j.gde.2015.10.004",8
"10.1101/021907","10.1111/1755-0998.12489",8
"10.1101/023010","10.1101/gr.199323.115",8
"10.1101/023473","10.1093/sysbio/syw019",8
"10.1101/024117","10.1101/gr.199323.115",8
"10.1101/024257","10.1186/s12864-016-3395-6",8
"10.1101/024810","10.1371/journal.pcbi.1004821",8
"10.1101/024828","10.1016/j.bbmt.2015.12.015",8
"10.1101/025577","10.1534/g3.115.021956",8
"10.1101/026666","10.3389/fnsys.2016.00010",8
"10.1101/027433","10.1002/ece3.1857",8
"10.1101/027912","10.1073/pnas.1521157112",8
"10.1101/028092","10.1111/jeb.12877",8
"10.1101/028282","10.1038/ng.3590",8
"10.1101/029371","10.1093/sysbio/syw019",8
"10.1101/030833","10.1111/evo.13037",8
"10.1101/031104","10.4238/gmr.15037635",8
"10.1101/031369","10.1371/journal.pgen.1006224",8
"10.1101/031898","10.1093/molbev/msv282",8
"10.1101/033043","10.1371/journal.pgen.1005818",8
"10.1101/033365","10.1111/jeb.12877",8
"10.1101/034009","10.1007/s00300-015-1876-8",8
"10.1101/034330","10.1038/nmeth.3861",8
"10.1101/034991","10.1038/nmicrobiol.2016.203",8
"10.1101/035790","10.1093/cercor/bhw286",8
"10.1101/036376","10.1093/bioinformatics/btw387",8
"10.1101/036830","10.1093/bioinformatics/btw363",8
"10.1101/037713","10.1038/ng.3733",8
"10.1101/038091","10.1371/journal.ppat.1005538",8
"10.1101/038950","10.1186/s13073-017-0422-4",8
"10.1101/039073","10.1016/j.quascirev.2016.02.017",8
"10.1101/040337","10.1091/mbc.e15-12-0811",8
"10.1101/042168","10.1038/npp.2016.168",8
"10.1101/042655","10.1186/s12864-016-3128-x",8
"10.1101/044909","10.1186/s12864-016-2778-z",8
"10.1101/045153","10.1186/s12864-016-3050-2",8
"10.1101/045674","10.1111/mec.14089",8
"10.1101/046805","10.1371/journal.pgen.1006854",8
"10.1101/046995","10.1016/j.ajhg.2016.09.020",8
"10.1101/047605","10.1083/jcb.201607118",8
"10.1101/048132","10.1186/s13007-017-0162-x",8
"10.1101/049783","10.1128/mbio.00619-17",8
"10.1101/050369","10.12705/661.12",8
"10.1101/051029","10.1007/s10827-016-0622-8",8
"10.1101/051300","10.1088/1478-3975/aa5ee7",8
"10.1101/052738","10.1080/01480545.2016.1223093",8
"10.1101/055772","10.1186/s13059-016-1136-4",8
"10.1101/056085","10.1093/sysbio/syw096",8
"10.1101/056119","10.1111/mec.13813",8
"10.1101/057760","10.1099/mgen.0.000080",8
"10.1101/058388","10.1016/j.ajhg.2016.09.011",8
"10.1101/058628","10.1111/1758-2229.12538",8
"10.1101/058826","10.1002/humu.23141",8
"10.1101/059451","10.1242/jcs.188516",8
"10.1101/059915","10.1016/j.ecocom.2017.02.004",8
"10.1101/060277","10.1093/bioinformatics/btw822",8
"10.1101/060921","10.1186/s12864-016-3394-7",8
"10.1101/061291","10.1016/j.nicl.2016.09.001",8
"10.1101/062117","10.1101/gr.210948.116",8
"10.1101/062372","10.1534/genetics.117.199703",8
"10.1101/062554","10.1002/gepi.22055",8
"10.1101/062646","10.1111/gcb.13783",8
"10.1101/062836","10.1158/1541-7786.mcr-17-0016",8
"10.1101/063057","10.18632/oncotarget.17217",8
"10.1101/063107","10.1016/j.cels.2017.04.008",8
"10.1101/063990","10.1073/pnas.1611418113",8
"10.1101/064840","10.1186/s12864-017-3710-x",8
"10.1101/065326","10.1111/1365-2656.12729",8
"10.1101/065565","10.1093/nar/gkx585",8
"10.1101/066126","10.1186/s13073-017-0408-2",8
"10.1101/067454","10.1016/j.ajhg.2016.09.020",8
"10.1101/068130","10.1186/s13036-016-0045-0",8
"10.1101/069302","10.1371/journal.pcbi.1005418",8
"10.1101/069518","10.1093/sysbio/syw078",8
"10.1101/069799","10.1371/journal.ppat.1005960",8
"10.1101/070409","10.1111/gbb.12370",8
"10.1101/070649","10.1093/bioinformatics/btw804",8
"10.1101/070748","10.1016/j.ajp.2017.03.024",8
"10.1101/071118","10.1073/pnas.1601212113",8
"10.1101/071209","10.1073/pnas.1616063114",8
"10.1101/071282","10.1101/gr.210948.116",8
"10.1101/071332","10.1038/nsmb.3338",8
"10.1101/071795","10.1073/pnas.1617800114",8
"10.1101/074104","10.1002/fee.1446",8
"10.1101/074385","10.1016/j.ajhg.2017.01.019",8
"10.1101/075317","10.1098/rstb.2016.0154",8
"10.1101/075556","10.1091/mbc.e17-08-0502",8
"10.1101/076547","10.1093/bioinformatics/btw804",8
"10.1101/076885","10.1007/s11515-016-1422-2",8
"10.1101/077107","10.1002/hbm.23675",8
"10.1101/077529","10.1186/s12866-017-0944-3",8
"10.1101/077917","10.1021/acs.analchem.6b04000",8
"10.1101/078329","10.1534/genetics.117.200568",8
"10.1101/078758","10.1016/j.neuroimage.2017.06.052",8
"10.1101/078931","10.1038/s41562-016-0040",8
"10.1101/079269","10.1152/jn.00116.2017",8
"10.1101/080143","10.1093/hmg/ddx133",8
"10.1101/081117","10.1016/j.biocon.2017.11.022",8
"10.1101/082420","10.1152/jn.00951.2016",8
"10.1101/084558","10.1098/rspb.2016.1936",8
"10.1101/084921","10.5334/dsj-2017-026",8
"10.1101/086629","10.1093/sysbio/syx062",8
"10.1101/088310","10.1515/sagmb-2017-0044",8
"10.1101/089664","10.1098/rsif.2016.1041",8
"10.1101/090308","10.1098/rsif.2016.1041",8
"10.1101/090845","10.1534/genetics.117.200568",8
"10.1101/091611","10.1038/nbt.3902",8
"10.1101/092163","10.1186/s12864-017-3889-x",8
"10.1101/092296","10.1101/gr.221077.117",8
"10.1101/093161","10.1093/bioinformatics/btw804",8
"10.1101/093468","10.1073/pnas.1617800114",8
"10.1101/095018","10.1038/s41559-017-0233-4",8
"10.1101/095273","10.1007/s00442-017-3900-x",8
"10.1101/095281","10.1016/j.stemcr.2017.05.005",8
"10.1101/095471","10.1128/mbio.00889-17",8
"10.1101/096347","10.1111/jpy.12578",8
"10.1101/096446","10.1093/cid/cix210",8
"10.1101/097444","10.1021/acssynbio.7b00058",8
"10.1101/097691","10.1016/j.neuroimage.2017.11.038",8
"10.1101/099440","10.1073/pnas.1702893114",8
"10.1101/100511","10.1371/journal.pcbi.1005828",8
"10.1101/102194","10.1021/acs.jpcb.6b11759",8
"10.1101/102640","10.1083/jcb.201702177",8
"10.1101/104844","10.1126/science.aan3458",8
"10.1101/105411","10.1534/g3.117.043943",8
"10.1101/107334","10.1016/j.bpj.2017.06.013",8
"10.1101/108902","10.1080/15476286.2017.1411461",8
"10.1101/109975","10.1242/jcs.208520",8
"10.1101/110965","10.1038/nnano.2017.128",8
"10.1101/110973","10.1002/ece3.3314",8
"10.1101/111237","10.1105/tpc.17.00047",8
"10.1101/113456","10.1002/art.40386",8
"10.1101/113605","10.1016/j.tpb.2017.08.004",8
"10.1101/113712","10.1016/j.intell.2017.04.006",8
"10.1101/113720","10.1093/sysbio/syx075",8
"10.1101/115105","10.1242/dev.149542",8
"10.1101/116335","10.1261/rna.060954.117",8
"10.1101/119115","10.1242/jcs.208520",8
"10.1101/119701","10.1021/acs.analchem.7b03806",8
"10.1101/120261","10.1093/bioinformatics/btx589",8
"10.1101/122499","10.1128/mbio.00996-17",8
"10.1101/123141","10.1159/000480335",8
"10.1101/124172","10.1002/ajmg.a.38476",8
"10.1101/124875","10.3389/fnhum.2017.00486",8
"10.1101/125187","10.1016/j.jcf.2017.08.003",8
"10.1101/125989","10.1242/dev.154146",8
"10.1101/126524","10.1016/j.neuroimage.2017.12.003",8
"10.1101/127662","10.1016/j.bpj.2017.03.008",8
"10.1101/128264","10.1016/j.bbrc.2017.05.148",8
"10.1101/129288","10.1016/j.biopsych.2017.06.008",8
"10.1101/130880","10.1073/pnas.1703087114",8
"10.1101/131847","10.3389/fmicb.2017.01180",8
"10.1101/132712","10.1111/mec.14365",8
"10.1101/133298","10.1073/pnas.1621279114",8
"10.1101/134155","10.1093/bioinformatics/btx492",8
"10.1101/134825","10.1186/s13148-017-0383-x",8
"10.1101/136390","10.1016/j.jaridenv.2017.12.003",8
"10.1101/139337","10.1152/jn.00204.2017",8
"10.1101/140160","10.1242/dev.159400",8
"10.1101/141945","10.18632/oncotarget.21963",8
"10.1101/144378","10.1016/j.jchemneu.2017.07.002",8
"10.1101/144543","10.1016/j.cognition.2017.12.010",8
"10.1101/144576","10.3390/v9100292",8
"10.1101/149120","10.1093/sysbio/syx073",8
"10.1101/150227","10.1038/s41564-017-0062-x",8
"10.1101/150813","10.1091/mbc.e17-08-0535",8
"10.1101/151175","10.1073/pnas.1715772114",8
"10.1101/154112","10.1016/j.str.2017.10.005",8
"10.1101/154179","10.1007/s00248-017-1098-4",8
"10.1101/155333","10.1016/j.cels.2017.09.014",8
"10.1101/155341","10.1063/1.5001320",8
"10.1101/156380","10.1016/j.neuroimage.2017.12.003",8
"10.1101/157024","10.1186/s12910-017-0239-0",8
"10.1101/160416","10.1002/art.40344",8
"10.1101/162719","10.1016/j.cbpa.2017.09.001",8
"10.1101/162800","10.1016/j.virol.2017.08.006",8
"10.1101/163295","10.1073/pnas.1718592114",8
"10.1101/166058","10.1158/0008-5472.can-17-0720",8
"10.1101/169151","10.1038/s41562-017-0130",8
"10.1101/173104","10.3389/fmicb.2017.02276",8
"10.1101/173823","10.1128/msystems.00088-17",8
"10.1101/174227","10.1186/s12864-017-4166-8",8
"10.1101/177964","10.1534/g3.117.300139",8
"10.1101/178848","10.1186/s13072-017-0163-z",8
"10.1101/179341","10.1073/pnas.1708436115",8
"10.1101/185694","10.1038/s41559-017-0373-6",8
"10.1101/197046","10.1007/s10544-017-0241-9",8
"10.1101/197152","10.1016/j.bpj.2017.09.032",8
"10.1101/209742","10.1083/jcb.201709069",8
"10.1101/217083","10.1016/j.jmb.2017.11.016",8
"10.1101/219998","10.1186/s13395-017-0146-6",8
"10.1101/001099","10.1371/journal.pone.0096719",8
"10.1101/001297","10.1371/journal.pone.0086612",8
"10.1101/003277","10.7554/elife.02557",8
"10.1101/006809","10.1038/nn.3816",8
"10.1101/008490","10.7554/elife.04550",8
"10.1101/008649","10.1371/journal.pone.0128367",8
"10.1101/009456","10.1371/journal.pone.0113049",8
"10.1101/010058","10.1371/journal.pone.0117912",8
"10.1101/011130","10.1155/2015/467514",8
"10.1101/011775","10.1371/journal.pone.0142684",8
"10.1101/018317","10.7554/elife.09696",8
"10.1101/018960","10.1371/journal.pone.0127231",8
"10.1101/023390","10.1038/srep19335",8
