"ARTICLE_DOI","AUTHOR_PRODUCTIVITY"
"10.1534/genetics.114.167866",13
"10.1371/journal.ppat.1006633",33
"10.7554/elife.27453",14
"10.1016/j.cell.2017.07.043",12
"10.1534/genetics.115.175265",10
"10.3389/fninf.2017.00046",12
"10.1016/j.neuron.2017.05.016",30
"10.1534/g3.117.300172",13
"10.1038/s41598-017-14590-8",72
"10.1111/ecog.02893",42
"10.1111/evo.13205",44
"10.1038/emi.2017.60",12
"10.1016/j.jtbi.2015.12.008",14
"10.1038/nmeth.4207",18
"10.1038/s41598-017-01859-1",5
"10.1111/ecog.02441",57
"10.1534/genetics.117.203380",42
"10.1158/2326-6066.cir-16-0113",26
"10.1021/acschembio.7b00597",9
"10.14814/phy2.13172",13
"10.1103/physreve.95.042323",8
"10.1016/j.biopsych.2017.02.008",42
"10.1073/pnas.1707957114",8
"10.1038/s41598-017-13665-w",70
"10.1038/s41467-017-00342-9",35
"10.1128/msphere.00059-17",6
"10.1016/j.jaut.2017.07.009",58
"10.1038/s41598-017-11629-8",9
"10.1016/j.str.2017.10.008",18
"10.1126/science.aal2014",15
"10.1186/s40168-017-0254-x",38
"10.1038/s41598-017-15126-w",230
"10.1016/j.jtbi.2017.02.003",25
"10.1002/ajmg.a.38406",26
"10.1016/j.jtbi.2017.01.014",22
"10.1186/s13717-017-0110-8",22
"10.1093/molbev/msv217",9
"10.1371/journal.pone.0179241",9
"10.1038/nmeth.4184",74
"10.1016/j.jtbi.2017.08.003",23
"10.1016/j.cell.2017.08.046",12
"10.1091/mbc.e16-09-0644",5
"10.1158/0008-5472.can-17-0802",19
"10.1186/s12862-017-1005-0",75
"10.1091/mbc.e17-08-0502",15
"10.1038/s41467-017-00524-5",42
"10.1186/s12936-017-2114-3",10
"10.1073/pnas.1415181112",24
"10.1016/j.ajhg.2016.09.020",44
"10.1093/molbev/msx077",24
"10.1101/gad.302059.117",14
"10.1371/journal.pone.0175063",6
"10.1016/j.celrep.2016.12.066",14
"10.1038/s41467-017-00386-x",18
"10.1186/s12711-017-0355-9",30
"10.12688/f1000research.11366.1",16
"10.1371/journal.pone.0185790",24
"10.1001/jamapsychiatry.2017.3191",80
"10.1038/npp.2016.151",20
"10.1016/j.celrep.2016.11.049",18
"10.3389/fnhum.2017.00220",13
"10.1534/genetics.117.199950",22
"10.1021/acs.analchem.6b03980",20
"10.1007/s12041-016-0632-3",38
"10.1038/ng.3789",180
"10.1038/s41598-017-10515-7",12
"10.1136/jnnp-2016-315260",14
"10.1101/gad.272187.115",22
"10.1093/bioinformatics/btx286",17
"10.1242/jcs.207514",12
"10.15252/embj.201797259",5
"10.7554/elife.29132",20
"10.1101/gr.188839.114",15
"10.1371/journal.pgen.1006952",155
"10.3897/subtbiol.24.20985",14
"10.1093/molbev/msw028",6
"10.1038/srep38505",20
"10.1016/j.jsb.2016.09.006",7
"10.3389/fpls.2017.02161",11
"10.1039/c6mb00814c",20
"10.1186/s12864-015-1658-2",9
"10.3389/fonc.2016.00183",6
"10.1534/genetics.115.175752",10
"10.1016/j.bbrc.2017.03.043",10
"10.1186/s12864-017-4299-9",28
"10.1101/gad.305078.117",28
"10.1038/nmeth.4326",9
"10.1186/s13007-017-0159-5",25
"10.1021/acs.jmedchem.7b00741",50
"10.1098/rspb.2017.0228",5
"10.1016/j.neuroimage.2017.04.002",28
"10.1093/nar/gku672",3
"10.1038/s41598-017-00282-w",8
"10.1111/cmi.12678",9
"10.1534/genetics.116.194597",7
"10.1038/srep37704",21
"10.1186/s13073-017-0433-1",14
"10.1371/journal.pgen.1005792",5
"10.1073/pnas.1715320114",9
"10.1088/1478-3975/aa5ee7",22
"10.1093/gigascience/gix079",11
"10.1016/j.bbrc.2017.05.168",9
"10.1039/c7sc00997f",10
"10.7554/elife.28275",3
"10.1038/s41598-017-14984-8",22
"10.1016/j.coisb.2017.07.009",9
"10.1016/j.ajhg.2016.12.003",92
"10.7554/elife.30493",39
"10.1534/g3.117.040063",15
"10.1038/s41467-017-01436-0",7
"10.1101/gr.217356.116",12
"10.1091/mbc.e17-06-0382",78
"10.1098/rsob.160303",11
"10.1186/s12864-015-1962-x",7
"10.1038/s41467-017-00374-1",10
"10.7554/elife.26107",16
"10.7554/elife.25060",36
"10.1038/ncomms15029",22
"10.1371/journal.pmed.1002405",13
"10.1186/s13059-015-0802-2",3
"10.1073/pnas.1613916114",14
"10.1093/bioinformatics/btw415",18
"10.1038/nmeth.4463",26
"10.1073/pnas.1717327114",11
"10.1016/j.cub.2017.09.044",18
"10.3389/fncel.2017.00275",20
"10.1002/pd.5027",18
"10.1007/s00424-017-1994-y",5
"10.1073/pnas.1711979114",7
"10.1371/journal.pntd.0005553",10
"10.1371/journal.pcbi.1003569",10
"10.1128/mbio.00799-17",18
"10.1111/mec.13991",7
"10.1098/rsif.2015.0506",46
"10.12688/wellcomeopenres.10298.1",12
"10.1128/mbio.00796-16",7
"10.1111/mec.14359",44
"10.1111/pce.13044",15
"10.1098/rsif.2014.0325",30
"10.1371/journal.ppat.1006288",9
"10.1038/sdata.2017.182",14
"10.1534/g3.117.040055",14
"10.1016/j.bpj.2017.05.040",16
"10.1128/mcb.00324-17",6
"10.1038/nrm.2015.28",10
"10.1371/journal.pgen.1007075",40
"10.1242/dev.151134",7
"10.1242/jeb.163410",7
"10.1371/journal.ppat.1006271",57
"10.1186/s12859-017-1592-1",34
"10.1038/ncomms10286",12
"10.7554/elife.29938",207
"10.1016/j.bpj.2017.09.024",6
"10.1126/science.aal2052",5
"10.1016/j.bpc.2016.09.004",6
"10.1126/sciadv.1500229",9
"10.1128/msphere.00456-17",22
"10.1038/s41467-017-01876-8",26
"10.1002/hipo.22714",19
"10.3389/fpls.2017.00900",114
"10.1007/s10548-015-0433-7",8
"10.1093/molbev/msw039",22
"10.1371/journal.pone.0162768",7
"10.1242/jeb.143818",7
"10.1534/g3.117.040915",21
"10.15252/embr.201643723",4
"10.1534/genetics.116.194720",20
"10.1093/nar/gkw951",28
"10.15252/msb.20177819",54
"10.1007/s00204-016-1859-8",30
"10.7554/elife.26349",16
"10.1016/j.stemcr.2017.09.005",17
"10.15252/msb.20177796",22
"10.1111/cmi.12628",14
"10.1016/j.devcel.2016.01.010",6
"10.1002/jez.b.22761",27
"10.1371/journal.pone.0179404",19
"10.1534/g3.115.022475",8
"10.15252/embj.201695383",19
"10.1186/s12859-017-1787-5",4
"10.1103/physrevlett.119.167701",6
"10.1186/s12859-017-1493-3",27
"10.1038/s41598-017-01864-4",5
"10.1186/s12864-017-4042-6",8
"10.1016/j.ajhg.2017.04.005",110
"10.1038/s41598-017-17127-1",74
"10.1186/s12859-017-1933-0",20
"10.1002/hbm.23688",90
"10.1186/s13326-017-0131-3",34
"10.1093/nar/gkw741",4
"10.1038/s41598-017-01005-x",8
"10.1371/journal.pone.0096788",7
"10.1038/ncomms14076",16
"10.1186/s12866-017-0939-0",25
"10.1038/s41467-017-02119-6",66
"10.7717/peerj.4054",42
"10.1534/genetics.115.180265",18
"10.1093/nar/gkx224",14
"10.1038/s41598-017-04094-w",17
"10.1371/journal.pone.0174918",30
"10.5599/admet.5.2.376",40
"10.1038/s41598-017-13748-8",5
"10.1038/s41598-016-0005-4",11
"10.1177/2472630317744732",38
"10.3389/fnins.2017.00609",21
"10.1021/acs.analchem.7b02854",15
"10.1016/j.anbehav.2017.09.008",49
"10.1038/nbt.3412",63
"10.1093/bib/bbw089",36
"10.1016/j.neurobiolaging.2017.10.005",170
"10.7554/elife.19607",24
"10.1086/694889",28
"10.1111/nph.14855",35
"10.1111/2041-210x.12767",30
"10.1038/s41467-017-02144-5",14
"10.1371/journal.ppat.1006433",24
"10.1016/j.dadm.2017.11.007",837
"10.1371/journal.pgen.1006841",8
"10.1080/01490451.2017.1321066",23
"10.1128/jvi.01531-17",28
"10.1371/journal.pgen.1004663",8
"10.1128/jvi.01455-17",42
"10.1111/mec.13351",48
"10.1371/journal.pgen.1006552",9
"10.1038/nmeth.3999",36
"10.1038/ncomms14772",26
"10.1016/j.ajhg.2016.05.003",22
"10.1080/15476286.2017.1411461",56
"10.1073/pnas.1708436115",30
"10.7554/elife.31234",3
"10.1007/s11692-017-9431-x",47
"10.18632/oncotarget.12393",12
"10.1016/j.chom.2017.11.007",5
"10.1186/s13073-016-0316-x",10
"10.1371/journal.pcbi.1005380",16
"10.1016/j.devcel.2017.09.022",24
"10.1111/1365-2664.12867",24
"10.1002/stem.2692",14
"10.1371/journal.pgen.1006272",14
"10.1371/journal.ppat.1006692",99
"10.1073/pnas.1413877112",11
"10.1016/j.ajhg.2017.06.013",17
"10.1371/journal.pone.0172725",3
"10.1038/ismej.2016.139",22
"10.1073/pnas.1613786114",36
"10.1093/infdis/jix543",42
"10.1111/mec.13800",78
"10.1093/nar/gkx581",7
"10.1534/g3.116.033084",8
"10.1093/bioinformatics/btx170",26
"10.1111/nph.14269",8
"10.1186/s13059-016-0880-9",26
"10.1242/jcs.203414",27
"10.1371/journal.pgen.1006903",24
"10.1093/nar/gkx590",10
"10.1101/gr.228411.117",140
"10.1083/jcb.201704045",29
"10.1016/j.celrep.2017.08.010",21
"10.1093/bioinformatics/btx659",32
"10.1093/nar/gkw1324",24
"10.7554/elife.16167",5
"10.1038/onc.2016.397",4
"10.1371/journal.pntd.0005538",32
"10.1038/s41593-017-0051-7",19
"10.1016/j.neuroimage.2017.07.017",428
"10.1016/j.neuropsychologia.2017.08.010",11
"10.1534/g3.117.043067",20
"10.1016/j.stemcr.2017.06.011",8
"10.7717/peerj.3046",6
"10.1038/srep27233",32
"10.7554/elife.28387",2
"10.1016/j.meegid.2017.03.006",66
"10.1038/nn.4426",9
"10.1093/sysbio/syx054",25
"10.12688/f1000research.8798.1",5
"10.3389/fgene.2014.00307",15
"10.1038/s41598-017-16546-4",18
"10.1016/j.actbio.2017.05.034",14
"10.1007/s00125-017-4426-9",16
"10.1111/nph.14850",5
"10.1016/j.neuroimage.2017.12.088",21
"10.1002/ece3.3001",58
"10.1186/s13059-015-0806-y",4
"10.1016/j.molcel.2016.02.033",6
"10.1002/ece3.1529",46
"10.7554/elife.30395",24
"10.1214/17-aoas1042",8
"10.1007/s12035-014-8768-8",20
"10.1038/s41467-017-01003-7",45
"10.1088/1478-3975/aa56d9",16
"10.1093/nar/gkw757",22
"10.1534/g3.115.025106",6
"10.1094/mpmi-05-17-0104-r",16
"10.7554/elife.27344",3
"10.1371/journal.pone.0131202",13
"10.1371/journal.pcbi.1005716",13
"10.1021/acs.jpclett.7b00110",7
"10.1128/aac.01997-16",12
"10.1038/s41598-017-06263-3",7
"10.1016/j.epidem.2017.02.008",18
"10.1111/mec.14107",2
"10.1083/jcb.201709069",18
"10.3389/fncom.2017.00020",3
"10.1534/genetics.117.300426",29
"10.1073/pnas.1702994114",36
"10.1371/journal.pgen.1006321",3
"10.1038/srep36048",11
"10.3390/s17040761",5
"10.1007/s11538-014-0050-8",5
"10.1098/rsob.160229",8
"10.1111/ejn.13546",30
"10.1111/jeb.13186",16
"10.1016/j.str.2017.11.013",20
"10.1534/g3.115.020701",34
"10.3934/mbe.2016036",3
"10.1101/gr.226068.117",96
"10.1371/journal.pcbi.1004463",7
"10.1016/j.ajhg.2015.11.005",44
"10.1038/ng.3598",35
"10.1002/pmic.201600262",15
"10.1073/pnas.1620161114",14
"10.1242/dev.157909",11
"10.1016/j.neubiorev.2016.06.004",12
"10.1523/jneurosci.2496-16.2017",4
"10.1002/prot.25373",12
"10.1038/s41598-017-18048-9",24
"10.7554/elife.24284",13
"10.1093/jxb/erx405",19
"10.1098/rsif.2017.0036",5
"10.1021/acs.jpcb.6b01370",78
"10.1093/infdis/jix604",5
"10.1152/jn.00664.2017",51
"10.1007/s10822-015-9890-z",8
"10.1016/j.ajhg.2015.04.015",32
"10.1186/s12870-017-1032-4",18
"10.1007/s10822-017-0080-z",18
"10.1099/jgv.0.000822",3
"10.1038/ng.3870",21
"10.18632/oncotarget.23344",28
"10.1371/journal.pcbi.1005882",18
"10.1371/journal.pcbi.1005249",7
"10.1093/bioinformatics/btw074",8
"10.1371/journal.pcbi.1005591",9
"10.1016/j.str.2016.12.012",4
"10.1073/pnas.1614020114",4
"10.1038/ncomms11386",70
"10.1371/journal.ppat.1005279",4
"10.1038/srep37456",11
"10.1038/nmeth.3688",11
"10.1101/lm.045419.117",9
"10.1016/j.compbiolchem.2017.07.004",4
"10.3389/fgene.2015.00326",206
"10.15252/embj.201797515",8
"10.1242/bio.013276",8
"10.1016/j.str.2017.09.009",30
"10.1073/pnas.1701812114",18
"10.1038/srep12055",7
"10.1093/neuonc/nox183",54
"10.1002/pd.5018",16
"10.1242/jeb.162024",7
"10.1111/tpj.13567",4
"10.1534/genetics.116.198960",12
"10.1016/j.bpj.2017.06.070",7
"10.1534/g3.117.041806",7
"10.1371/journal.pcbi.1005838",24
"10.7554/elife.23858",18
"10.1016/j.neuroimage.2016.09.004",11
"10.2144/000114403",3
"10.1093/gbe/evx136",22
"10.1093/bioinformatics/btw407",26
"10.1016/j.bbagen.2017.12.001",10
"10.1016/j.neuroimage.2017.08.071",2
"10.1016/j.neuroimage.2017.01.019",15
"10.7554/elife.29887",4
"10.1021/acssynbio.7b00019",14
"10.1093/nar/gkx196",2
"10.1038/srep39921",11
"10.3748/wjg.v23.i47.8300",13
"10.1098/rspb.2017.0125",28
"10.1038/ncomms14023",9
"10.1186/s13229-017-0119-y",8
"10.1093/bioinformatics/btv610",18
"10.1016/j.aca.2017.07.036",7
"10.1093/molbev/msx333",6
"10.1016/j.ydbio.2017.07.023",9
"10.1158/0008-5472.can-17-2876",8
"10.1091/mbc.e17-07-0460",8
"10.1016/j.plantsci.2017.11.004",6
"10.1038/s41598-017-15947-9",24
"10.1162/jocn_a_01200",8
"10.1038/nbt.4048",36
"10.7554/elife.26896",16
"10.7554/elife.30867",4
"10.1371/journal.pone.0182163",7
"10.1371/journal.pgen.1007137",32
"10.1093/hmg/ddv307",42
"10.1111/nph.14629",17
"10.1371/journal.pone.0119906",20
"10.1186/s13059-016-1024-y",8
"10.1534/genetics.117.300139",18
"10.1111/1365-2435.12612",4
"10.1098/rsif.2016.0917",16
"10.7554/elife.11147",8
"10.1534/genetics.116.196584",8
"10.1007/s00285-017-1164-z",4
"10.1038/ng.3387",15
"10.1186/s13072-017-0159-8",4
"10.1104/pp.17.00688",15
"10.1016/j.evolhumbehav.2016.10.011",22
"10.1371/journal.pone.0100163",14
"10.1007/s10530-017-1542-x",46
"10.1371/journal.pone.0122267",10
"10.1371/journal.pgen.1005943",9
"10.1038/nprot.2017.153",40
"10.1093/sysbio/syx032",14
"10.7554/elife.23629",3
"10.1038/srep09607",7
"10.1016/j.neuroimage.2016.05.011",38
"10.1093/molbev/msx083",84
"10.1126/science.aah5982",12
"10.1038/nature19094",15
"10.1038/ismej.2017.135",32
"10.1016/j.tpb.2017.08.001",108
"10.1016/j.chembiol.2017.11.004",20
"10.7717/peerj.3389",42
"10.1371/journal.pone.0171767",8
"10.1186/s13059-017-1373-1",17
"10.1093/sysbio/syu044",2
"10.15252/embj.201797596",7
"10.1186/s13321-017-0232-0",25
"10.7717/peerj.2552",6
"10.1111/1462-2920.13259",6
"10.1038/s41598-017-04221-7",14
"10.1111/tpj.13806",24
"10.1186/s13059-016-0883-6",28
"10.1093/nar/gkx978",16
"10.1371/journal.pgen.1006340",18
"10.1371/journal.pone.0178798",5
"10.1038/ncomms14310",14
"10.1186/s13058-017-0916-4",16
"10.1016/j.neuron.2017.09.035",6
"10.1016/j.cels.2017.04.007",5
"10.1038/nbt.3665",2
"10.15252/embj.201797077",12
"10.1038/nmicrobiol.2015.23",11
"10.1021/acssynbio.7b00088",6
"10.1242/dev.156786",22
"10.1371/journal.pone.0149166",6
"10.1111/nph.14879",8
"10.1091/mbc.e17-08-0535",7
"10.1186/s13068-017-0970-2",2
"10.1371/journal.pgen.1006958",6
"10.1016/j.jbi.2017.06.015",12
"10.1098/rspb.2017.1780",26
"10.1186/s12859-017-1905-4",8
"10.1242/dev.145557",8
"10.1242/dev.155549",5
"10.1371/journal.pone.0175860",20
"10.1186/s13059-016-1089-7",10
"10.1016/j.neuroimage.2017.08.042",12
"10.15252/msb.20156663",4
"10.1111/2041-210x.12854",9
"10.1186/s12859-016-1211-6",5
"10.1016/j.bpj.2017.07.033",8
"10.1016/j.humpath.2015.02.008",74
"10.1016/j.anaerobe.2017.12.005",28
"10.1080/01480545.2016.1264411",5
"10.1111/mpp.12522",18
"10.1371/journal.pone.0150843",20
"10.7554/elife.27430",4
"10.1136/bmjopen-2017-016670",5
"10.1038/srep29506",54
"10.7554/elife.24149",11
"10.1016/j.molcel.2017.11.021",4
"10.1371/journal.pcbi.1005657",3
"10.1093/sysbio/syx059",2
"10.1093/nar/gkw498",10
"10.1371/journal.pgen.1006572",5
"10.1534/genetics.114.173542",2
"10.1016/j.cels.2016.12.010",13
"10.1093/bioinformatics/btx594",20
"10.3835/plantgenome2015.11.0118",7
"10.1038/s41467-017-01369-8",8
"10.1186/s12864-016-2712-4",33
"10.1086/692841",18
"10.1523/jneurosci.2377-14.2014",3
"10.1534/genetics.117.201285",6
"10.1186/s12711-016-0197-x",8
"10.1371/journal.pcbi.1005337",8
"10.1038/srep22209",10
"10.1111/jeb.13045",32
"10.1101/gr.196469.115",11
"10.1038/nmicrobiol.2016.108",10
"10.1074/jbc.m117.813170",12
"10.1016/j.yhbeh.2017.06.011",5
"10.1371/journal.pone.0184507",7
"10.1038/ncomms12639",11
"10.1016/j.ajhg.2016.08.007",28
"10.1007/s11284-017-1484-x",32
"10.1534/g3.117.300400",5
"10.1091/mbc.e16-03-0199",4
"10.1016/j.neuroimage.2017.12.029",12
"10.1371/journal.pone.0185493",12
"10.1086/694822",5
"10.1038/s41467-017-01663-5",18
"10.1523/jneurosci.0322-17.2017",129
"10.1007/s11629-015-3520-z",14
"10.3390/ijms18081803",7
"10.1093/hmg/ddx081",6
"10.1016/j.ceca.2017.12.002",2
"10.1371/journal.pone.0156086",21
"10.1016/j.ejca.2014.09.016",5
"10.1128/mbio.01986-17",4
"10.1007/s12080-016-0314-z",8
"10.1534/g3.117.300104",27
"10.1093/bioinformatics/btw028",8
"10.1007/s10822-017-0083-9",12
"10.1371/journal.pgen.1007054",6
"10.1007/s10822-016-9979-z",6
"10.7717/peerj.4034",4
"10.1107/s1399004715007415",5
"10.7554/elife.29353",12
"10.1186/s40168-017-0246-x",52
"10.1242/jeb.157511",4
"10.1073/pnas.1617782114",24
"10.1371/journal.pone.0106689",14
"10.1016/j.jtbi.2014.09.018",2
"10.1111/mec.14158",45
"10.1017/s095026881400260x",14
"10.1038/nature22356",108
"10.3389/fmicb.2017.00452",10
"10.1074/jbc.m116.731000",6
"10.7554/elife.23152",6
"10.1016/j.bpj.2016.12.046",16
"10.1186/s13756-017-0274-0",17
"10.1021/acs.jctc.7b00899",6
"10.1242/bio.029512",15
"10.1186/s13059-017-1220-4",14
"10.1016/j.str.2017.03.003",2
"10.1101/gr.214874.116",6
"10.3389/fninf.2016.00011",5
"10.1371/journal.ppat.1006188",9
"10.1080/15476286.2017.1403003",7
"10.1038/nature19310",42
"10.1534/g3.117.300265",18
"10.1186/s12915-017-0354-x",6
"10.1371/journal.pgen.1006787",34
"10.1371/journal.pone.0177187",25
"10.1186/s12859-016-0969-x",13
"10.1038/s41598-017-14591-7",6
"10.1371/journal.pone.0189187",13
"10.1371/journal.pgen.1006402",14
"10.3389/fphys.2017.00975",124
"10.1186/s12864-017-3896-y",7
"10.1016/j.celrep.2017.11.078",16
"10.1186/s13073-017-0480-7",27
"10.1105/tpc.17.00153",9
"10.7554/elife.27702",18
"10.1371/journal.pcbi.1005600",7
"10.1111/gbb.12405",8
"10.7554/elife.28507",2
"10.1038/srep40920",42
"10.1016/j.jinsphys.2014.06.009",1
"10.1002/prot.25284",2
"10.1074/jbc.m117.783019",4
"10.1242/bio.20148409",9
"10.1016/j.fsigen.2014.09.005",5
"10.1088/1478-3975/aaa107",3
"10.1534/genetics.116.199331",19
"10.3389/fimmu.2017.01051",40
"10.1038/s41467-017-01216-w",8
"10.7554/elife.22502",18
"10.1523/jneurosci.3485-16.2017",3
"10.1093/hmg/ddx362",3
"10.1101/gad.250985.114",1
"10.3389/fevo.2017.00029",51
"10.1038/srep05119",2
"10.1016/j.celrep.2017.10.017",19
"10.1038/srep41312",28
"10.1038/nmeth.4391",22
"10.1371/journal.pgen.1006873",4
"10.1093/bioinformatics/btv595",12
"10.1186/s13148-017-0391-x",6
"10.1534/genetics.116.191130",20
"10.1242/dev.148684",4
"10.15252/msb.20167449",18
"10.1534/g3.117.300495",4
"10.1128/mbio.00379-16",5
"10.1016/j.jmb.2017.06.024",18
"10.1016/j.neuroimage.2017.08.003",10
"10.1186/s13059-015-0788-9",10
"10.7554/elife.21476",11
"10.1016/j.jsb.2016.09.012",6
"10.1371/journal.pcbi.1004954",36
"10.1093/gigascience/gix094",56
"10.1016/j.molliq.2015.09.022",18
"10.1111/jeb.13003",6
"10.14814/phy2.13067",5
"10.1038/s41467-017-02350-1",44
"10.1101/gr.213587.116",9
"10.1038/ng.3800",13
"10.1186/s12861-016-0113-1",12
"10.1093/gbe/evx277",10
"10.1534/g3.116.032276",4
"10.1016/j.biosystems.2017.04.001",108
"10.1091/mbc.e17-04-0253",4
"10.1534/genetics.116.197335",16
"10.1038/s41598-017-00558-1",5
"10.1371/journal.pone.0186439",4
"10.3389/fncom.2014.00175",4
"10.1038/nmicrobiol.2016.194",4
"10.1038/ncomms12477",12
"10.1105/tpc.17.00364",6
"10.1152/jn.00178.2017",18
"10.1186/s12917-017-0971-1",2
"10.3390/pr5040065",20
"10.1371/journal.pone.0166704",5
"10.1261/rna.044321.114",11
"10.1016/j.cell.2017.09.026",60
"10.1186/s12864-015-1946-x",4
"10.1093/molbev/msv061",8
"10.3389/fncir.2014.00028",2
"10.1038/srep32165",10
"10.3389/fncom.2017.00067",3
"10.1371/journal.pcbi.1004951",17
"10.3389/fmicb.2017.01964",21
"10.1186/s13059-017-1242-y",46
"10.1091/mbc.e16-09-0659",4
"10.1186/s12864-015-2096-x",34
"10.1086/692829",6
"10.3791/53252",6
"10.15252/embr.201744777",3
"10.7554/elife.11352.001",5
"10.1098/rsbl.2015.1003",8
"10.1101/gad.305813.117",2
"10.1038/s41598-017-08179-4",26
"10.1128/mbio.01785-15",7
"10.1038/s41598-017-06547-8",32
"10.1128/msystems.00164-16",11
"10.1016/j.cell.2016.03.030",9
"10.1038/s41598-017-12153-5",5
"10.7554/elife.27566",22
"10.1186/s13073-014-0081-7",3
"10.1080/15384101.2017.1364324",10
"10.1186/s12859-015-0754-2",14
"10.1016/j.neuroimage.2017.08.070",4
"10.1186/s12879-017-2394-9",6
"10.1007/s10548-017-0557-z",3
"10.1073/pnas.1702983114",6
"10.7554/elife.30473",6
"10.1101/gad.301564.117",30
"10.1107/s1399004715011037",22
"10.1038/ismej.2017.126",9
"10.1007/s00204-016-1824-6",22
"10.1098/rspb.2014.0264",5
"10.1371/journal.pcbi.1004511",8
"10.1016/j.neuroimage.2017.11.068",25
"10.1016/j.bpj.2017.06.023",2
"10.1371/journal.pcbi.1005781",8
"10.1371/journal.pgen.1007103",2
"10.1101/gr.209361.116",30
"10.1016/j.ajhg.2017.06.006",17
"10.1038/srep39883",72
"10.1038/nmeth.3899",39
"10.1111/mec.14381",10
"10.1242/bio.20147633",3
"10.1105/tpc.17.00354",18
"10.1371/journal.pgen.1005952",8
"10.1534/genetics.116.190496",2
"10.1038/nchembio.2448",4
"10.1038/s41598-017-12559-1",3
"10.1016/j.neuroimage.2016.11.069",20
"10.1534/genetics.116.198895",2
"10.1093/nar/gkx463",11
"10.1186/s13007-016-0148-0",3
"10.1371/journal.pone.0103207",1
"10.1038/s41598-017-06428-0",6
"10.1083/jcb.201611104",8
"10.1371/journal.pgen.1007091",3
"10.1038/s41598-017-02635-x",24
"10.7717/peerj.829",3
"10.1101/gr.193995.115",3
"10.1371/journal.pcbi.1005268",10
"10.1093/bioinformatics/btx183",4
"10.1186/1471-2164-16-s10-s3",11
"10.1073/pnas.1702413114",6
"10.1186/s13073-016-0319-7",3
"10.3390/s16111879",2
"10.1088/1741-2552/aa99e2",6
"10.1038/ncomms14825",12
"10.1364/ao.56.006341",7
"10.1016/j.ygcen.2017.01.019",18
"10.1016/j.cell.2017.06.051",10
"10.1186/s13059-017-1203-5",10
"10.1186/s13062-016-0120-y",16
"10.1039/c7md00381a",6
"10.1038/s41598-017-16193-9",22
"10.1016/j.concog.2017.02.005",14
"10.1111/jeb.13229",5
"10.1016/j.jtbi.2017.02.011",5
"10.1091/mbc.e16-08-0594",5
"10.1371/journal.ppat.1006506",4
"10.1038/nmeth.4402",18
"10.1016/j.molcel.2017.10.002",8
"10.1099/mgen.0.000085",4
"10.1186/s13059-016-1062-5",10
"10.1152/jn.00397.2017",4
"10.1186/s13059-017-1248-5",5
"10.1002/gepi.22093",24
"10.1371/journal.pone.0165300",6
"10.1093/aje/kwx133",4
"10.1093/molbev/msx266",8
"10.1371/journal.pone.0142809",10
"10.1371/journal.pone.0142752",4
"10.1101/gr.191189.115",3
"10.1007/s12038-016-9592-2",3
"10.1111/mec.13182",16
"10.1039/c6lc00843g",22
"10.1111/evo.13268",4
"10.1016/j.ygeno.2016.03.002",2
"10.1371/journal.pcbi.1005788",3
"10.1128/aem.02020-17",7
"10.7554/elife.28295",6
"10.7554/elife.31101",3
"10.15252/embj.201694117",8
"10.1523/jneurosci.2944-15.2017",5
"10.1152/jn.00124.2017",9
"10.1002/gepi.22041",9
"10.1007/s12561-016-9154-z",7
"10.1101/gr.191395.115",6
"10.1016/j.ajhg.2017.01.031",9
"10.1111/evo.12572",8
"10.1016/j.ymben.2017.03.008",12
"10.1002/jez.b.22629",5
"10.1523/jneurosci.1538-17.2017",10
"10.1016/j.scitotenv.2017.05.129",120
"10.1094/phyto-02-17-0073-r",9
"10.1038/srep27891",2
"10.1007/s00251-015-0836-3",36
"10.1038/s41598-017-16679-6",5
"10.1002/elps.201600049",3
"10.1039/c4ra10326b",3
"10.1093/nar/gkw968",4
"10.1038/s41559-016-0048",4
"10.1038/s41598-017-16633-6",10
"10.3389/fnins.2016.00123",2
"10.1101/gr.219741.116",34
"10.1038/s41598-017-13245-y",28
"10.1093/jxb/erx391",4
"10.1038/ejhg.2017.108",32
"10.1002/pmic.201500519",3
"10.1093/bioinformatics/btv033",6
"10.1007/s10827-015-0568-2",24
"10.1093/nar/gkx402",7
"10.7554/elife.26109",7
"10.1016/j.ygeno.2015.12.006",7
"10.1111/nph.14403",26
"10.1073/pnas.1500804112",3
"10.1371/journal.pone.0173457",6
"10.1642/auk-16-5.1",4
"10.1534/genetics.116.193821",4
"10.1002/jez.b.22616",5
"10.1093/bioinformatics/btv196",8
"10.1038/s41598-017-08331-0",16
"10.1016/j.neuron.2017.11.039",26
"10.1103/physrevlett.116.248101",14
"10.1073/pnas.1701291114",3
"10.1038/s41598-017-10404-z",16
"10.1016/j.virol.2015.03.029",1
"10.1007/s00285-017-1155-0",4
"10.1016/j.jneumeth.2017.06.004",12
"10.1103/physreve.95.043201",4
"10.1007/s12041-016-0665-7",16
"10.1016/j.jtbi.2016.06.032",2
"10.3389/fimmu.2017.01221",42
"10.1128/mbio.00198-16",10
"10.1007/s10021-017-0114-3",2
"10.1073/pnas.1711917114",12
"10.1371/journal.pone.0118987",1
"10.1021/acssynbio.7b00148",28
"10.1073/pnas.1706236114",5
"10.1002/ajmg.a.38476",2
"10.1111/mec.13770",12
"10.1016/j.bpj.2017.08.010",4
"10.1016/j.neuroimage.2017.05.063",5
"10.1371/journal.pone.0177794",3
