"PREPRINT_DOI","ARTICLE_DOI","ARTICLE_CREATED_DATE","ARTICLE_TITLE","SOURCETITLE","PAGE_CNT","PUBTYPE","DOCTYPE","AUTHOR_CNT","TYPE"
"10.1101/177618","10.1177/0271678x17709198",2017-05-25,"Measuring functional connectivity in stroke: Approaches and considerations","journal of cerebral blood flow and metabolism",14,"J","ar",3,"Deposited"
"10.1101/058289","10.1038/ismej.2017.58",2017-05-19,"Characterising and predicting cyanobacterial blooms in an 8-year amplicon sequencing time course","isme journal",18,"J","ar",8,"Deposited"
"10.1101/136820","10.1016/j.nicl.2017.07.012",2017-07-15,"Cerebellar degeneration affects cortico-cortical connectivity in motor learning networks","neuroimage: clinical",13,"J","ar",6,"Deposited"
"10.1101/037440","10.1007/s00300-017-2155-7",2017-07-05,"Nuclear and mitochondrial phylogeny of Rossella (Hexactinellida: Lyssacinosida, Rossellidae): a species and a species flock in the Southern Ocean","polar biology",10,"J","ar",5,"Deposited"
"10.1101/081596","10.1093/bioinformatics/btw811",2016-12-16,"Innovations and challenges in detecting long read overlaps: An evaluation of the state-of-the-art","bioinformatics",10,"J","ar",5,"Deposited"
"10.1101/063099","10.1371/journal.pgen.1006644",2017-04-04,"The time and place of European admixture in Ashkenazi Jewish history","plos genetics",NA,"J","ar",5,"Deposited"
"10.1101/047878","10.1371/journal.pone.0168295",2016-12-19,"EPSPS Gene copy number and whole-plant glyphosate resistance level in kochia scoparia","plos one",NA,"J","ar",5,"Deposited"
"10.1101/065441","10.1371/journal.pone.0164677",2016-11-03,"Patterns of individual variation in visual pathway structure and function in the sighted and blind","plos one",NA,"J","ar",12,"Deposited"
"10.1101/040543","10.1371/journal.pgen.1006332",2016-09-27,"PARAQUAT TOLERANCE3 Is an E3 Ligase That Switches off Activated Oxidative Response by Targeting Histone-Modifying PROTEIN METHYLTRANSFERASE4b","plos genetics",NA,"J","ar",10,"Deposited"
"10.1101/042929","10.1016/j.neuroimage.2016.09.021",2016-09-12,"Brain oscillations track the formation of episodic memories in the real world","neuroimage",11,"J","ar",4,"Deposited"
"10.1101/056069","10.1016/j.neuropsychologia.2016.06.034",2016-07-26,"fMRI evidence of equivalent neural suppression by repetition and prior knowledge","neuropsychologia",11,"J","ar",3,"Deposited"
"10.1101/028399","10.1101/gr.200535.115",2016-05-04,"Basset: Learning the regulatory code of the accessible genome with deep convolutional neural networks","genome research",10,"J","ar",3,"Deposited"
"10.1101/157883","10.1371/journal.pone.0190271",2017-12-22,"Parent-progeny imputation from pooled samples for cost-efficient genotyping in plant breeding","plos one",NA,"J","ar",2,"Deposited"
"10.1101/144923","10.1073/pnas.1711408114",2017-11-14,"Dual function for Tango1 in secretion of bulky cargo and in ER-Golgi morphology","proceedings of the national academy of sciences of the united states of america",10,"J","ar",4,"Deposited"
"10.1101/094045","10.1080/20013078.2017.1329476",2017-06-21,"Exosomes purified from a single cell type have diverse morphology","journal of extracellular vesicles",NA,"J","ar",6,"Deposited"
"10.1101/170449","10.1038/s41598-017-16438-7",2017-11-17,"Species composition and environmental adaptation of indigenous Chinese cattle","scientific reports",NA,"J","ar",13,"Deposited"
"10.1101/084137","10.1038/s41467-017-01285-x",2017-11-01,"The challenge of mapping the human connectome based on diffusion tractography","nature communications",NA,"J","ar",77,"Deposited"
"10.1101/215756","10.1016/j.bbrc.2017.11.065",2017-11-14,"Biomarker identification for statin sensitivity of cancer cell lines","biochemical and biophysical research communications",7,"J","ar",6,"Deposited"
"10.1101/171611","10.1111/1755-0998.12729",2017-10-23,"New barcoded primers for efficient retrieval of cercozoan sequences in high-throughput environmental diversity surveys, with emphasis on worldwide biological soil crusts","molecular ecology resources",11,"J","ar",8,"Deposited"
"10.1101/021824","10.1093/nar/gkv1262",2015-12-15,"The anatomical distribution of genetic associations","nucleic acids research",17,"J","ar",9,"Deposited"
"10.1101/007351","10.1186/s13059-014-0524-x",2014-11-21,"The harvest suite for rapid core-genome alignment and visualization of thousands of intraspecific microbial genomes","genome biology",NA,"J","ar",4,"Deposited"
"10.1101/127126","10.1523/jneurosci.2944-15.2017",2017-07-18,"Gamma oscillations in the rat ventral striatum originate in the piriform cortex","journal of neuroscience",13,"J","ar",3,"Deposited"
"10.1101/091405","10.1371/journal.pone.0178258",2017-05-24,"Validating regulatory predictions from diverse bacteria with mutant fitness data","plos one",NA,"J","ar",4,"Deposited"
"10.1101/105502","10.1534/g3.117.040105",2017-03-15,"Extensive copy number variation in fermentation-related genes among Saccharomyces cerevisiae wine strains","g3: genes, genomes, genetics",11,"J","ar",2,"Deposited"
"10.1101/099473","10.1186/s12915-017-0383-5",2017-05-19,"Cell fixation and preservation for droplet-based single-cell transcriptomics","bmc biology",NA,"J","ar",13,"Deposited"
"10.1101/066696","10.7717/peerj.3272",2017-05-16,"Quantifying climate change impacts emphasises the importance of managing regional threats in the endangered Yellow-eyed penguin","peerj",NA,"J","ar",8,"Deposited"
"10.1101/078527","10.1038/ncomms15029",2017-04-20,"Activation of the hypothalamic feeding centre upon visual prey detection","nature communications",NA,"J","ar",6,"Deposited"
"10.1101/016642","10.1101/gr.192294.115",2015-08-28,"Structured nucleosome fingerprints enable high-resolution mapping of chromatin architecture within regulatory regions","genome research",14,"J","ar",6,"Deposited"
"10.1101/074500","10.1128/jcm.01881-16",2016-10-27,"Rapid metagenomic next-generation sequencing during an investigation of hospital-acquired human parainfluenza virus 3 infections","journal of clinical microbiology",6,"J","ar",8,"Deposited"
"10.1101/033001","10.1101/gr.202432.115",2016-07-06,"A comprehensive analysis of 3' end sequencing data sets reveals novel polyadenylation signals and the repressive role of heterogeneous ribonucleoprotein C on cleavage and polyadenylation","genome research",15,"J","ar",8,"Deposited"
"10.1101/029546","10.1534/genetics.115.184812",2016-03-31,"Triallelic population genomics for inferring correlated fitness effects of same site nonsynonymous mutations","genetics",11,"J","ar",5,"Deposited"
"10.1101/147470","10.1093/bioinformatics/btx603",2017-09-20,"Segway 2.0: Gaussian mixture models and minibatch training","bioinformatics",3,"J","ar",6,"Deposited"
"10.1101/118810","10.1038/s41588-017-0009-4",2017-12-22,"Multi-trait analysis of genome-wide association summary statistics using MTAG","nature genetics",9,"J","ar",42,"Deposited"
"10.1101/145086","10.1073/pnas.1709207114",2017-11-28,"Proteomics of phosphorylation and protein dynamics during fertilization and meiotic exit in the Xenopus egg","proceedings of the national academy of sciences of the united states of america",10,"J","ar",9,"Deposited"
"10.1101/168906","10.1038/s41588-017-0013-8",2017-12-15,"Association analysis in over 329,000 individuals identifies 116 independent variants influencing neuroticism","nature genetics",6,"J","ar",16,"Deposited"
"10.1101/173104","10.3389/fmicb.2017.02289",2017-11-21,"Cpk 2, a catalytic subunit of cyclic AMP-PKA, regulates growth and pathogenesis in rice blast","frontiers in microbiology",NA,"J","ar",4,"Deposited"
"10.1101/127498","10.1016/j.cub.2017.09.067",2017-11-09,"The Diversity, Structure, and Function of Heritable Adaptive Immunity Sequences in the Aedes aegypti Genome","current biology",35189996490,"J","ar",9,"Deposited"
"10.1101/113225","10.3389/fevo.2017.00033",2017-04-28,"Simple rules for an efficient use of geographic information systems in molecular ecology","frontiers in ecology and evolution",NA,"J","re",6,"Deposited"
"10.1101/115188","10.1088/1741-2552/aa795e",2017-06-14,"Learning to see again: Biological constraints on cortical plasticity and the implications for sight restoration technologies","journal of neural engineering",NA,"J","re",4,"Deposited"
"10.1101/013516","10.1038/srep25103",2016-04-26,"Odorant receptors of Drosophila are sensitive to the molecular volume of odorants","scientific reports",NA,"J","ar",2,"Deposited"
"10.1101/185199","10.1016/j.cellsig.2017.09.001",2017-09-06,"Fibroblast-derived HGF drives acinar lung cancer cell polarization through integrin-dependent RhoA-ROCK1 inhibition","cellular signalling",8,"J","ar",4,"Deposited"
"10.1101/059782","10.1073/pnas.1700557114",2017-05-12,"High-throughput biochemical profiling reveals sequence determinants of dCas9 off-target binding and unbinding","proceedings of the national academy of sciences of the united states of america",6,"J","ar",8,"Deposited"
"10.1101/112847","10.7554/elife.21666",2017-03-15,"A team of heterochromatin factors collaborates with small RNA pathways to combat repetitive elements and germline stress","elife",NA,"J","ar",12,"Deposited"
"10.1101/038059","10.7554/elife.22323",2017-03-13,"Decoupling global biases and local interactions between cell biological variables","elife",NA,"J","ar",8,"Deposited"
"10.1101/056473","10.1038/nbt.3780",2017-03-13,"Reproducibility of computational workflows is automated using continuous analysis","nature biotechnology",5,"J","ar",2,"Deposited"
"10.1101/035899","10.1371/journal.pone.0147209",2016-01-22,"Genome sequences of Populus tremula chloroplast and mitochondrion: Implications for holistic poplar breeding","plos one",NA,"J","ar",10,"Deposited"
"10.1101/012195","10.1007/s10827-015-0574-4",2015-09-02,"Networks that learn the precise timing of event sequences","journal of computational neuroscience",20,"J","ar",4,"Deposited"
"10.1101/023887","10.7554/elife.10565",2015-09-24,"Genomic DNA transposition induced by human PGBD5","elife",20,"J","ar",13,"Deposited"
"10.1101/011197","10.1093/nar/gku1327",2014-12-18,"Annotating RNA motifs in sequences and alignments","nucleic acids research",8,"J","ar",2,"Deposited"
"10.1101/066845","10.1128/jvi.01428-16",2016-12-08,"Emergence of a viral RNA polymerase variant during gene copy number amplification promotes rapid evolution of vaccinia virus","journal of virology",NA,"J","ar",4,"Deposited"
"10.1101/067819","10.1371/journal.pcbi.1005218",2016-12-09,"Beyond the Hypercube: Evolutionary Accessibility of Fitness Landscapes with Realistic Mutational Networks","plos computational biology",NA,"J","ar",3,"Deposited"
"10.1101/042978","10.18632/oncotarget.12865",2016-10-25,"DIRC3 and near NABP1 genetic polymorphisms are associated laryngeal squamous cell carcinoma patient survival","oncotarget",9,"J","ar",9,"Deposited"
"10.1101/063370","10.3389/fmicb.2016.01632",2016-10-17,"Microbial mat compositional and functional sensitivity to environmental disturbance","frontiers in microbiology",NA,"J","ar",3,"Deposited"
"10.1101/082719","10.3389/fnsys.2016.00088",2016-11-17,"The demise of the synapse as the locus of memory: A looming paradigm shift?","frontiers in systems neuroscience",NA,"J","ar",1,"Deposited"
"10.1101/065458","10.1098/rspb.2016.1762",2016-10-19,"Global population divergence and admixture of the brown rat (Rattus norvegicus)","proceedings of the royal society b: biological sciences",NA,"J","ar",21,"Deposited"
"10.1101/214205","10.1534/g3.117.300438",2017-11-30,"Bayesian Diallel analysis reveals MX1-dependent and MX1-independent effects on response to influenza a virus in mice","g3: genes, genomes, genetics",19,"J","ar",16,"Deposited"
"10.1101/008656","10.1371/journal.pone.0156576",2016-06-03,"BoCluSt: Bootstrap clustering stability algorithm for community detection","plos one",NA,"J","ar",1,"Deposited"
"10.1101/174623","10.1371/journal.pgen.1007059",2017-11-09,"A subset of sweet-sensing neurons identified by IR56d are necessary and sufficient for fatty acid taste","plos genetics",NA,"J","ar",6,"Deposited"
"10.1101/075713","10.1126/sciadv.1602404",2017-05-25,"Repeated divergent selection on pigmentation genes in a rapid finch radiation","science advances",NA,"J","ar",6,"Deposited"
"10.1101/149641","10.7554/elife.29507",2017-10-12,"Sparse genetic tracing reveals regionally specific functional organization of mammalian nociceptors","elife",NA,"J","ar",7,"Deposited"
"10.1101/071894","10.1038/s41467-017-01003-7",2017-10-12,"Evolution of drift robustness in small populations","nature communications",NA,"J","ar",2,"Deposited"
"10.1101/016774","10.1093/gbe/evv128",2015-07-04,"Transcriptome Differences between Alternative Sex Determining Genotypes in the House Fly, Musca domestica","genome biology and evolution",11,"J","ar",3,"Deposited"
"10.1101/084533","10.1371/journal.pone.0175967",2017-07-27,"A modified FASP protocol for high-throughput preparation of protein samples for mass spectrometry","plos one",NA,"J","ar",4,"Deposited"
"10.1101/084988","10.1093/pcp/pcw230",2016-12-24,"The Tension-sensitive Ion Transport Activity of MSL8 is Critical for its Function in Pollen Hydration and Germination","plant and cell physiology",16,"J","ar",2,"Deposited"
"10.1101/092361","10.15252/msb.20167490",2017-06-09,"Integration of over 9,000 mass spectrometry experiments builds a global map of human protein complexes","molecular systems biology",NA,"J","ar",9,"Deposited"
"10.1101/087569","10.1016/j.genrep.2017.05.003",2017-05-09,"An overview on the DNA nucleotide compositions across kingdoms","gene reports",4,"J","ar",1,"Deposited"
"10.1101/060111","10.1038/ncomms15309",2017-05-05,"Tradict enables accurate prediction of eukaryotic transcriptional states from 100 marker genes","nature communications",NA,"J","ar",6,"Deposited"
"10.1101/079764","10.1021/acssynbio.6b00264",2016-12-13,"Quantitative Trait Loci (QTL)-Guided Metabolic Engineering of a Complex Trait","acs synthetic biology",16,"J","ar",8,"Deposited"
"10.1101/075366","10.1038/s41598-017-00659-x",2017-03-28,"Noise-processing by signaling networks","scientific reports",NA,"J","ar",5,"Deposited"
"10.1101/112607","10.3390/antibiotics6010010",2017-03-22,"Activity of sulfa drugs and their combinations against stationary phase b. Burgdorferi in vitro","antibiotics",NA,"J","re",4,"Deposited"
"10.1101/059766","10.1038/ng.3811",2017-03-27,"Potential energy landscapes identify the information-theoretic nature of the epigenome","nature genetics",11,"J","ar",4,"Deposited"
"10.1101/082537","10.1128/jb.00755-16",2017-01-24,"Genome-wide transcriptional response to varying RpoS levels in Escherichia coli K-12","journal of bacteriology",NA,"J","ar",14,"Deposited"
"10.1101/042515","10.1038/ejhg.2017.33",2017-03-08,"Partial duplication of the CRYBB1-CRYBA4 locus is associated with autosomal dominant congenital cataract","european journal of human genetics",8,"J","ar",11,"Deposited"
"10.1101/010173","10.1101/gr.185488.114",2015-05-21,"Quantification of GC-biased gene conversion in the human genome","genome research",14,"J","ar",6,"Deposited"
"10.1101/068882","10.1016/j.ydbio.2017.01.021",2017-02-10,"Evo-engineering and the cellular and molecular origins of the vertebrate spinal cord","developmental biology",11,"J","re",2,"Deposited"
"10.1101/039503","10.1002/ece3.2689",2017-01-23,"Community assembly in Lake Tanganyika cichlid fish: quantifying the contributions of both niche-based and neutral processes","ecology and evolution",11,"J","ar",6,"Deposited"
"10.1101/056663","10.1111/evo.13151",2016-12-10,"Do males pay for sex? Sex-specific selection coefficients suggest not","evolution",12,"J","ar",7,"Deposited"
"10.1101/013318","10.1371/currents.outbreaks.c7fd7946ba606c982668a96bcba43c90",2015-02-09,"High-resolution genomic surveillance of 2014 ebolavirus using shared subclonal variants","plos currents",NA,"J","ar",4,"Deposited"
"10.1101/051029","10.1007/s10827-016-0625-5",2016-09-14,"Artefactual origin of biphasic cortical spike-LFP correlation","journal of computational neuroscience",5,"J","ar",1,"Deposited"
"10.1101/000943","10.3389/fncir.2014.00028",2014-03-24,"Simultaneous optogenetic manipulation and calcium imaging in freely moving C. elegans","frontiers in neural circuits",NA,"J","ar",4,"Deposited"
"10.1101/042895","10.1534/genetics.116.188961",2016-05-19,"Epistasis and the dynamics of reversion in molecular evolution","genetics",17,"J","ar",3,"Deposited"
"10.1101/149856","10.1371/journal.pbio.2003583",2017-11-17,"Drivers of genetic diversity in secondary metabolic gene clusters within a fungal species","plos biology",NA,"J","ar",9,"Deposited"
"10.1101/103820","10.1371/journal.pone.0185207",2017-09-27,"Escape Excel: A tool for preventing gene symbol and accession conversion errors","plos one",NA,"J","ar",4,"Deposited"
"10.1101/034967","10.1534/g3.116.028118",2016-03-08,"Genomic Bayesian prediction model for count data with genotype ? environment interaction","g3: genes, genomes, genetics",13,"J","ar",9,"Deposited"
"10.1101/027789","10.1080/15592294.2016.1169351",2016-03-31,"ATRX binds to atypical chromatin domains at the 3? exons of zinc finger genes to preserve H3K9me3 enrichment","epigenetics",17,"J","ar",9,"Deposited"
"10.1101/105122","10.1038/ng.3926",2017-07-31,"Bayesian analysis of genetic association across tree-structured routine healthcare data in the UK Biobank","nature genetics",8,"J","ar",10,"Deposited"
"10.1101/103697","10.1186/s12864-017-3951-8",2017-09-05,"A miRNA catalogue and ncRNA annotation of the short-living fish Nothobranchius furzeri","bmc genomics",NA,"J","ar",10,"Deposited"
"10.1101/117135","10.1016/j.neuropsychologia.2017.08.010",2017-08-14,"Category-selective human brain processes elicited in fast periodic visual stimulation streams are immune to temporal predictability","neuropsychologia",19,"J","ar",2,"Deposited"
"10.1101/084970","10.3389/fnbeh.2017.00140",2017-08-08,"Networks of VTA neurons encode real-time information about uncertain numbers of actions executed to earn a reward","frontiers in behavioral neuroscience",NA,"J","ar",5,"Deposited"
"10.1101/117705","10.1016/j.chom.2017.05.003",2017-06-02,"Comprehensive Mapping of HIV-1 Escape from a Broadly Neutralizing Antibody","cell host and microbe",7869224,"J","ar",4,"Deposited"
"10.1101/081422","10.1016/j.cub.2017.03.022",2017-04-13,"Invariance of Initiation Mass and Predictability of Cell Size in Escherichia coli","current biology",10,"J","ar",11,"Deposited"
"10.1101/070813","10.1186/s12859-017-1553-8",2017-02-27,"MINT: A multivariate integrative method to identify reproducible molecular signatures across independent experiments and platforms","bmc bioinformatics",NA,"J","ar",5,"Deposited"
"10.1101/056283","10.1016/j.ajhg.2017.02.004",2017-03-09,"Large-Scale trans-eQTLs Affect Hundreds of Transcripts and Mediate Patterns of Transcriptional Co-regulation","american journal of human genetics",11,"J","ar",8,"Deposited"
"10.1101/011890","10.1093/bioinformatics/btv569",2015-10-02,"Generalized empirical Bayesian methods for discovery of differential data in high-throughput biology","bioinformatics",8,"J","ar",1,"Deposited"
"10.1101/008821","10.1016/j.celrep.2016.01.008",2016-01-28,"Epigenomic Co-localization and Co-evolution Reveal a Key Role for 5hmC as a Communication Hub in the Chromatin Network of ESCs","cell reports",12,"J","ar",9,"Deposited"
"10.1101/017483","10.1038/srep16882",2015-11-20,"Mycobacterial infection induces a specific human innate immune response","scientific reports",NA,"J","ar",5,"Deposited"
"10.1101/014100","10.1371/journal.pone.0130855",2015-06-29,"Integrating crop growth models with whole genome prediction through approximate Bayesian computation","plos one",NA,"J","ar",4,"Deposited"
"10.1101/075317","10.1098/rstb.2016.0153",2017-01-17,"Functional consequences of pre- and postsynaptic expression of synaptic plasticity","philosophical transactions of the royal society b: biological sciences",10,"J","ar",4,"Deposited"
"10.1101/069773","10.1073/pnas.1616749113",2016-11-08,"Ligand-induced and small-molecule control of substrate loading in a hexameric helicase","proceedings of the national academy of sciences of the united states of america",6,"J","ar",3,"Deposited"
"10.1101/008516","10.1016/j.jinsphys.2014.05.025",2014-06-19,"Amino acid and carbohydrate tradeoffs by honey bee nectar foragers and their implications for plant-pollinator interactions","journal of insect physiology",9,"J","ar",3,"Deposited"
"10.1101/053652","10.1142/s0219720017400108",2017-11-03,"MAMMOTh: A new database for curated mathematical models of biomolecular systems","journal of bioinformatics and computational biology",NA,"J","ar",8,"Deposited"
"10.1101/160754","10.1161/circresaha.117.312067",2017-12-27,"Musclemotion: A versatile open software tool to quantify cardiomyocyte and cardiac muscle contraction in vitro and in vivo","circulation research",12,"J","ar",27,"Deposited"
"10.1101/117929","10.1053/j.gastro.2017.11.030",2017-11-24,"Interactions Between Diet and the Intestinal Microbiota Alter Intestinal Permeability and Colitis Severity in Mice","gastroenterology",103564,"J","ar",10,"Deposited"
"10.1101/122077","10.1093/bioinformatics/btx636",2017-10-06,"Squeakr: An exact and approximate k -mer counting system","bioinformatics",8,"J","ar",4,"Deposited"
"10.1101/148296","10.1093/gigascience/gix090",2017-09-18,"Indexcov: Fast coverage quality control for whole-genome sequencing","gigascience",NA,"J","ar",4,"Deposited"
"10.1101/037721","10.7554/elife.14859",2016-05-13,"The wiring diagram of a glomerular olfactory system","elife",NA,"J","ar",12,"Deposited"
"10.1101/029827","10.1186/s13059-016-0997-x",2016-06-20,"Mash: Fast genome and metagenome distance estimation using MinHash","genome biology",NA,"J","ar",7,"Deposited"
"10.1101/034561","10.1038/sdata.2016.44",2016-06-21,"The brain imaging data structure, a format for organizing and describing outputs of neuroimaging experiments","scientific data",NA,"J","ar",27,"Deposited"
"10.1101/045781","10.7554/elife.15204",2016-05-09,"Distinct responses to reduplicated chromosomes require distinct Mad2 responses","elife",NA,"J","ar",2,"Deposited"
"10.1101/159731","10.1371/journal.pcbi.1005893",2017-12-11,"Non-linear auto-regressive models for cross-frequency coupling in neural time series","plos computational biology",NA,"J","ar",7,"Deposited"
"10.1101/166470","10.1242/jeb.167106",2017-09-15,"Frank-Starling mechanism and short-term adjustment of cardiac flow","journal of experimental biology",8,"J","ar",2,"Deposited"
"10.1101/105064","10.1038/ng.3988",2017-11-06,"High-throughput annotation of full-length long noncoding RNAs with capture long-read sequencing","nature genetics",10,"J","ar",11,"Deposited"
"10.1101/137521","10.1093/sysbio/syx054",2017-05-30,"Conserving Phylogenetic Diversity Can Be a Poor Strategy for Conserving Functional Diversity","systematic biology",9,"J","ar",4,"Deposited"
"10.1101/147462","10.1038/s41598-017-16193-9",2017-11-14,"PinAPL-Py: A comprehensive web-application for the analysis of CRISPR/Cas9 screens","scientific reports",NA,"J","ar",7,"Deposited"
"10.1101/114488","10.1038/nature24476",2017-11-07,"Parallel palaeogenomic transects reveal complex genetic history of early European farmers","nature",5,"J","ar",57,"Deposited"
"10.1101/026583","10.1016/j.epidem.2016.03.003",2016-03-27,"A model for sea lice (Lepeophtheirus salmonis) dynamics in a seasonally changing environment","epidemics",9,"J","ar",3,"Deposited"
"10.1101/021691","10.1371/journal.pone.0151180",2016-03-09,"Long term recordings with immobile silicon probes in the mouse cortex","plos one",NA,"J","ar",4,"Deposited"
"10.1101/019760","10.1186/s12864-015-2135-7",2015-11-16,"Deep sequencing of small RNA facilitates tissue and sex associated microRNA discovery in zebrafish","bmc genomics",NA,"J","ar",6,"Deposited"
"10.1101/003012","10.1073/pnas.1313285111",2014-01-07,"Genetic drift opposes mutualism during Spatial population expansion","proceedings of the national academy of sciences of the united states of america",6,"J","ar",4,"Deposited"
"10.1101/074518","10.1038/nmeth.4366",2017-07-17,"Genome-wide reconstruction of complex structural variants using read clouds","nature methods",6,"J","ar",10,"Deposited"
"10.1101/027417","10.1111/evo.12950",2016-05-11,"Social selection parapatry in Afrotropical sunbirds","evolution; international journal of organic evolution",15,"J","ar",9,"Deposited"
"10.1101/092353","10.1371/journal.pgen.1006874",2017-07-07,"Yorkie is required to restrict the injury responses in planarians","plos genetics",NA,"J","ar",2,"Deposited"
"10.1101/059527","10.1093/molbev/msw254",2016-11-19,"Complex admixture preceded and followed the extinction of wisent in the wild","molecular biology and evolution",15,"J","ar",21,"Deposited"
"10.1101/128793","10.1093/ntr/ntw272",2016-10-11,"Development of a self-report measure of reward sensitivity: A test in current and former smokers","nicotine and tobacco research",6,"J","ar",6,"Deposited"
"10.1101/099663","10.1371/journal.pone.0176384",2017-04-20,"No evidence for the radiation time lag model after whole genome duplications in Teleostei","plos one",NA,"J","ar",3,"Deposited"
"10.1101/077727","10.1038/nmeth.4267",2017-04-24,"Genome-wide profiling of heritable and de novo STR variations","nature methods",3,"J","ar",6,"Deposited"
"10.1101/084178","10.1111/2041-210x.12767",2017-03-11,"The statistical need to include phylogeny in trait-based analyses of community composition","methods in ecology and evolution",8,"J","ar",2,"Deposited"
"10.1101/011783","10.1371/journal.pone.0121802",2015-03-25,"Social communication in mice - Are there optimal cage conditions?","plos one",NA,"J","ar",6,"Deposited"
"10.1101/001024","10.1186/s12859-014-0449-0",2015-01-27,"Exploring possible DNA structures in real-time polymerase kinetics using Pacific Biosciences sequencer data","bmc bioinformatics",NA,"J","ar",4,"Deposited"
"10.1101/059055","10.1186/s12864-016-3195-z",2016-11-07,"Visualizing tumor evolution with the fishplot package for R","bmc genomics",NA,"J","ar",8,"Deposited"
"10.1101/002006","10.1186/1471-2164-15-962",2014-11-07,"Genome-wide patterns of copy number variation in the diversified chicken genomes using next-generation sequencing","bmc genomics",NA,"J","ar",6,"Deposited"
"10.1101/141150","10.1038/s41594-017-0001-9",2017-11-24,"Postmitotic nuclear pore assembly proceeds by radial dilation of small membrane openings","nature structural and molecular biology",8,"J","ar",10,"Deposited"
"10.1101/155499","10.1242/jeb.165373",2017-12-08,"Conversion efficiency of ?-linolenic acid to omega-3 highly unsaturated fatty acids in aerial insectivore chicks","journal of experimental biology",NA,"J","ar",5,"Deposited"
"10.1101/181503","10.7554/elife.31132",2017-12-19,"Inhibition of intracellular lipolysis promotes human cancer cell adaptation to hypoxia","elife",NA,"J","ar",7,"Deposited"
"10.1101/183533","10.1105/tpc.17.00753",2017-11-22,"An automated confocal micro-extensometer enables in vivo quantification of mechanical properties with cellular resolution","plant cell",15,"J","ar",7,"Deposited"
"10.1101/041509","10.1103/physreve.94.012408",2016-07-14,"How domain growth is implemented determines the long-term behavior of a cell population through its effect on spatial correlations","physical review e",NA,"J","ar",3,"Deposited"
"10.1101/172353","10.1038/s41598-017-16377-3",2017-11-20,"Very high density EEG elucidates spatiotemporal aspects of early visual processing","scientific reports",NA,"J","ar",6,"Deposited"
"10.1101/038141","10.1111/mec.14369",2017-10-05,"Signatures of positive selection and local adaptation to urbanization in white-footed mice (Peromyscus leucopus)","molecular ecology",15,"J","ar",2,"Deposited"
"10.1101/089854","10.7554/elife.31804",2017-10-24,"Cross-species functional diversity within the PIN auxin efflux protein family","elife",NA,"J","ar",6,"Deposited"
"10.1101/123406","10.1523/eneuro.0111-17.2017",2017-06-13,"The virtual mouse brain: A computational neuroinformatics platform to study whole mouse brain dynamics","eneuro",NA,"J","ar",4,"Deposited"
"10.1101/046177","10.1186/s12711-017-0348-8",2017-10-17,"Locally epistatic models for genome-wide prediction and association by importance sampling","genetics selection evolution",NA,"J","ar",3,"Deposited"
"10.1101/117473","10.1214/17-aoas1042",2017-10-05,"A novel and efficient algorithm for de novo discovery of mutated driver pathways in cancer","annals of applied statistics",32,"J","ar",4,"Deposited"
"10.1101/180034","10.1016/j.cell.2017.08.032",2017-09-21,"Transcriptional Architecture of Synaptic Communication Delineates GABAergic Neuron Identity","cell",5.39e+22,"J","ar",6,"Deposited"
"10.1101/024554","10.1038/srep20768",2016-02-11,"Genomic study of the Ket: A Paleo-Eskimo-related ethnic group with significant ancient North Eurasian ancestry","scientific reports",NA,"J","ar",18,"Deposited"
"10.1101/153163","10.7554/elife.26770",2017-07-18,"ATP sensing in living plant cells reveals tissue gradients and stress dynamics of energy physiology","elife",NA,"J","ar",17,"Deposited"
"10.1101/133496","10.1016/j.stemcr.2017.06.018",2017-07-27,"An Efficient Platform for Astrocyte Differentiation from Human Induced Pluripotent Stem Cells","stem cell reports",15,"J","ar",14,"Deposited"
"10.1101/103036","10.1186/s12867-017-0093-0",2017-06-17,"Mitochondrial RNA processing in absence of tRNA punctuations in octocorals","bmc molecular biology",NA,"J","ar",4,"Deposited"
"10.1101/105270","10.3389/fnagi.2017.00215",2017-07-07,"Group-level progressive alterations in brain connectivity patterns revealed by diffusion-tensor brain networks across severity stages in Alzheimer's disease","frontiers in aging neuroscience",NA,"J","ar",12,"Deposited"
"10.1101/128298","10.1371/journal.pbio.2001109",2017-06-20,"Aging, mortality, and the fast growth trade-off of Schizosaccharomyces pombe","plos biology",NA,"J","ar",2,"Deposited"
"10.1101/103556","10.1038/s41598-017-01608-4",2017-05-08,"The mitochondrial genomes of the acoelomorph worms Paratomella rubra, Isodiametra pulchra and Archaphanostoma ylvae","scientific reports",NA,"J","ar",5,"Deposited"
"10.1101/056317","10.1111/mec.14106",2017-03-19,"Water availability drives signatures of local adaptation in whitebark pine (Pinus albicaulis Engelm.) across fine spatial scales of the Lake Tahoe Basin, USA","molecular ecology",18,"J","ar",7,"Deposited"
"10.1101/096263","10.1016/j.neubiorev.2017.04.017",2017-04-23,"The correlation between central and peripheral oxytocin concentrations: A systematic review and meta-analysis","neuroscience and biobehavioral reviews",8,"J","re",7,"Deposited"
"10.1101/041178","10.1016/j.ydbio.2017.02.020",2017-03-07,"Cellular aspects of gonadal atrophy in Drosophila P-M hybrid dysgenesis","developmental biology",8,"J","ar",3,"Deposited"
