"PREPRINT_DOI","ARTICLE_DOI","GENDER"
"10.1101/038067","10.1038/s41598-017-09335-6","female"
"10.1101/135178","10.1101/gad.301648.117","male"
"10.1101/101907","10.1038/s41598-017-07650-6","male"
"10.1101/073403","10.1093/nar/gkx204","male"
"10.1101/118323","10.1101/gr.218727.116","female"
"10.1101/128637","10.1186/s12864-017-3903-3","female"
"10.1101/084921","10.5334/dsj-2017-024","male"
"10.1101/071027","10.1371/journal.pone.0179404","female"
"10.1101/070425","10.1101/gr.214874.116","male"
"10.1101/115287","10.1016/j.fcr.2017.04.012","unknown"
"10.1101/080317","10.1016/j.neuroimage.2017.04.047","male"
"10.1101/095828","10.1371/journal.pcbi.1005447","male"
"10.1101/016394","10.1242/dev.119776","male"
"10.1101/027797","10.1534/g3.115.023119","male"
"10.1101/011833","10.1371/journal.pcbi.1004416","female"
"10.1101/023663","10.1642/auk-15-72.1","male"
"10.1101/018671","10.1371/journal.pone.0129697","male"
"10.1101/010868","10.1002/jez.b.22629","male"
"10.1101/032508","10.1534/genetics.116.193706","male"
"10.1101/129676","10.1093/scan/nsx123","female"
"10.1101/069492","10.1099/mgen.0.000094","male"
"10.1101/228486","10.1093/hmg/ddx432","male"
"10.1101/164368","10.7554/elife.30473","female"
"10.1101/035006","10.1111/cmi.12628","male"
"10.1101/046979","10.3389/fmicb.2016.00756","male"
"10.1101/167890","10.1111/nph.14845","female"
"10.1101/174979","10.1371/journal.pone.0189243","male"
"10.1101/146936","10.1038/s41593-017-0032-x","male"
"10.1101/160572","10.5599/admet.5.3.400","male"
"10.1101/140038","10.1242/dev.155069","female"
"10.1101/156331","10.1007/s00401-017-1789-4","male"
"10.1101/196733","10.1371/journal.pone.0189679","male"
"10.1101/085357","10.1093/jamia/ocx062","male"
"10.1101/086819","10.1126/sciadv.1602878","male"
"10.1101/037523","10.12688/f1000research.8001.1","male"
"10.1101/115105","10.1242/dev.153528","female"
"10.1101/094276","10.1016/j.oret.2016.12.009","male"
"10.1101/062455","10.1093/molbev/msw264","male"
"10.1101/082628","10.1162/jocn_a_01106","female"
"10.1101/036558","10.1038/nmeth.4236","male"
"10.1101/155291","10.1038/srep44217","male"
"10.1101/024281","10.1073/pnas.1515798113","male"
"10.1101/020776","10.1016/j.ajhg.2015.10.006","male"
"10.1101/024455","10.1186/s13073-015-0235-2","male"
"10.1101/000968","10.3389/fnhum.2013.00880","male"
"10.1101/052563","10.12688/f1000research.8798.1","male"
"10.1101/008581","10.1098/rsif.2015.0288","male"
"10.1101/013441","10.1111/ele.12443","male"
"10.1101/014639","10.1534/genetics.115.175265","male"
"10.1101/039693","10.1016/j.celrep.2016.06.048","male"
"10.1101/133041","10.1128/msystems.00039-17","male"
"10.1101/142711","10.12688/f1000research.12012.2","female"
"10.1101/195834","10.1128/aem.02146-17","male"
"10.1101/004671","10.1101/gr.177774.114","male"
"10.1101/019935","10.1002/ecs2.1371","male"
"10.1101/055285","10.1073/pnas.1606731113","male"
"10.1101/002618","10.1007/s00251-014-0784-3","unknown"
"10.1101/144220","10.1128/mbio.01620-17","male"
"10.1101/176768","10.1074/mcp.ra117.000397","male"
"10.1101/180067","10.1111/1755-0998.12736","female"
"10.1101/101329","10.1186/s12864-017-4299-9","male"
"10.1101/081752","10.1523/eneuro.0348-16.2017","male"
"10.1101/114355","10.15252/msb.20177834","male"
"10.1101/132886","10.1371/journal.pone.0181797","female"
"10.1101/088443","10.1523/jneurosci.1303-17.2017","male"
"10.1101/163634","10.1186/s12859-017-1786-6","male"
"10.1101/152173","10.1091/mbc.e17-04-0263","male"
"10.1101/017913","10.1002/cne.23993","unknown"
"10.1101/027821","10.1111/1365-2656.12482","male"
"10.1101/127381","10.1016/j.gene.2017.06.008","male"
"10.1101/124032","10.1128/jvi.00571-17","female"
"10.1101/093757","10.1002/ece3.2922","male"
"10.1101/075523","10.1038/ng.3831","male"
"10.1101/005504","10.1038/nn.4181","male"
"10.1101/063610","10.1186/s13059-016-1145-3","female"
"10.1101/038968","10.1038/srep40444","male"
"10.1101/045161","10.1038/srep39631","male"
"10.1101/004002","10.1086/682022","male"
"10.1101/007492","10.1093/bioinformatics/btu802","male"
"10.1101/006999","10.1111/2041-210x.12254","male"
"10.1101/063032","10.1186/s12915-016-0317-7","female"
"10.1101/006270","10.7554/elife.03915","male"
"10.1101/196170","10.1155/2017/9342534","female"
"10.1101/047647","10.1093/nar/gkw521","male"
"10.1101/029819","10.1088/1748-3190/11/4/046008","male"
"10.1101/025999","10.1093/bioinformatics/btw073","male"
"10.1101/053520","10.1016/j.biosystems.2016.06.001","male"
"10.1101/001586","10.1016/j.bica.2014.02.003","male"
"10.1101/164244","10.1242/bio.029272","male"
"10.1101/103184","10.1086/694317","male"
"10.1101/177121","10.3233/jad-170635","male"
"10.1101/145680","10.1371/journal.pcbi.1005840","female"
"10.1101/154351","10.1073/pnas.1702940114","male"
"10.1101/171108","10.3389/fgene.2017.00147","male"
"10.1101/127902","10.4049/jimmunol.1700594","male"
"10.1101/132712","10.1111/mec.14359","male"
"10.1101/130138","10.1534/g3.117.300151","male"
"10.1101/021105","10.1093/bioinformatics/btv733","male"
"10.1101/033548","10.1523/jneurosci.2511-15.2016","male"
"10.1101/104562","10.7554/elife.27342","male"
"10.1101/132878","10.1111/nph.14772","male"
"10.1101/121756","10.1523/jneurosci.0946-17.2017","male"
"10.1101/063818","10.1128/msphere.00344-16","male"
"10.1101/105247","10.1016/j.ymben.2017.04.006","male"
"10.1101/090688","10.7554/elife.23210","female"
"10.1101/059006","10.1093/molbev/msw197","male"
"10.1101/061309","10.1038/srep43573","male"
"10.1101/034033","10.1016/j.biosystems.2015.12.004","male"
"10.1101/010975","10.7717/peerj.1054","male"
"10.1101/018960","10.1371/journal.pone.0128111","female"
"10.1101/086793","10.1038/ncomms14357","male"
"10.1101/013037","10.1534/g3.115.017046","male"
"10.1101/031757","10.1101/gr.201863.115","female"
"10.1101/063438","10.1186/s12889-016-3690-9","unknown"
"10.1101/137737","10.1093/hmg/ddx358","male"
"10.1101/175943","10.1093/nar/gkx1266","female"
"10.1101/143651","10.1534/genetics.117.300634","male"
"10.1101/014852","10.1002/ece3.2314","male"
"10.1101/005819","10.7717/peerj.900","male"
"10.1101/031260","10.1103/physrevlett.116.248101","male"
"10.1101/033738","10.3389/fnana.2016.00056","male"
"10.1101/173344","10.1073/pnas.1713960115","female"
"10.1101/128280","10.7554/elife.28975","male"
"10.1101/134650","10.7717/peerj.3859","male"
"10.1101/112011","10.1371/journal.pgen.1006796","male"
"10.1101/088021","10.1016/j.neuroimage.2017.08.028","male"
"10.1101/062943","10.1093/bioinformatics/btw797","male"
"10.1101/215731","10.1080/09658211.2017.1300667","female"
"10.1101/047829","10.1093/bioinformatics/btw576","male"
"10.1101/013284","10.1038/hdy.2015.72","unknown"
"10.1101/011577","10.1186/s12862-015-0454-6","male"
"10.1101/054049","10.1016/j.bpj.2017.01.001","male"
"10.1101/043661","10.1534/genetics.116.189191","unknown"
"10.1101/013938","10.3389/fmicb.2015.00703","male"
"10.1101/050807","10.1101/gr.209106.116","male"
"10.1101/003848","10.1093/molbev/msu220","male"
"10.1101/001107","10.1101/gr.181016.114","male"
"10.1101/123802","10.18632/oncotarget.23344","male"
"10.1101/052597","10.1038/ismej.2016.89","male"
"10.1101/022251","10.1098/rsif.2016.0112","male"
"10.1101/003533","10.1016/j.bbrc.2014.04.093","female"
"10.1101/108878","10.1073/pnas.1702493114","male"
"10.1101/113647","10.1371/journal.pbio.2003026","male"
"10.1101/108928","10.1016/j.tpb.2017.08.001","male"
"10.1101/139576","10.1186/s13073-017-0480-7","male"
"10.1101/169169","10.1038/s41477-017-0022-8","male"
"10.1101/151514","10.3389/fpsyg.2017.01613","female"
"10.1101/155507","10.1534/g3.117.300188","male"
"10.1101/156232","10.1534/genetics.117.300067","male"
"10.1101/112797","10.1016/j.ympev.2017.08.015","female"
"10.1101/042069","10.1093/gbe/evx064","male"
"10.1101/177618","10.1177/0271678x17709198","male"
"10.1101/058289","10.1038/ismej.2017.58","male"
"10.1101/136820","10.1016/j.nicl.2017.07.012","female"
"10.1101/037440","10.1007/s00300-017-2155-7","male"
"10.1101/081596","10.1093/bioinformatics/btw811","male"
"10.1101/063099","10.1371/journal.pgen.1006644","male"
"10.1101/047878","10.1371/journal.pone.0168295","male"
"10.1101/065441","10.1371/journal.pone.0164677","male"
"10.1101/040543","10.1371/journal.pgen.1006332","male"
"10.1101/042929","10.1016/j.neuroimage.2016.09.021","male"
"10.1101/056069","10.1016/j.neuropsychologia.2016.06.034","unknown"
"10.1101/028399","10.1101/gr.200535.115","male"
"10.1101/157883","10.1371/journal.pone.0190271","male"
"10.1101/144923","10.1073/pnas.1711408114","unknown"
"10.1101/094045","10.1080/20013078.2017.1329476","female"
"10.1101/170449","10.1038/s41598-017-16438-7","male"
"10.1101/084137","10.1038/s41467-017-01285-x","male"
"10.1101/215756","10.1016/j.bbrc.2017.11.065","male"
"10.1101/171611","10.1111/1755-0998.12729","male"
"10.1101/021824","10.1093/nar/gkv1262","unknown"
"10.1101/007351","10.1186/s13059-014-0524-x","male"
"10.1101/127126","10.1523/jneurosci.2944-15.2017","male"
"10.1101/091405","10.1371/journal.pone.0178258","male"
"10.1101/105502","10.1534/g3.117.040105","male"
"10.1101/099473","10.1186/s12915-017-0383-5","male"
"10.1101/066696","10.7717/peerj.3272","male"
"10.1101/078527","10.1038/ncomms15029","male"
"10.1101/016642","10.1101/gr.192294.115","male"
"10.1101/074500","10.1128/jcm.01881-16","male"
"10.1101/033001","10.1101/gr.202432.115","female"
"10.1101/029546","10.1534/genetics.115.184812","male"
"10.1101/147470","10.1093/bioinformatics/btx603","male"
"10.1101/118810","10.1038/s41588-017-0009-4","male"
"10.1101/145086","10.1073/pnas.1709207114","male"
"10.1101/168906","10.1038/s41588-017-0013-8","male"
"10.1101/173104","10.3389/fmicb.2017.02289","male"
"10.1101/127498","10.1016/j.cub.2017.09.067","male"
"10.1101/113225","10.3389/fevo.2017.00033","male"
"10.1101/115188","10.1088/1741-2552/aa795e","female"
"10.1101/013516","10.1038/srep25103","male"
"10.1101/185199","10.1016/j.cellsig.2017.09.001","male"
"10.1101/059782","10.1073/pnas.1700557114","male"
"10.1101/112847","10.7554/elife.21666","female"
"10.1101/038059","10.7554/elife.22323","male"
"10.1101/056473","10.1038/nbt.3780","male"
"10.1101/035899","10.1371/journal.pone.0147209","male"
"10.1101/012195","10.1007/s10827-015-0574-4","male"
"10.1101/023887","10.7554/elife.10565","male"
"10.1101/011197","10.1093/nar/gku1327","male"
"10.1101/066845","10.1128/jvi.01428-16","male"
"10.1101/067819","10.1371/journal.pcbi.1005218","male"
"10.1101/042978","10.18632/oncotarget.12865","male"
"10.1101/063370","10.3389/fmicb.2016.01632","male"
"10.1101/082719","10.3389/fnsys.2016.00088","male"
"10.1101/065458","10.1098/rspb.2016.1762","male"
"10.1101/214205","10.1534/g3.117.300438","male"
"10.1101/008656","10.1371/journal.pone.0156576","male"
"10.1101/174623","10.1371/journal.pgen.1007059","male"
"10.1101/075713","10.1126/sciadv.1602404","male"
"10.1101/149641","10.7554/elife.29507","female"
"10.1101/071894","10.1038/s41467-017-01003-7","male"
"10.1101/016774","10.1093/gbe/evv128","male"
"10.1101/084533","10.1371/journal.pone.0175967","male"
"10.1101/084988","10.1093/pcp/pcw230","female"
"10.1101/092361","10.15252/msb.20167490","male"
"10.1101/087569","10.1016/j.genrep.2017.05.003","male"
"10.1101/060111","10.1038/ncomms15309","male"
"10.1101/079764","10.1021/acssynbio.6b00264","male"
"10.1101/075366","10.1038/s41598-017-00659-x","male"
"10.1101/112607","10.3390/antibiotics6010010","female"
"10.1101/059766","10.1038/ng.3811","male"
"10.1101/082537","10.1128/jb.00755-16","male"
"10.1101/042515","10.1038/ejhg.2017.33","male"
"10.1101/010173","10.1101/gr.185488.114","male"
"10.1101/068882","10.1016/j.ydbio.2017.01.021","male"
"10.1101/039503","10.1002/ece3.2689","male"
"10.1101/056663","10.1111/evo.13151","female"
"10.1101/013318","10.1371/currents.outbreaks.c7fd7946ba606c982668a96bcba43c90","male"
"10.1101/051029","10.1007/s10827-016-0625-5","male"
"10.1101/000943","10.3389/fncir.2014.00028","male"
"10.1101/042895","10.1534/genetics.116.188961","male"
"10.1101/149856","10.1371/journal.pbio.2003583","male"
"10.1101/103820","10.1371/journal.pone.0185207","male"
"10.1101/034967","10.1534/g3.116.028118","female"
"10.1101/027789","10.1080/15592294.2016.1169351","female"
"10.1101/105122","10.1038/ng.3926","male"
"10.1101/103697","10.1186/s12864-017-3951-8","male"
"10.1101/117135","10.1016/j.neuropsychologia.2017.08.010","male"
"10.1101/084970","10.3389/fnbeh.2017.00140","female"
"10.1101/117705","10.1016/j.chom.2017.05.003","male"
"10.1101/081422","10.1016/j.cub.2017.03.022","unknown"
"10.1101/070813","10.1186/s12859-017-1553-8","female"
"10.1101/056283","10.1016/j.ajhg.2017.02.004","male"
"10.1101/011890","10.1093/bioinformatics/btv569","male"
"10.1101/008821","10.1016/j.celrep.2016.01.008","male"
"10.1101/017483","10.1038/srep16882","male"
"10.1101/014100","10.1371/journal.pone.0130855","male"
"10.1101/075317","10.1098/rstb.2016.0153","male"
"10.1101/069773","10.1073/pnas.1616749113","male"
"10.1101/008516","10.1016/j.jinsphys.2014.05.025","male"
"10.1101/053652","10.1142/s0219720017400108","male"
"10.1101/160754","10.1161/circresaha.117.312067","female"
"10.1101/117929","10.1053/j.gastro.2017.11.030","male"
"10.1101/122077","10.1093/bioinformatics/btx636","male"
"10.1101/148296","10.1093/gigascience/gix090","male"
"10.1101/037721","10.7554/elife.14859","male"
"10.1101/029827","10.1186/s13059-016-0997-x","male"
"10.1101/034561","10.1038/sdata.2016.44","male"
"10.1101/045781","10.7554/elife.15204","male"
"10.1101/159731","10.1371/journal.pcbi.1005893","male"
"10.1101/166470","10.1242/jeb.167106","unknown"
"10.1101/105064","10.1038/ng.3988","male"
"10.1101/137521","10.1093/sysbio/syx054","male"
"10.1101/147462","10.1038/s41598-017-16193-9","male"
"10.1101/114488","10.1038/nature24476","male"
"10.1101/026583","10.1016/j.epidem.2016.03.003","female"
"10.1101/021691","10.1371/journal.pone.0151180","male"
"10.1101/019760","10.1186/s12864-015-2135-7","unknown"
"10.1101/003012","10.1073/pnas.1313285111","male"
"10.1101/074518","10.1038/nmeth.4366","male"
"10.1101/027417","10.1111/evo.12950","male"
"10.1101/092353","10.1371/journal.pgen.1006874","male"
"10.1101/059527","10.1093/molbev/msw254","male"
"10.1101/128793","10.1093/ntr/ntw272","female"
"10.1101/099663","10.1371/journal.pone.0176384","male"
"10.1101/077727","10.1038/nmeth.4267","male"
"10.1101/084178","10.1111/2041-210x.12767","male"
"10.1101/011783","10.1371/journal.pone.0121802","female"
"10.1101/001024","10.1186/s12859-014-0449-0","male"
"10.1101/059055","10.1186/s12864-016-3195-z","male"
"10.1101/002006","10.1186/1471-2164-15-962","male"
"10.1101/141150","10.1038/s41594-017-0001-9","male"
"10.1101/155499","10.1242/jeb.165373","male"
"10.1101/181503","10.7554/elife.31132","male"
"10.1101/183533","10.1105/tpc.17.00753","male"
"10.1101/041509","10.1103/physreve.94.012408","unknown"
"10.1101/172353","10.1038/s41598-017-16377-3","female"
"10.1101/038141","10.1111/mec.14369","male"
"10.1101/089854","10.7554/elife.31804","unknown"
"10.1101/123406","10.1523/eneuro.0111-17.2017","male"
"10.1101/046177","10.1186/s12711-017-0348-8","male"
"10.1101/117473","10.1214/17-aoas1042","male"
"10.1101/180034","10.1016/j.cell.2017.08.032","male"
"10.1101/024554","10.1038/srep20768","female"
"10.1101/153163","10.7554/elife.26770","male"
"10.1101/133496","10.1016/j.stemcr.2017.06.018","female"
"10.1101/103036","10.1186/s12867-017-0093-0","male"
"10.1101/105270","10.3389/fnagi.2017.00215","male"
"10.1101/128298","10.1371/journal.pbio.2001109","male"
"10.1101/103556","10.1038/s41598-017-01608-4","male"
"10.1101/056317","10.1111/mec.14106","male"
"10.1101/096263","10.1016/j.neubiorev.2017.04.017","male"
"10.1101/041178","10.1016/j.ydbio.2017.02.020","female"
"10.1101/045807","10.1098/rsos.160992","male"
"10.1101/083469","10.1534/g3.116.037499","female"
"10.1101/016246","10.1093/nar/gkv756","male"
"10.1101/010793","10.2983/035.034.0205","male"
"10.1101/076935","10.1016/j.celrep.2016.12.073","male"
"10.1101/062257","10.7554/elife.18805","male"
"10.1101/051375","10.1371/journal.pone.0167065","male"
"10.1101/104570","10.1093/dnares/dsx030","male"
"10.1101/164855","10.1093/bioinformatics/btx745","male"
"10.1101/039354","10.1371/journal.pbio.1002506","male"
"10.1101/117572","10.1038/nmat5006","male"
"10.1101/176164","10.1038/s41598-017-17811-2","male"
"10.1101/105742","10.1371/journal.pone.0187602","female"
"10.1101/120766","10.1038/s41467-017-00909-6","female"
"10.1101/023044","10.1371/journal.pbio.1002388","male"
"10.1101/082990","10.1038/s41598-017-08990-z","female"
"10.1101/047274","10.1093/gbe/evx025","male"
"10.1101/091611","10.1038/nbt.3900","male"
"10.1101/102921","10.1093/nar/gkx323","male"
"10.1101/125716","10.7554/elife.23326","female"
"10.1101/111773","10.1038/nsmb.3402","female"
"10.1101/075846","10.1038/s41598-017-00791-8","male"
"10.1101/046383","10.1016/j.ajhg.2017.03.002","male"
"10.1101/026419","10.1089/brain.2016.0462","male"
"10.1101/017889","10.1016/j.bbagrm.2015.07.017","male"
"10.1101/080283","10.1038/srep42140","unknown"
"10.1101/006817","10.1007/s10441-015-9257-9","male"
"10.1101/050450","10.1016/j.neuroimage.2016.08.052","male"
"10.1101/173351","10.1093/infdis/jix575","male"
"10.1101/200477","10.1128/mbio.01964-17","male"
"10.1101/230482","10.1016/j.tube.2017.11.007","male"
"10.1101/186148","10.1534/g3.117.300260","unknown"
"10.1101/171223","10.1094/mpmi-08-17-0196-fi","male"
"10.1101/139089","10.1007/s00223-017-0355-3","male"
"10.1101/130096","10.7554/elife.28040","male"
"10.1101/086280","10.1002/ar.23700","male"
"10.1101/080952","10.1111/jeb.13184","unknown"
"10.1101/115758","10.1038/s41598-017-12295-6","male"
"10.1101/124024","10.1038/s41598-017-12630-x","male"
"10.1101/146886","10.1111/1462-2920.13895","male"
"10.1101/030668","10.1128/mbio.02162-15","male"
"10.1101/107102","10.1128/mbio.00672-17","male"
"10.1101/137059","10.1038/s41467-017-00494-8","male"
"10.1101/129197","10.1038/s41598-017-09797-8","male"
"10.1101/137075","10.1016/j.molcel.2017.07.027","male"
"10.1101/063750","10.1093/molbev/msx095","male"
"10.1101/141812","10.1371/journal.pgen.1006877","male"
"10.1101/132977","10.1111/ejn.13642","female"
"10.1101/095570","10.3389/fnhum.2017.00390","male"
"10.1101/079442","10.1038/s41598-017-05188-1","female"
"10.1101/151126","10.1371/journal.pone.0180467","male"
"10.1101/042937","10.1186/s13229-017-0147-7","male"
"10.1101/072231","10.1371/journal.pone.0177517","male"
"10.1101/095414","10.1016/j.dsr.2017.05.011","male"
"10.1101/052431","10.7554/elife.17686","male"
"10.1101/065839","10.1371/journal.pcbi.1005433","female"
"10.1101/023507","10.1016/j.ecocom.2015.11.003","male"
"10.1101/007211","10.1093/bioinformatics/btv074","male"
"10.1101/050773","10.1098/rspb.2016.2180","male"
"10.1101/001198","10.1038/mp.2014.99","unknown"
"10.1101/008730","10.1387/ijdb.140088mr","male"
"10.1101/029306","10.1093/nar/gkw654","unknown"
"10.1101/052191","10.1098/rstb.2015.0409","male"
"10.1101/064113","10.1371/journal.pcbi.1005144","male"
"10.1101/199497","10.7554/elife.32353","female"
"10.1101/002287","10.1371/journal.pone.0114608","male"
"10.1101/008839","10.1016/j.jtbi.2014.09.018","male"
"10.1101/055384","10.1111/evo.13011","male"
"10.1101/033167","10.1534/g3.116.029900","male"
"10.1101/024406","10.3389/fncir.2016.00041","male"
"10.1101/125617","10.1016/j.bbrc.2017.11.183","female"
"10.1101/117796","10.1038/s41398-017-0012-7","male"
"10.1101/187666","10.1038/s41598-017-15199-7","male"
"10.1101/113654","10.1128/mbio.01496-17","male"
"10.1101/144436","10.1021/acschemneuro.7b00193","female"
"10.1101/039040","10.2144/000114403","male"
"10.1101/015222","10.1016/j.humimm.2015.09.016","male"
"10.1101/111005","10.1104/pp.17.00790","male"
"10.1101/132522","10.1073/pnas.1707186114","male"
"10.1101/128967","10.1098/rsif.2017.0295","male"
"10.1101/124644","10.1371/journal.pgen.1006968","female"
"10.1101/133256","10.1016/j.mce.2017.07.027","male"
"10.1101/001685","10.1186/s13227-015-0018-2","male"
"10.1101/103275","10.1534/genetics.117.200493","male"
"10.1101/110544","10.7554/elife.22848","female"
"10.1101/050369","10.12705/662.7","female"
"10.1101/078188","10.1371/journal.pgen.1006402","male"
"10.1101/095497","10.1073/pnas.1701952114","male"
"10.1101/093468","10.1073/pnas.1620410114","male"
"10.1101/108233","10.15252/embr.201744072","male"
"10.1101/055335","10.1037/com0000065","male"
"10.1101/015818","10.1093/molbev/msv126","male"
"10.1101/010959","10.1038/ng.3394","male"
"10.1101/085688","10.1155/2016/6437658","male"
"10.1101/043695","10.1534/g3.116.034314","male"
"10.1101/002188","10.1186/1471-2164-15-1000","male"
"10.1101/004804","10.1016/j.neuron.2014.12.018","male"
"10.1101/004499","10.1093/nar/gku604","male"
"10.1101/002923","10.3389/fncom.2014.00172","male"
"10.1101/049528","10.1371/journal.pone.0158298","male"
"10.1101/192674","10.1083/jcb.201709111","male"
"10.1101/195982","10.1523/eneuro.0179-17.2017","female"
"10.1101/163360","10.1038/s41598-017-17689-0","female"
"10.1101/090225","10.1038/ismej.2017.99","male"
"10.1101/133769","10.1371/journal.pone.0184910","male"
"10.1101/016485","10.1111/2041-210x.12468","male"
"10.1101/091793","10.1242/bio.023606","male"
"10.1101/109272","10.1093/nar/gkx286","male"
"10.1101/029934","10.1111/1462-2920.13259","female"
"10.1101/043612","10.18632/oncotarget.16144","male"
"10.1101/106674","10.1371/journal.ppat.1006378","male"
"10.1101/070748","10.1016/j.ajp.2017.03.034","female"
"10.1101/036293","10.1088/1478-3975/13/6/066011","female"
"10.1101/058255","10.1038/ng.3760","male"
"10.1101/014985","10.1038/srep11184","male"
"10.1101/007518","10.1371/journal.pgen.1005041","male"
"10.1101/057331","10.1128/mbio.01018-16","male"
"10.1101/207324","10.1021/acs.biochem.7b01086","male"
"10.1101/002550","10.1523/jneurosci.0551-14.2014","male"
"10.1101/059311","10.1038/nature19310","male"
"10.1101/032243","10.1242/dev.133066","male"
"10.1101/028860","10.1186/s12864-016-2755-6","male"
"10.1101/172742","10.1016/j.str.2017.11.001","male"
"10.1101/088989","10.1038/ng.3980","male"
"10.1101/152355","10.1186/s12859-017-1865-8","male"
"10.1101/109983","10.1038/s41598-017-11760-6","male"
"10.1101/086090","10.1091/mbc.e17-01-0069","female"
"10.1101/019455","10.1007/s11515-016-1396-0","male"
"10.1101/125344","10.1016/j.celrep.2017.08.026","male"
"10.1101/111120","10.1186/s13062-017-0191-4","male"
"10.1101/138230","10.1523/jneurosci.3656-16.2017","male"
"10.1101/131409","10.1523/jneurosci.0569-17.2017","female"
"10.1101/181578","10.1111/febs.14154","male"
"10.1101/116285","10.7554/elife.26792","male"
"10.1101/114348","10.1371/journal.pgen.1006769","male"
"10.1101/100537","10.1016/j.cub.2017.04.036","male"
"10.1101/085167","10.1038/s41598-017-02923-6","male"
"10.1101/085977","10.15252/embr.201643598","male"
"10.1101/006940","10.1371/journal.pgen.1005630","male"
"10.1101/094623","10.1016/j.jsb.2017.02.008","male"
"10.1101/008938","10.7554/elife.05003","male"
"10.1101/026435","10.1093/gbe/evw185","male"
"10.1101/048462","10.1534/g3.116.030239","male"
"10.1101/008128","10.7554/elife.04599","male"
"10.1101/029116","10.1039/c5ib00230c","male"
"10.1101/185751","10.1098/rsif.2017.0563","male"
"10.1101/121939","10.1093/bioinformatics/btx618","male"
"10.1101/124982","10.1093/molbev/msx307","female"
"10.1101/170910","10.1021/acssynbio.7b00269","male"
"10.1101/006023","10.1093/gbe/evu166","male"
"10.1101/003525","10.1007/s11886-014-0488-1","male"
"10.1101/155168","10.3748/wjg.v23.i45.7989","male"
"10.1101/091850","10.1098/rsif.2017.0555","male"
"10.1101/062216","10.1534/genetics.117.300323","male"
"10.1101/152918","10.7554/elife.26231","female"
"10.1101/041566","10.1186/s12859-016-0985-x","male"
"10.1101/025437","10.1093/bioinformatics/btw004","male"
"10.1101/021832","10.1101/gr.195248.115","male"
"10.1101/084228","10.1128/jb.00340-17","male"
"10.1101/042952","10.1038/s41467-017-00524-5","male"
"10.1101/137117","10.1364/ao.56.006341","male"
"10.1101/111971","10.1016/j.bpj.2017.06.019","female"
"10.1101/145276","10.1016/j.bbrc.2017.07.104","male"
"10.1101/086231","10.1371/journal.pgen.1006799","male"
"10.1101/076117","10.1186/s12920-017-0274-1","male"
"10.1101/086041","10.1534/g3.116.037572","male"
"10.1101/073759","10.1007/s10827-017-0645-9","male"
"10.1101/077396","10.3389/fncom.2017.00020","male"
"10.1101/015693","10.1101/gr.191494.115","male"
"10.1101/090563","10.1101/gad.292235.116","male"
"10.1101/089623","10.1371/journal.pgen.1006549","male"
"10.1101/052704","10.1083/jcb.201605080","female"
"10.1101/084947","10.1007/s00251-017-0969-7","male"
"10.1101/054577","10.1016/j.bpj.2016.08.023","male"
"10.1101/014498","10.1038/ng.3406","male"
"10.1101/039826","10.1128/msystems.00032-16","male"
"10.1101/006825","10.1038/ng.3196","male"
"10.1101/197616","10.1021/acssynbio.7b00349","male"
"10.1101/132621","10.1016/j.neuroimage.2017.12.029","female"
"10.1101/139824","10.7554/elife.28974","male"
"10.1101/150854","10.1534/g3.117.300148","female"
"10.1101/118141","10.1242/jeb.159665","male"
"10.1101/134429","10.1534/genetics.117.300058","male"
"10.1101/054239","10.1504/ijcbdd.2017.085402","male"
"10.1101/080978","10.1093/bioinformatics/btx082","male"
"10.1101/076232","10.1534/genetics.116.196030","male"
"10.1101/091470","10.1093/nar/gkx061","male"
"10.1101/115501","10.1038/ng.3857","female"
"10.1101/105882","10.1038/srep45966","female"
"10.1101/079384","10.1152/jn.00911.2016","male"
"10.1101/033985","10.1007/s10822-015-9888-6","male"
"10.1101/016360","10.1093/sysbio/syv048","female"
"10.1101/055475","10.1017/s0950268817000358","unknown"
"10.1101/073163","10.3389/fncel.2017.00006","male"
"10.1101/098301","10.1186/s12868-017-0344-5","male"
"10.1101/049379","10.1091/mbc.e16-10-0727","male"
"10.1101/063388","10.1038/ejhg.2016.205","male"
"10.1101/062034","10.1371/journal.pntd.0005073","female"
"10.1101/078725","10.1016/j.nbd.2016.11.012","male"
"10.1101/008367","10.1534/genetics.116.192963","male"
"10.1101/001537","10.1017/s0950268814002520","unknown"
"10.1101/034694","10.1186/s12859-016-1260-x","male"
"10.1101/042739","10.3389/fmicb.2016.01215","male"
"10.1101/134031","10.1038/s41467-017-01973-8","male"
"10.1101/037838","10.7554/elife.30107","unknown"
"10.1101/056796","10.1038/s41598-017-00118-7","female"
"10.1101/036640","10.1002/gepi.22087","male"
"10.1101/100149","10.1038/s41467-017-01316-7","male"
"10.1101/142075","10.1016/j.jviromet.2017.08.003","male"
"10.1101/025874","10.1038/nmeth.4298","female"
"10.1101/095273","10.1007/s00442-017-3912-6","male"
"10.1101/097790","10.1038/s41598-017-04205-7","male"
"10.1101/067652","10.1093/nar/gkw1328","male"
"10.1101/040261","10.7717/peerj.3353","male"
"10.1101/091777","10.4490/algae.2017.32.2.20","male"
"10.1101/033928","10.1093/molbev/msw283","male"
"10.1101/030981","10.1186/s12711-016-0190-4","male"
"10.1101/029470","10.1016/j.jtbi.2015.09.027","male"
