"PREPRINT_DOI","ARTICLE_DOI","ARTICLE_CREATED_DATE","ARTICLE_TITLE","SOURCETITLE","PAGE_CNT","PUBTYPE","DOCTYPE","AUTHOR_CNT","TYPE"
"10.1101/004853","10.1371/journal.pgen.1004402",2014-05-29,"Mosaic Epigenetic Dysregulation of Ectodermal Cells in Autism Spectrum Disorder","plos genetics",NA,"J","ar",29,"Deposited"
"10.1101/178038","10.1038/s41598-017-18014-5",2017-12-12,"A gut pathobiont synergizes with the microbiota to instigate inflammatory disease marked by immunoreactivity against other symbionts but not itself","scientific reports",NA,"J","ar",11,"Deposited"
"10.1101/135855","10.1016/j.neuron.2017.11.039",2017-12-21,"Morphometric Similarity Networks Detect Microscale Cortical Organization and Predict Inter-Individual Cognitive Variation","neuron",2469999770,"J","ar",18,"Deposited"
"10.1101/208504","10.1038/s41598-017-16995-x",2017-11-30,"Modulation of the Neisseria gonorrhoeae drug efflux conduit MtrE","scientific reports",NA,"J","ar",5,"Deposited"
"10.1101/155010","10.1016/j.immuni.2017.10.006",2017-11-14,"Tissue-Resident Macrophages Are Locally Programmed for Silent Clearance of Apoptotic Cells","immunity",926999088,"J","ar",6,"Deposited"
"10.1101/114322","10.1088/1478-3975/aa7f36",2017-08-21,"Mutation supply and the repeatability of selection for antibiotic resistance","physical biology",NA,"J","ar",5,"Deposited"
"10.1101/119420","10.1186/s12862-017-1020-1",2017-08-02,"Pan-genome and phylogeny of Bacillus cereus sensu lato","bmc evolutionary biology",NA,"J","ar",1,"Deposited"
"10.1101/068320","10.1038/s41598-017-06866-w",2017-07-20,"Contextual connectivity: A framework for understanding the intrinsic dynamic architecture of large-scale functional brain networks","scientific reports",NA,"J","ar",4,"Deposited"
"10.1101/045351","10.1534/genetics.116.196428",2016-12-23,"Evidence for amino acid snorkeling from a high-resolution, in vivo analysis of Fis1 tail-anchor insertion at the mitochondrial outer membrane","genetics",15,"J","ar",3,"Deposited"
"10.1101/144204","10.1016/j.bbrc.2017.05.168",2017-05-31,"On the use of the experimentally determined enzyme inhibition constant as a measure of absolute binding affinity","biochemical and biophysical research communications",4,"J","ar",2,"Deposited"
"10.1101/095646","10.1073/pnas.1620631114",2017-05-17,"Loss of the homologous recombination gene rad51 leads to Fanconi anemia-like symptoms in zebrafish","proceedings of the national academy of sciences of the united states of america",10,"J","ar",4,"Deposited"
"10.1101/090720","10.1002/humu.23203",2017-02-23,"Pathogenic ASXL1 somatic variants in reference databases complicate germline variant interpretation for Bohring?Opitz Syndrome","human mutation",7,"J","ar",10,"Deposited"
"10.1101/122671","10.1038/s41598-017-01281-7",2017-04-13,"RRM domain of ALS/FTD-causing FUS characteristic of irreversible unfolding spontaneously self-assembles into amyloid fibrils /631/1647/2258/878/1263 /631/535/878/1263 /101 /101/6 article","scientific reports",NA,"J","ar",3,"Deposited"
"10.1101/086066","10.1016/j.neulet.2017.02.064",2017-02-25,"Cracking the barcode of fullerene-like cortical microcolumns","neuroscience letters",7,"J","ar",3,"Deposited"
"10.1101/058032","10.1371/journal.pone.0171793",2017-02-13,"Theta-burst transcranial magnetic stimulation to the prefrontal or parietal cortex does not impair metacognitive visual awareness","plos one",NA,"J","ar",4,"Deposited"
"10.1101/033647","10.1086/689819",2016-12-07,"Trait evolution in adaptive radiations: Modeling and measuring interspecific competition on phylogenies","american naturalist",17,"J","ar",3,"Deposited"
"10.1101/051151","10.3767/003158516x692149",2016-06-27,"Pyricularia graminis-tritici, a new Pyricularia species causing wheat blast","persoonia: molecular phylogeny and evolution of fungi",18,"J","ar",10,"Deposited"
"10.1101/063115","10.1038/nmicrobiol.2016.240",2016-12-19,"Origins of pandemic Vibrio cholerae from environmental gene pools","nature microbiology",NA,"J","ar",5,"Deposited"
"10.1101/042309","10.1093/gbe/evw192",2016-08-09,"The role of retrotransposons in gene family expansions in the human andmouse genomes","genome biology and evolution",19,"J","ar",4,"Deposited"
"10.1101/079913","10.1007/s10549-016-4035-1",2016-11-08,"Using machine learning to parse breast pathology reports","breast cancer research and treatment",9,"J","ar",18,"Deposited"
"10.1101/053967","10.1038/ncomms12838",2016-09-22,"A polyvalent inactivated rhinovirus vaccine is broadly immunogenic in rhesus macaques","nature communications",NA,"J","ar",14,"Deposited"
"10.1101/081323","10.1093/gigascience/gix107",2017-11-08,"HOMINID: A framework for identifying associations between host genetic variation and microbiome composition","gigascience",7,"J","ar",9,"Deposited"
"10.1101/104083","10.1126/sciadv.1700957",2017-10-28,"DNA topology in chromatin is defined by nucleosome spacing","science advances",NA,"J","ar",4,"Deposited"
"10.1101/182386","10.1093/jxb/erx405",2017-10-27,"Novel computed tomography-based tools reliably quantify plant reproductive investment","journal of experimental botany",11,"J","ar",9,"Deposited"
"10.1101/025189","10.1093/jee/tov301",2015-10-18,"Pollen contaminated with field-relevant levels of cyhalothrin affects honey bee survival, nutritional physiology, and pollen consumption behavior","journal of economic entomology",8,"J","ar",5,"Deposited"
"10.1101/042390","10.1534/genetics.116.188912",2016-05-07,"Resolving the conflict between associative overdominance and background selection","genetics",20,"J","ar",2,"Deposited"
"10.1101/026468","10.1038/sdata.2016.25",2016-06-06,"Extensive sequencing of seven human genomes to characterize benchmark reference materials","scientific data",NA,"J","ar",53,"Deposited"
"10.1101/054742","10.1126/science.aaf5573",2016-06-03,"C2c2 is a single-component programmable RNA-guided RNA-targeting CRISPR effector","science",NA,"J","ar",15,"Deposited"
"10.1101/149823","10.1016/j.chembiol.2017.11.001",2017-11-30,"Conserved Lipid and Small-Molecule Modulation of COQ8 Reveals Regulation of the Ancient Kinase-like UbiB Family","cell chemical biology",16499999999847,"J","ar",17,"Deposited"
"10.1101/140814","10.3389/fmicb.2017.02097",2017-10-25,"An RNA virome associated to the golden orb-weaver spider Nephila clavipes","frontiers in microbiology",NA,"J","ar",1,"Deposited"
"10.1101/106377","10.1136/jnnp-2016-314728",2017-04-05,"Reward and punishment enhance motor adaptation in stroke","journal of neurology, neurosurgery and psychiatry",7,"J","ar",5,"Deposited"
"10.1101/029033","10.1534/g3.116.027946",2016-06-17,"Gene regulatory evolution during speciation in a songbird","g3: genes, genomes, genetics",8,"J","ar",2,"Deposited"
"10.1101/024307","10.1016/j.devcel.2016.01.010",2016-02-08,"Ancient trans-Acting siRNAs Confer Robustness and Sensitivity onto the Auxin Response","developmental cell",14,"J","ar",7,"Deposited"
"10.1101/086637","10.1371/journal.pcbi.1005667",2017-07-25,"A mixture of sparse coding models explaining properties of face neurons related to holistic and parts-based processing","plos computational biology",NA,"J","ar",2,"Deposited"
"10.1101/143578","10.1111/1462-2920.13809",2017-06-02,"Microbial network, phylogenetic diversity and community membership in the active layer across a permafrost thaw gradient","environmental microbiology",18,"J","ar",8,"Deposited"
"10.1101/069500","10.1093/bioinformatics/btx077",2017-02-10,"OncoSimulR: Genetic simulation with arbitrary epistasis and mutator genes in asexual populations","bioinformatics",2,"J","ar",1,"Deposited"
"10.1101/071464","10.1021/acssynbio.5b00299",2016-10-26,"The Impact of Chromatin Dynamics on Cas9-Mediated Genome Editing in Human Cells","acs synthetic biology",11,"J","ar",4,"Deposited"
"10.1101/089565","10.1016/j.neuroimage.2017.04.002",2017-04-05,"Coordinate based random effect size meta-analysis of neuroimaging studies","neuroimage",14,"J","ar",5,"Deposited"
"10.1101/082982","10.1088/1478-3975/aa5a61",2017-01-19,"Modeling dynamics of mutants in heterogeneous stem cell niche","physical biology",NA,"J","ar",2,"Deposited"
"10.1101/086553","10.1038/srep44206",2017-03-13,"Novel computational method for predicting polytherapy switching strategies to overcome tumor heterogeneity and evolution","scientific reports",NA,"J","ar",12,"Deposited"
"10.1101/043257","10.1186/s12920-017-0245-6",2017-03-09,"Comprehensive discovery of subsample gene expression components by information explanation: Therapeutic implications in cancer","bmc medical genomics",NA,"J","ar",2,"Deposited"
"10.1101/029926","10.1093/bioinformatics/btw651",2016-11-10,"Recycler: An algorithm for detecting plasmids from de novo assembly graphs","bioinformatics",8,"J","ar",7,"Deposited"
"10.1101/081604","10.1016/j.neuroimage.2016.12.040",2017-01-05,"The effect of acquisition resolution on orientation decoding from V1 BOLD fMRI at 7 T","neuroimage",13,"J","ar",5,"Deposited"
"10.1101/051771","10.1038/ncomms13629",2016-12-15,"Ageing and brain white matter structure in 3,513 UK Biobank participants","nature communications",NA,"J","ar",10,"Deposited"
"10.1101/034777","10.1186/s12859-016-1355-4",2016-11-25,"SPECtre: A spectral coherence-based classifier of actively translated transcripts from ribosome profiling sequence data","bmc bioinformatics",NA,"J","ar",4,"Deposited"
"10.1101/058388","10.1016/j.ajhg.2016.09.002",2016-10-16,"An Ancient Fecundability-Associated Polymorphism Switches a Repressor into an Enhancer of Endometrial TAP2 Expression","american journal of human genetics",13,"J","ar",2,"Deposited"
"10.1101/013078","10.1371/journal.pone.0125337",2015-05-13,"Stimulus set meaningfulness and neurophysiological differentiation: A functional magnetic resonance imaging study","plos one",NA,"J","ar",7,"Deposited"
"10.1101/034918","10.1371/journal.pone.0161934",2016-09-06,"Transition between functional regimes in an integrate-and-fire network model of the thalamus","plos one",NA,"J","ar",3,"Deposited"
"10.1101/052308","10.1038/ng.3679",2016-10-03,"Reference-based phasing using the Haplotype Reference Consortium panel","nature genetics",6,"J","ar",12,"Deposited"
"10.1101/196774","10.1128/aem.02224-17",2017-12-14,"Rice paddy Nitrospirae carry and express genes related to sulfate respiration: Proposal of the new genus ""Candidatus Sulfobium""","applied and environmental microbiology",NA,"J","ar",8,"Deposited"
"10.1101/151977","10.1038/nmeth.4514",2017-12-04,"NetSig: Network-based discovery from cancer genomes","nature methods",6,"J","ar",16,"Deposited"
"10.1101/108639","10.1523/jneurosci.1724-17.2017",2017-11-30,"Compressive temporal summation in human visual cortex","journal of neuroscience",19,"J","ar",4,"Deposited"
"10.1101/059386","10.1371/journal.pone.0187373",2017-11-20,"Reduced order modeling and analysis of the human complement system","plos one",NA,"J","ar",5,"Deposited"
"10.1101/156539","10.1534/g3.117.300264",2017-09-14,"Mapping loci that control tuber and foliar symptoms caused by PVY in autotetraploid potato (Solanum tuberosum L.)","g3: genes, genomes, genetics",9,"J","ar",8,"Deposited"
"10.1101/164236","10.3390/e19100540",2017-10-13,"Complexity-entropy maps as a tool for the characterization of the clinical electrophysiological evolution of patients under pharmacological treatment with psychotropic drugs","entropy",NA,"J","ar",3,"Deposited"
"10.1101/177816","10.1073/pnas.1714624114",2017-10-31,"Replication of early and recent Zika virus isolates throughout mouse brain development","proceedings of the national academy of sciences of the united states of america",6,"J","ar",5,"Deposited"
"10.1101/030809","10.1007/s11192-016-1952-z",2016-04-27,"Evolving cohesion metrics of a research network on rare diseases: a longitudinal study over 14 years","scientometrics",16,"J","ar",2,"Deposited"
"10.1101/090860","10.1093/gbe/evx136",2017-07-20,"New genes and functional innovation in mammals","genome biology and evolution",15,"J","ar",6,"Deposited"
"10.1101/092767","10.1016/j.celrep.2017.08.010",2017-08-29,"Genomic Determinants of Protein Abundance Variation in Colorectal Cancer Cells","cell reports",14,"J","ar",24,"Deposited"
"10.1101/031435","10.12688/f1000research.11355.1",2017-04-27,"Arkas: Rapid reproducible RNAseq analysis","f1000research",NA,"J","ar",3,"Deposited"
"10.1101/060145","10.1136/bmjopen-2016-014920",2017-08-01,"How are age-related differences in sleep quality associated with health outcomes? An epidemiological investigation in a UK cohort of 2406 adults","bmj open",NA,"J","ar",5,"Deposited"
"10.1101/121780","10.7554/elife.26969",2017-06-27,"Rv3723/LucA coordinates fatty acid and cholesterol uptake in Mycobacterium tuberculosis","elife",NA,"J","ar",9,"Deposited"
"10.1101/111765","10.1038/s41598-017-03416-2",2017-06-12,"Constraint-based modeling identifies new putative targets to fight colistin-resistant A. baumannii infections","scientific reports",NA,"J","ar",6,"Deposited"
"10.1101/086538","10.1371/journal.pbio.1002602",2017-04-19,"A critical-like collective state leads to long-range cell communication in Dictyostelium discoideum aggregation","plos biology",NA,"J","ar",3,"Deposited"
"10.1101/079178","10.1371/journal.pone.0175230",2017-04-06,"The impact of early visual cortex transcranial magnetic stimulation on visual working memory precision and guess rate","plos one",NA,"J","ar",4,"Deposited"
"10.1101/050534","10.1371/journal.pcbi.1005380",2017-03-09,"A model for brain life history evolution","plos computational biology",NA,"J","ar",3,"Deposited"
"10.1101/019372","10.1186/s12864-016-2366-2",2016-01-16,"Svclassify: A method to establish benchmark structural variant calls","bmc genomics",NA,"J","ar",11,"Deposited"
"10.1101/012112","10.1038/srep10940",2015-07-09,"Revealing Missing Human Protein Isoforms Based on Ab Initio Prediction, RNA-seq and Proteomics","scientific reports",NA,"J","ar",15,"Deposited"
"10.1101/014050","10.1016/j.ajhg.2015.11.005",2015-12-04,"TAF1 Variants Are Associated with Dysmorphic Features, Intellectual Disability, and Neurological Manifestations","american journal of human genetics",11,"J","ar",48,"Deposited"
"10.1101/041483","10.1093/eurheartj/ehw450",2016-09-22,"Genomic prediction of coronary heart disease","european heart journal",12,"J","ar",15,"Deposited"
"10.1101/015156","10.1186/s12864-016-3444-1",2017-01-10,"Discovery of large genomic inversions using long range information","bmc genomics",NA,"J","ar",9,"Deposited"
"10.1101/071332","10.1038/nsmb.3337",2016-12-05,"FICD acts bifunctionally to AMPylate and de-AMPylate the endoplasmic reticulum chaperone BiP","nature structural and molecular biology",7,"J","ar",5,"Deposited"
"10.1101/039529","10.1038/ncomms12817",2016-09-08,"Rare variant phasing and haplotypic expression from RNA sequencing with phASER","nature communications",NA,"J","ar",5,"Deposited"
"10.1101/160119","10.1001/jamapsychiatry.2017.3485",2017-11-22,"Association between schizophrenia-related polygenic liability and the occurrence and level of mood-incongruent psychotic symptoms in bipolar disorder","jama psychiatry",8,"J","ar",19,"Deposited"
"10.1101/000760","10.1111/cobi.12308",2014-05-12,"Linking Indices for Biodiversity Monitoring to Extinction Risk Theory","conservation biology",9,"J","ar",5,"Deposited"
"10.1101/031716","10.1038/srep27555",2016-06-08,"Generative rules of Drosophila locomotor behavior as a candidate homology across phyla","scientific reports",NA,"J","ar",6,"Deposited"
"10.1101/154609","10.12688/wellcomeopenres.12600.1",2017-09-18,"Electronic health record and genome-wide genetic data in Generation Scotland participants","wellcome open research",NA,"J","ar",7,"Deposited"
"10.1101/165282","10.1007/s00442-017-4020-3",2017-12-08,"Are the adverse effects of stressors on amphibians mediated by their effects on stress hormones?","oecologia",12,"J","ar",4,"Deposited"
"10.1101/102236","10.1242/jcs.203703",2017-09-08,"Human microcephaly ASPM protein is a spindle pole-focusing factor that functions redundantly with CDK5RAP2","journal of cell science",9,"J","ar",4,"Deposited"
"10.1101/065136","10.1038/s41598-017-13464-3",2017-10-09,"Insights into grapevine defense response against drought as revealed by biochemical, physiological and RNA-Seq analysis","scientific reports",NA,"J","ar",9,"Deposited"
"10.1101/087718","10.1038/ejhg.2017.108",2017-08-09,"Implicating candidate genes at GWAS signals by leveraging topologically associating domains","european journal of human genetics",4,"J","ar",5,"Deposited"
"10.1101/111260","10.1016/j.celrep.2017.09.002",2017-09-26,"Augmentation of Antitumor Immunity by Human and Mouse CAR T Cells Secreting IL-18","cell reports",9,"J","ar",8,"Deposited"
"10.1101/134825","10.1186/s13148-017-0391-x",2017-08-25,"The effect of Nipped-B-like (Nipbl) haploinsufficiency on genome-wide cohesin binding and target gene expression: Modeling Cornelia de Lange syndrome","clinical epigenetics",NA,"J","ar",12,"Deposited"
"10.1101/110841","10.7554/elife.26258",2017-07-10,"Decoding temporal interpretation of the morphogen bicoid in the early drosophila embryo","elife",NA,"J","ar",5,"Deposited"
"10.1101/082271","10.1086/692437",2017-05-22,"Bees without flowers: Before peak bloom, diverse native bees find insect-produced honeydew sugars","american naturalist",11,"J","ar",4,"Deposited"
"10.1101/109793","10.1007/s12041-017-0787-6",2017-07-06,"Niche construction in evolutionary theory: the construction of an academic niche?","journal of genetics",14,"J","ar",5,"Deposited"
"10.1101/146779","10.1016/j.jneumeth.2017.07.002",2017-07-04,"Simultaneous GCaMP6-based fiber photometry and fMRI in rats","journal of neuroscience methods",8,"J","ar",4,"Deposited"
"10.1101/104604","10.1111/mec.14195",2017-06-01,"Genomewide patterns of variation in genetic diversity are shared among populations, species and higher-order taxa","molecular ecology",12,"J","ar",6,"Deposited"
"10.1101/098327","10.1186/s12859-017-1680-2",2017-05-22,"CircularLogo: A lightweight web application to visualize intra-motif dependencies","bmc bioinformatics",NA,"J","ar",6,"Deposited"
"10.1101/072439","10.1371/journal.pone.0175744",2017-04-27,"Zika infection of neural progenitor cells perturbs transcription in neurodevelopmental pathways","plos one",NA,"J","ar",3,"Deposited"
"10.1101/034991","10.1038/nmicrobiol.2016.212",2016-11-14,"Retroviruses integrate into a shared, non-palindromic DNA motif","nature microbiology",NA,"J","ar",5,"Deposited"
"10.1101/008235","10.1371/journal.pgen.1005404",2015-08-06,"Coordinated Evolution of Influenza A Surface Proteins","plos genetics",26,"J","ar",4,"Deposited"
"10.1101/022830","10.1101/gad.265561.115",2015-08-24,"Local and sex-specific biases in crossover vs. noncrossover outcomes at meiotic recombination hot spots in mice","genes and development",13,"J","ar",3,"Deposited"
"10.1101/079491","10.1016/j.jtbi.2017.02.010",2017-02-13,"From typical sequences to typical genotypes","journal of theoretical biology",25,"J","ar",3,"Deposited"
"10.1101/050393","10.1038/srep42330",2017-02-10,"Pan-retinal characterisation of Light Responses from Ganglion Cells in the Developing Mouse Retina","scientific reports",NA,"J","ar",7,"Deposited"
"10.1101/073106","10.1371/journal.ppat.1006006",2017-01-09,"Wolbachia Infections in Aedes aegypti Differ Markedly in Their Response to Cyclical Heat Stress","plos pathogens",NA,"J","ar",6,"Deposited"
"10.1101/059832","10.1186/s12915-016-0309-7",2016-10-03,"Emergence of wheat blast in Bangladesh was caused by a South American lineage of Magnaporthe oryzae","bmc biology",NA,"J","ar",31,"Deposited"
"10.1101/023937","10.1016/j.ympev.2016.08.024",2016-09-10,"Distribution of coalescent histories under the coalescent model with gene flow","molecular phylogenetics and evolution",16,"J","ar",2,"Deposited"
"10.1101/002295","10.1371/journal.pcbi.1003696",2014-07-17,"Modeling Bi-modality Improves Characterization of Cell Cycle on Gene Expression in Single Cells","plos computational biology",NA,"J","ar",9,"Deposited"
"10.1101/021303","10.1093/sysbio/syv121",2016-04-29,"Machine learning biogeographic processes from biotic patterns: A new trait-dependent dispersal and diversification model with model choice by simulation-Trained discriminant analysis","systematic biology",21,"J","ar",3,"Deposited"
"10.1101/029645","10.1371/journal.pone.0151740",2016-03-17,"SiteOut: An online tool to design binding site-free DNA sequences","plos one",NA,"J","ar",5,"Deposited"
"10.1101/038281","10.7554/elife.14864",2016-05-18,"Compaction and segregation of sister chromatids via active loop extrusion","elife",NA,"J","ar",4,"Deposited"
"10.1101/014175","10.1016/j.jmb.2014.06.002",2014-06-10,"The positive inside rule is stronger when followed by a transmembrane helix","journal of molecular biology",10,"J","ar",7,"Deposited"
"10.1101/149203","10.1038/s41477-017-0066-9",2017-11-29,"Low number of fixed somatic mutations in a long-lived oak tree","nature plants",4,"J","ar",21,"Deposited"
"10.1101/114686","10.1038/s41598-017-16879-0",2017-11-24,"Coupling optogenetics and light-sheet microscopy, a method to study Wnt signaling during embryogenesis","scientific reports",NA,"J","ar",3,"Deposited"
"10.1101/103432","10.1038/s41598-017-17766-4",2017-12-06,"States and traits of neural irregularity in the age-varying human brain","scientific reports",NA,"J","ar",3,"Deposited"
"10.1101/091330","10.1038/s41467-017-00868-y",2017-10-12,"Cross-tissue integration of genetic and epigenetic data offers insight into autism spectrum disorder","nature communications",NA,"J","ar",11,"Deposited"
"10.1101/149005","10.1371/journal.pgen.1007039",2017-10-04,"The creation and selection of mutations resistant to a gene drive over multiple generations in the malaria mosquito","plos genetics",NA,"J","ar",11,"Deposited"
"10.1101/119735","10.1093/gbe/evx146",2017-08-02,"Identification and characterization of domesticated bacterial transposases","genome biology and evolution",12,"J","ar",3,"Deposited"
"10.1101/176743","10.1128/genomea.01057-17",2017-10-20,"Whole-genome sequencing of a human clinical isolate of the novel species Klebsiella quasivariicola sp. nov.","genome announcements",NA,"J","ar",7,"Deposited"
"10.1101/184994","10.1186/s13072-017-0159-8",2017-11-10,"Chromatin organization changes during the establishment and maintenance of the postmitotic state","epigenetics and chromatin",NA,"J","ar",2,"Deposited"
"10.1101/178269","10.1038/ng.3963",2017-09-25,"Enhancer connectome in primary human cells identifies target genes of disease-associated DNA elements","nature genetics",11,"J","ar",27,"Deposited"
"10.1101/123042","10.1091/mbc.e17-03-0209",2017-08-17,"Systematic gene tagging using CRISPR/Cas9 in human stem cells to illuminate cell organization","molecular biology of the cell",21,"J","ar",14,"Deposited"
"10.1101/062620","10.1101/gr.212373.116",2017-08-31,"Detection of structural mosaicism from targeted and whole-genome sequencing data","genome research",11,"J","ar",12,"Deposited"
"10.1101/120469","10.1534/genetics.117.300189",2017-08-25,"Evolutionarily conserved alternative splicing across monocots","genetics",16,"J","ar",5,"Deposited"
"10.1101/096222","10.1093/bioinformatics/btx337",2017-05-23,"ASAP: A web-based platform for the analysis and interactive visualization of single-cell RNA-seq data","bioinformatics",3,"J","ar",5,"Deposited"
"10.1101/024778","10.1128/mbio.00550-16",2016-04-27,"Local population structure and patterns of Western Hemisphere dispersal for Coccidioides spp., the fungal cause of valley fever","mbio",NA,"J","ar",16,"Deposited"
"10.1101/031898","10.1093/molbev/msv272",2015-11-29,"Direct estimate of the spontaneous mutation rate uncovers the effects of drift and recombination in the chlamydomonas reinhardtii plastid genome","molecular biology and evolution",9,"J","ar",4,"Deposited"
"10.1101/059519","10.1002/acn3.369",2016-11-05,"Genomics implicates adaptive and innate immunity in Alzheimer's and Parkinson's diseases","annals of clinical and translational neurology",10,"J","ar",7,"Deposited"
"10.1101/031633","10.1111/2041-210x.12820",2017-05-25,"Contribution of spatial heterogeneity in effective population sizes to the variance in pairwise measures of genetic differentiation","methods in ecology and evolution",12,"J","ar",4,"Deposited"
"10.1101/077065","10.1371/journal.pone.0180170",2017-06-28,"A structural variant in the 5'-flanking region of the TWIST2 gene affects melanocyte development in belted cattle","plos one",NA,"J","ar",20,"Deposited"
"10.1101/089433","10.1534/genetics.116.198549",2017-03-04,"Germ granules prevent accumulation of somatic transcripts in the adult Caenorhabditis elegans germline","genetics",16,"J","ar",4,"Deposited"
"10.1101/098459","10.1038/s41598-017-03732-7",2017-06-08,"Invisible noise obscures visible signal in insect motion detection","scientific reports",NA,"J","ar",8,"Deposited"
"10.1101/062372","10.1534/genetics.116.196386",2017-03-11,"Extrinsic repair of injured dendrites as a paradigm for regeneration by fusion in Caenorhabditis elegans","genetics",16,"J","ar",4,"Deposited"
"10.1101/064436","10.1093/nar/gkw1306",2016-12-19,"FEELnc: A tool for long non-coding RNA annotation and its application to the dog transcriptome","nucleic acids research",NA,"J","ar",22,"Deposited"
"10.1101/068775","10.1186/s13059-017-1188-0",2017-03-28,"CIDR: Ultrafast and accurate clustering through imputation for single-cell RNA-seq data","genome biology",NA,"J","ar",3,"Deposited"
"10.1101/082966","10.1371/journal.pcbi.1005448",2017-03-28,"Phylodynamics on local sexual contact networks","plos computational biology",NA,"J","ar",4,"Deposited"
"10.1101/017806","10.1016/j.neuroimage.2015.07.031",2015-07-18,"In vivo characterization of the connectivity and subcomponents of the human globus pallidus","neuroimage",12,"J","ar",3,"Deposited"
"10.1101/048983","10.1371/journal.pone.0168397",2017-01-09,"Metavisitor, a suite of galaxy tools for simple and rapid detection and discovery of viruses in deep sequence data","plos one",NA,"J","ar",4,"Deposited"
"10.1101/043745","10.1002/hbm.23471",2016-11-17,"A statistical framework for neuroimaging data analysis based on mutual information estimated via a gaussian copula","human brain mapping",33,"J","ar",6,"Deposited"
"10.1101/016915","10.1093/nar/gkv287",2015-04-28,"Dynamic signal processing by ribozyme-mediated RNA circuits to control gene expression","nucleic acids research",13,"J","ar",8,"Deposited"
"10.1101/046201","10.1186/s12859-016-1270-8",2016-09-29,"SAMSA: A comprehensive metatranscriptome analysis pipeline","bmc bioinformatics",NA,"J","ar",4,"Deposited"
"10.1101/043463","10.1186/s12859-016-1176-5",2016-08-23,"FastProject: A tool for low-dimensional analysis of single-cell RNA-Seq data","bmc bioinformatics",NA,"J","ar",2,"Deposited"
"10.1101/024042","10.1534/genetics.115.182626",2016-02-18,"Inference and analysis of population structure using genetic data and network theory","genetics",14,"J","ar",3,"Deposited"
"10.1101/055293","10.1371/journal.pone.0157475",2016-06-15,"Experimental granulomatous pulmonary nocardiosis in BALB/c mice","plos one",NA,"J","ar",4,"Deposited"
"10.1101/001073","10.1534/genetics.114.164350",2014-04-04,"FastSTRUCTURE: Variational inference of population structure in large SNP data sets","genetics",17,"J","ar",3,"Deposited"
"10.1101/123547","10.1242/jcs.212308",2017-11-02,"Giantin-knockout models reveal a feedback loop between Golgi function and glycosyltransferase expression","journal of cell science",12,"J","ar",8,"Deposited"
"10.1101/130575","10.1038/s41467-017-01544-x",2017-11-10,"Assessing species biomass contributions in microbial communities via metaproteomics","nature communications",NA,"J","ar",7,"Deposited"
"10.1101/104356","10.1242/dev.150086",2017-09-22,"Macrophages are required to coordinate mouse digit tip regeneration","development (cambridge)",10,"J","ar",8,"Deposited"
"10.1101/182972","10.1039/c7ib00146k",2017-10-30,"Single-cell analysis of early antiviral gene expression reveals a determinant of stochastic: IFNB1 expression","integrative biology (united kingdom)",11,"J","ar",10,"Deposited"
"10.1101/020461","10.1038/s41598-017-14071-y",2017-10-12,"Limits of aerobic metabolism in cancer cells","scientific reports",NA,"J","ar",2,"Deposited"
"10.1101/031948","10.1007/s00427-016-0541-8",2016-04-01,"Toward a study of gene regulatory constraints to morphological evolution of the Drosophila ocellar region","development genes and evolution",13,"J","ar",4,"Deposited"
"10.1101/025007","10.1111/eva.12357",2016-01-11,"Population genomics of the Anthropocene: Urbanization is negatively associated with genome-wide variation in white-footed mouse populations","evolutionary applications",19,"J","ar",3,"Deposited"
"10.1101/080077","10.1038/s41598-017-09483-9",2017-08-22,"Genomic plasticity and rapid host switching can promote the evolution of generalism: A case study in the zoonotic pathogen Campylobacter","scientific reports",NA,"J","ar",7,"Deposited"
"10.1101/147256","10.1016/j.indcrop.2017.08.029",2017-09-25,"A century of guayule: Comprehensive genetic characterization of the US national guayule (Parthenium argentatum A. Gray) germplasm collection","industrial crops and products",10,"J","ar",6,"Deposited"
"10.1101/131755","10.1371/journal.pgen.1006998",2017-08-31,"Flavin monooxygenases regulate Caenorhabditis elegans axon guidance and growth cone protrusion with UNC-6/Netrin signaling and Rac GTPases","plos genetics",NA,"J","ar",3,"Deposited"
"10.1101/158402","10.1016/j.cell.2017.07.045",2017-08-17,"Activation and Desensitization Mechanism of AMPA Receptor-TARP Complex by Cryo-EM","cell",124599999999998768,"J","ar",6,"Deposited"
"10.1101/111898","10.1016/j.neuropsychologia.2017.07.024",2017-07-21,"No effect of hippocampal lesions on stimulus-response bindings","neuropsychologia",9,"J","ar",9,"Deposited"
"10.1101/086272","10.1016/j.bpj.2017.07.009",2017-08-22,"Bridging Microscopic and Macroscopic Mechanisms of p53-MDM2 Binding with Kinetic Network Models","biophysical journal",9,"J","ar",4,"Deposited"
"10.1101/075069","10.1371/journal.pcbi.1005591",2017-06-19,"Solving the influence maximization problem reveals regulatory organization of the yeast cell cycle","plos computational biology",NA,"J","ar",2,"Deposited"
"10.1101/103424","10.1038/s41598-017-02292-0",2017-05-12,"Cryo-electron microscopy structure of the macrobrachium rosenbergii nodavirus capsid at 7 angstroms resolution","scientific reports",NA,"J","ar",5,"Deposited"
"10.1101/101477","10.1016/j.bpj.2017.03.024",2017-04-17,"Multiplexed Dynamic Imaging of Genomic Loci by Combined CRISPR Imaging and DNA Sequential FISH","biophysical journal",4,"J","ar",5,"Deposited"
