"PREPRINT_DOI","ARTICLE_DOI","GENDER"
"10.1101/058412","10.1111/evo.13229","male"
"10.1101/068940","10.1186/s40425-017-0215-8","male"
"10.1101/067199","10.1126/science.aak9704","female"
"10.1101/005777","10.1186/s12862-015-0400-7","male"
"10.1101/033407","10.1038/ncomms13291","male"
"10.1101/040931","10.1371/journal.pcbi.1005156","male"
"10.1101/053082","10.1016/j.ijpara.2016.07.007","male"
"10.1101/039131","10.1186/s13059-016-1024-y","male"
"10.1101/024026","10.1093/molbev/msw030","male"
"10.1101/150250","10.7554/elife.29566","male"
"10.1101/163519","10.1186/s13072-017-0158-9","female"
"10.1101/087106","10.1261/rna.062000.117","male"
"10.1101/045013","10.1038/s41598-017-12166-0","male"
"10.1101/134007","10.7554/elife.27826","female"
"10.1101/086942","10.1093/molbev/msx091","female"
"10.1101/067926","10.1038/s41559-017-0109","male"
"10.1101/068122","10.1101/gr.214270.116","male"
"10.1101/057224","10.1093/molbev/msw296","unknown"
"10.1101/099317","10.1073/pnas.1700368114","male"
"10.1101/064832","10.7554/elife.20340","male"
"10.1101/023655","10.1111/jeb.12771","unknown"
"10.1101/007229","10.1093/gbe/evu255","male"
"10.1101/087197","10.1002/hbm.23517","female"
"10.1101/035683","10.1016/j.jstrokecerebrovasdis.2016.09.010","male"
"10.1101/067827","10.1083/jcb.201606081","female"
"10.1101/047266","10.1038/ncomms14061","male"
"10.1101/059014","10.1016/j.bbadis.2016.12.005","male"
"10.1101/043927","10.1002/cam4.953","female"
"10.1101/045567","10.1016/j.freeradbiomed.2016.08.006","female"
"10.1101/047324","10.1371/journal.pone.0165300","female"
"10.1101/034801","10.1111/gbi.12214","unknown"
"10.1101/047803","10.1038/srep34618","male"
"10.1101/007203","10.7554/elife.03401","male"
"10.1101/043844","10.1177/1176934317713004","unknown"
"10.1101/208298","10.3389/fnana.2017.00122","male"
"10.1101/061374","10.1093/gigascience/gix054","male"
"10.1101/145243","10.1111/evo.13409","female"
"10.1101/044693","10.1261/rna.057208.116","male"
"10.1101/014803","10.1093/nar/gkv1002","male"
"10.1101/046367","10.7554/elife.12102","male"
"10.1101/188425","10.7717/peerj.4034","female"
"10.1101/150102","10.1242/jeb.164848","male"
"10.1101/224956","10.3389/fnhum.2017.00420","female"
"10.1101/126987","10.1111/nph.14887","female"
"10.1101/107821","10.1093/bioinformatics/btx319","male"
"10.1101/155333","10.1016/j.cels.2017.09.011","male"
"10.1101/159475","10.1007/s10482-017-0939-y","male"
"10.1101/107557","10.1016/j.cub.2017.09.005","male"
"10.1101/032664","10.1111/evo.12892","female"
"10.1101/133702","10.1104/pp.17.00622","male"
"10.1101/040675","10.1093/molbev/msx089","male"
"10.1101/089763","10.1016/j.devcel.2017.07.002","male"
"10.1101/118612","10.1038/s41598-017-07052-8","female"
"10.1101/039479","10.1128/msphere.00132-16","male"
"10.1101/091355","10.1016/j.jsb.2017.02.009","male"
"10.1101/078964","10.1016/j.brs.2017.04.129","female"
"10.1101/115246","10.1111/nph.14619","male"
"10.1101/061705","10.1038/srep46578","female"
"10.1101/109819","10.1523/jneurosci.3486-16.2017","female"
"10.1101/031385","10.1186/s13059-016-0880-9","female"
"10.1101/020883","10.7554/elife.11386","male"
"10.1101/017749","10.1093/molbev/msv169","male"
"10.1101/083733","10.1007/s10548-017-0557-z","male"
"10.1101/077610","10.1126/science.aak9995","male"
"10.1101/033217","10.1038/ng.3737","female"
"10.1101/003335","10.1021/sb400206c","female"
"10.1101/042507","10.1371/journal.pone.0165799","male"
"10.1101/089185","10.1128/msphere.00003-17","female"
"10.1101/054148","10.1186/s13073-016-0344-6","female"
"10.1101/021626","10.1101/gr.196469.115","male"
"10.1101/039834","10.1097/mph.0000000000000553","female"
"10.1101/110593","10.1111/tpj.13781","male"
"10.1101/151282","10.3389/fmicb.2017.02618","male"
"10.1101/142489","10.7554/elife.28620","male"
"10.1101/132282","10.1128/msphere.00207-17","female"
"10.1101/087288","10.1152/jn.00340.2017","male"
"10.1101/161935","10.1155/2017/5284145","male"
"10.1101/002683","10.1098/rstb.2013.0252","male"
"10.1101/040196","10.1089/cmb.2015.0160","male"
"10.1101/030494","10.1371/journal.pgen.1005631","male"
"10.1101/104182","10.1111/acel.12659","male"
"10.1101/142224","10.1073/pnas.1701368114","male"
"10.1101/119941","10.1186/s12864-017-3905-1","female"
"10.1101/059444","10.1038/s41598-017-02685-1","female"
"10.1101/026112","10.1371/journal.pgen.1005546","male"
"10.1101/019562","10.1371/journal.pgen.1005650","female"
"10.1101/018721","10.1186/s13059-015-0785-z","female"
"10.1101/008409","10.1093/bioinformatics/btv209","male"
"10.1101/023465","10.1186/s12859-015-0721-y","male"
"10.1101/059899","10.7554/elife.19944","female"
"10.1101/051730","10.1016/j.celrep.2016.11.075","male"
"10.1101/067397","10.1088/1751-8113/50/1/015002","male"
"10.1101/024802","10.7717/peerj.2823","female"
"10.1101/043653","10.1371/journal.pgen.1006423","female"
"10.1101/009829","10.1111/mec.13214","male"
"10.1101/007823","10.1038/ncomms8438","male"
"10.1101/067751","10.1016/j.bpj.2016.08.002","female"
"10.1101/137778","10.7554/elife.28626","female"
"10.1101/115600","10.1176/appi.ajp.2017.17030283","male"
"10.1101/007310","10.7554/elife.03703","male"
"10.1101/026450","10.1016/j.ajhg.2016.03.029","male"
"10.1101/114967","10.1038/s41588-017-0010-y","male"
"10.1101/154781","10.3389/fmicb.2017.02321","male"
"10.1101/126672","10.1074/jbc.m117.817908","unknown"
"10.1101/155192","10.1186/s13099-017-0213-x","male"
"10.1101/149179","10.1111/mec.14236","male"
"10.1101/021436","10.1186/s12859-017-1836-0","male"
"10.1101/047795","10.1186/s13059-016-0936-x","female"
"10.1101/027979","10.1016/j.currproblcancer.2015.10.004","female"
"10.1101/042002","10.1016/j.neuron.2016.03.011","female"
"10.1101/023440","10.1038/ng.3446","male"
"10.1101/017731","10.1016/j.ajhg.2015.12.021","male"
"10.1101/093708","10.1128/mbio.00254-17","male"
"10.1101/064667","10.1093/nar/gkx198","female"
"10.1101/090316","10.1016/j.jtbi.2017.07.002","female"
"10.1101/090514","10.1534/genetics.116.198820","female"
"10.1101/094920","10.1371/journal.pone.0177635","male"
"10.1101/113357","10.1371/journal.pone.0178608","male"
"10.1101/021592","10.1038/nmeth.4197","male"
"10.1101/074757","10.1371/journal.ppat.1006093","female"
"10.1101/058826","10.1002/humu.23147","male"
"10.1101/031484","10.1093/bioinformatics/btw097","male"
"10.1101/164756","10.7554/elife.30560","female"
"10.1101/126755","10.7554/elife.27469","male"
"10.1101/012823","10.1214/15-aoas871","male"
"10.1101/010728","10.1073/pnas.1608278113","female"
"10.1101/003368","10.1098/rsif.2013.1052","female"
"10.1101/179085","10.1371/journal.pcbi.1005870","male"
"10.1101/177444","10.15252/embj.201798004","female"
"10.1101/136408","10.7717/peerj.4013","male"
"10.1101/116632","10.1038/s41467-017-01043-z","male"
"10.1101/136440","10.1039/c7md00381a","male"
"10.1101/089201","10.1038/s41467-017-00593-6","male"
"10.1101/043166","10.1016/j.ajhg.2016.02.025","male"
"10.1101/069518","10.1093/sysbio/syw115","male"
"10.1101/095257","10.7717/peerj.3509","female"
"10.1101/080804","10.1098/rspb.2017.0914","male"
"10.1101/101584","10.1111/ejn.13597","male"
"10.1101/078097","10.1523/jneurosci.3525-16.2017","female"
"10.1101/090498","10.1098/rspb.2016.2672","male"
"10.1101/104489","10.1111/evo.13223","female"
"10.1101/071498","10.1371/journal.pntd.0005470","male"
"10.1101/067173","10.1371/journal.pbio.2000633","female"
"10.1101/054197","10.1101/gr.210336.116","male"
"10.1101/073668","10.1371/journal.pone.0171974","male"
"10.1101/203638","10.7554/elife.32436","female"
"10.1101/197210","10.1128/jvi.01775-17","male"
"10.1101/211961","10.1038/s41598-017-17072-z","unknown"
"10.1101/138545","10.1111/mec.14393","male"
"10.1101/137547","10.1101/gr.224964.117","male"
"10.1101/180869","10.1126/science.aan0092","male"
"10.1101/083873","10.1038/mi.2017.17","unknown"
"10.1101/148403","10.1038/ng.3964","male"
"10.1101/107276","10.1093/bioinformatics/btx324","male"
"10.1101/131367","10.1038/s41598-017-11817-6","female"
"10.1101/049635","10.1093/ije/dyx041","male"
"10.1101/028902","10.1093/molbev/msv211","male"
"10.1101/025981","10.1111/imb.12234","unknown"
"10.1101/013474","10.1371/journal.pgen.1005703","male"
"10.1101/106237","10.1136/bmj.j3542","male"
"10.1101/139998","10.1016/j.celrep.2017.08.039","female"
"10.1101/058164","10.1038/nmeth.4324","male"
"10.1101/039685","10.1093/bioinformatics/btx183","male"
"10.1101/108514","10.1016/j.jneumeth.2017.07.031","male"
"10.1101/147678","10.1007/s11538-017-0311-4","male"
"10.1101/142596","10.1007/s11032-017-0700-2","female"
"10.1101/125815","10.1364/oe.25.013668","male"
"10.1101/105718","10.1534/g3.117.040824","female"
"10.1101/047209","10.1016/j.jhevol.2017.03.004","female"
"10.1101/098400","10.1038/s41598-017-02060-0","female"
"10.1101/084376","10.1111/mec.14140","male"
"10.1101/024877","10.3389/fgene.2015.00326","male"
"10.1101/011288","10.1371/journal.pone.0121248","male"
"10.1101/022566","10.1371/journal.pcbi.1004440","male"
"10.1101/062208","10.1242/dev.139261","male"
"10.1101/054866","10.1002/ece3.2370","female"
"10.1101/034900","10.1039/c5cp07845h","female"
"10.1101/044503","10.1167/iovs.16-19541","female"
"10.1101/041905","10.1371/journal.pntd.0004695","female"
"10.1101/158303","10.1371/journal.pgen.1007117","male"
"10.1101/132399","10.1534/g3.117.300280","male"
"10.1101/147264","10.1016/j.cell.2017.10.043","male"
"10.1101/200410","10.1186/s12915-017-0444-9","male"
"10.1101/126581","10.1371/journal.pone.0187976","female"
"10.1101/102491","10.1371/journal.pcbi.1005719","male"
"10.1101/130245","10.1038/s41598-017-12214-9","male"
"10.1101/145094","10.1534/genetics.117.300134","male"
"10.1101/037085","10.3389/fnins.2016.00106","male"
"10.1101/027961","10.1534/g3.115.023200","male"
"10.1101/028001","10.1093/humrep/dev318","female"
"10.1101/154229","10.1073/pnas.1709035114","male"
"10.1101/095588","10.1523/jneurosci.0260-17.2017","female"
"10.1101/025361","10.1111/nph.14033","male"
"10.1101/066084","10.1038/s41598-017-05335-8","female"
"10.1101/092957","10.1002/hipo.22760","female"
"10.1101/109850","10.1016/j.jneumeth.2017.06.017","male"
"10.1101/110718","10.3389/feart.2017.00047","female"
"10.1101/085365","10.1038/srep45125","male"
"10.1101/072751","10.1159/000468506","male"
"10.1101/038430","10.18632/aging.100930","male"
"10.1101/069120","10.1186/s13229-017-0119-y","female"
"10.1101/013805","10.1371/journal.pone.0145857","male"
"10.1101/023226","10.1016/j.jtbi.2015.12.022","unknown"
"10.1101/014209","10.1038/srep12524","female"
"10.1101/076919","10.1371/journal.pone.0170445","female"
"10.1101/063271","10.1128/aem.02736-16","female"
"10.1101/017590","10.1016/j.molp.2016.04.016","female"
"10.1101/065722","10.7554/elife.20041","male"
"10.1101/041079","10.1111/cmi.12683","female"
"10.1101/083758","10.1186/s13068-016-0657-0","female"
"10.1101/198978","10.1016/j.molcel.2017.11.008","male"
"10.1101/122416","10.1093/cid/cix805","female"
"10.1101/038869","10.1186/s12866-016-0818-0","female"
"10.1101/006890","10.1098/rspb.2014.0296","female"
"10.1101/004853","10.1371/journal.pgen.1004402","female"
"10.1101/178038","10.1038/s41598-017-18014-5","male"
"10.1101/135855","10.1016/j.neuron.2017.11.039","male"
"10.1101/208504","10.1038/s41598-017-16995-x","female"
"10.1101/155010","10.1016/j.immuni.2017.10.006","female"
"10.1101/114322","10.1088/1478-3975/aa7f36","male"
"10.1101/119420","10.1186/s12862-017-1020-1","male"
"10.1101/068320","10.1038/s41598-017-06866-w","male"
"10.1101/045351","10.1534/genetics.116.196428","male"
"10.1101/144204","10.1016/j.bbrc.2017.05.168","male"
"10.1101/095646","10.1073/pnas.1620631114","male"
"10.1101/090720","10.1002/humu.23203","female"
"10.1101/122671","10.1038/s41598-017-01281-7","female"
"10.1101/086066","10.1016/j.neulet.2017.02.064","male"
"10.1101/058032","10.1371/journal.pone.0171793","male"
"10.1101/033647","10.1086/689819","male"
"10.1101/051151","10.3767/003158516x692149","unknown"
"10.1101/063115","10.1038/nmicrobiol.2016.240","male"
"10.1101/042309","10.1093/gbe/evw192","male"
"10.1101/079913","10.1007/s10549-016-4035-1","male"
"10.1101/053967","10.1038/ncomms12838","female"
"10.1101/081323","10.1093/gigascience/gix107","male"
"10.1101/104083","10.1126/sciadv.1700957","female"
"10.1101/182386","10.1093/jxb/erx405","unknown"
"10.1101/025189","10.1093/jee/tov301","male"
"10.1101/042390","10.1534/genetics.116.188912","male"
"10.1101/026468","10.1038/sdata.2016.25","male"
"10.1101/054742","10.1126/science.aaf5573","male"
"10.1101/149823","10.1016/j.chembiol.2017.11.001","male"
"10.1101/140814","10.3389/fmicb.2017.02097","male"
"10.1101/106377","10.1136/jnnp-2016-314728","female"
"10.1101/029033","10.1534/g3.116.027946","male"
"10.1101/024307","10.1016/j.devcel.2016.01.010","male"
"10.1101/086637","10.1371/journal.pcbi.1005667","male"
"10.1101/143578","10.1111/1462-2920.13809","female"
"10.1101/069500","10.1093/bioinformatics/btx077","male"
"10.1101/071464","10.1021/acssynbio.5b00299","male"
"10.1101/089565","10.1016/j.neuroimage.2017.04.002","unknown"
"10.1101/082982","10.1088/1478-3975/aa5a61","unknown"
"10.1101/086553","10.1038/srep44206","female"
"10.1101/043257","10.1186/s12920-017-0245-6","female"
"10.1101/029926","10.1093/bioinformatics/btw651","male"
"10.1101/081604","10.1016/j.neuroimage.2016.12.040","male"
"10.1101/051771","10.1038/ncomms13629","male"
"10.1101/034777","10.1186/s12859-016-1355-4","male"
"10.1101/058388","10.1016/j.ajhg.2016.09.002","female"
"10.1101/013078","10.1371/journal.pone.0125337","female"
"10.1101/034918","10.1371/journal.pone.0161934","male"
"10.1101/052308","10.1038/ng.3679","male"
"10.1101/196774","10.1128/aem.02224-17","female"
"10.1101/151977","10.1038/nmeth.4514","male"
"10.1101/108639","10.1523/jneurosci.1724-17.2017","female"
"10.1101/059386","10.1371/journal.pone.0187373","male"
"10.1101/156539","10.1534/g3.117.300264","male"
"10.1101/164236","10.3390/e19100540","male"
"10.1101/177816","10.1073/pnas.1714624114","female"
"10.1101/030809","10.1007/s11192-016-1952-z","male"
"10.1101/090860","10.1093/gbe/evx136","male"
"10.1101/092767","10.1016/j.celrep.2017.08.010","male"
"10.1101/031435","10.12688/f1000research.11355.1","male"
"10.1101/060145","10.1136/bmjopen-2016-014920","male"
"10.1101/121780","10.7554/elife.26969","female"
"10.1101/111765","10.1038/s41598-017-03416-2","female"
"10.1101/086538","10.1371/journal.pbio.1002602","female"
"10.1101/079178","10.1371/journal.pone.0175230","female"
"10.1101/050534","10.1371/journal.pcbi.1005380","male"
"10.1101/019372","10.1186/s12864-016-2366-2","male"
"10.1101/012112","10.1038/srep10940","male"
"10.1101/014050","10.1016/j.ajhg.2015.11.005","male"
"10.1101/041483","10.1093/eurheartj/ehw450","male"
"10.1101/015156","10.1186/s12864-016-3444-1","female"
"10.1101/071332","10.1038/nsmb.3337","male"
"10.1101/039529","10.1038/ncomms12817","male"
"10.1101/160119","10.1001/jamapsychiatry.2017.3485","female"
"10.1101/000760","10.1111/cobi.12308","male"
"10.1101/031716","10.1038/srep27555","male"
"10.1101/154609","10.12688/wellcomeopenres.12600.1","female"
"10.1101/165282","10.1007/s00442-017-4020-3","female"
"10.1101/102236","10.1242/jcs.203703","female"
"10.1101/065136","10.1038/s41598-017-13464-3","male"
"10.1101/087718","10.1038/ejhg.2017.108","male"
"10.1101/111260","10.1016/j.celrep.2017.09.002","unknown"
"10.1101/134825","10.1186/s13148-017-0391-x","male"
"10.1101/110841","10.7554/elife.26258","female"
"10.1101/082271","10.1086/692437","female"
"10.1101/109793","10.1007/s12041-017-0787-6","male"
"10.1101/146779","10.1016/j.jneumeth.2017.07.002","male"
"10.1101/104604","10.1111/mec.14195","male"
"10.1101/098327","10.1186/s12859-017-1680-2","male"
"10.1101/072439","10.1371/journal.pone.0175744","female"
"10.1101/034991","10.1038/nmicrobiol.2016.212","male"
"10.1101/008235","10.1371/journal.pgen.1005404","male"
"10.1101/022830","10.1101/gad.265561.115","female"
"10.1101/079491","10.1016/j.jtbi.2017.02.010","male"
"10.1101/050393","10.1038/srep42330","male"
"10.1101/073106","10.1371/journal.ppat.1006006","male"
"10.1101/059832","10.1186/s12915-016-0309-7","male"
"10.1101/023937","10.1016/j.ympev.2016.08.024","male"
"10.1101/002295","10.1371/journal.pcbi.1003696","male"
"10.1101/021303","10.1093/sysbio/syv121","male"
"10.1101/029645","10.1371/journal.pone.0151740","male"
"10.1101/038281","10.7554/elife.14864","male"
"10.1101/014175","10.1016/j.jmb.2014.06.002","female"
"10.1101/149203","10.1038/s41477-017-0066-9","male"
"10.1101/114686","10.1038/s41598-017-16879-0","male"
"10.1101/103432","10.1038/s41598-017-17766-4","male"
"10.1101/091330","10.1038/s41467-017-00868-y","male"
"10.1101/149005","10.1371/journal.pgen.1007039","male"
"10.1101/119735","10.1093/gbe/evx146","male"
"10.1101/176743","10.1128/genomea.01057-17","unknown"
"10.1101/184994","10.1186/s13072-017-0159-8","female"
"10.1101/178269","10.1038/ng.3963","male"
"10.1101/123042","10.1091/mbc.e17-03-0209","male"
"10.1101/062620","10.1101/gr.212373.116","male"
"10.1101/120469","10.1534/genetics.117.300189","male"
"10.1101/096222","10.1093/bioinformatics/btx337","male"
"10.1101/024778","10.1128/mbio.00550-16","male"
"10.1101/031898","10.1093/molbev/msv272","male"
"10.1101/059519","10.1002/acn3.369","female"
"10.1101/031633","10.1111/2041-210x.12820","male"
"10.1101/077065","10.1371/journal.pone.0180170","female"
"10.1101/089433","10.1534/genetics.116.198549","male"
"10.1101/098459","10.1038/s41598-017-03732-7","male"
"10.1101/062372","10.1534/genetics.116.196386","female"
"10.1101/064436","10.1093/nar/gkw1306","male"
"10.1101/068775","10.1186/s13059-017-1188-0","male"
"10.1101/082966","10.1371/journal.pcbi.1005448","male"
"10.1101/017806","10.1016/j.neuroimage.2015.07.031","male"
"10.1101/048983","10.1371/journal.pone.0168397","male"
"10.1101/043745","10.1002/hbm.23471","male"
"10.1101/016915","10.1093/nar/gkv287","unknown"
"10.1101/046201","10.1186/s12859-016-1270-8","male"
"10.1101/043463","10.1186/s12859-016-1176-5","male"
"10.1101/024042","10.1534/genetics.115.182626","male"
"10.1101/055293","10.1371/journal.pone.0157475","male"
"10.1101/001073","10.1534/genetics.114.164350","male"
"10.1101/123547","10.1242/jcs.212308","female"
"10.1101/130575","10.1038/s41467-017-01544-x","male"
"10.1101/104356","10.1242/dev.150086","female"
"10.1101/182972","10.1039/c7ib00146k","male"
"10.1101/020461","10.1038/s41598-017-14071-y","male"
"10.1101/031948","10.1007/s00427-016-0541-8","male"
"10.1101/025007","10.1111/eva.12357","male"
"10.1101/080077","10.1038/s41598-017-09483-9","male"
"10.1101/147256","10.1016/j.indcrop.2017.08.029","male"
"10.1101/131755","10.1371/journal.pgen.1006998","unknown"
"10.1101/158402","10.1016/j.cell.2017.07.045","unknown"
"10.1101/111898","10.1016/j.neuropsychologia.2017.07.024","male"
"10.1101/086272","10.1016/j.bpj.2017.07.009","male"
"10.1101/075069","10.1371/journal.pcbi.1005591","male"
"10.1101/103424","10.1038/s41598-017-02292-0","male"
"10.1101/101477","10.1016/j.bpj.2017.03.024","male"
"10.1101/077172","10.1111/2041-210x.12754","male"
"10.1101/040477","10.1093/nar/gkw1027","male"
"10.1101/010181","10.1016/j.baae.2015.07.004","male"
"10.1101/065805","10.1038/srep41544","unknown"
"10.1101/073593","10.1371/journal.pgen.1006567","female"
"10.1101/020610","10.1111/1755-0998.12639","female"
"10.1101/048421","10.1371/journal.pgen.1006489","male"
"10.1101/092387","10.1371/journal.pcbi.1005286","male"
"10.1101/014142","10.1039/c5mb00693g","male"
"10.1101/002709","10.1186/1471-2164-15-1031","female"
"10.1101/116186","10.1073/pnas.1713895115","female"
"10.1101/174722","10.1128/msphere.00393-17","male"
"10.1101/126656","10.1093/bioinformatics/btx668","male"
"10.1101/202473","10.1074/jbc.m117.816884","female"
"10.1101/034447","10.1534/genetics.115.186114","female"
"10.1101/001388","10.1093/molbev/msu121","male"
"10.1101/126789","10.1161/circgenetics.117.001837","female"
"10.1101/179812","10.1111/psyp.13005","male"
"10.1101/144543","10.1016/j.cognition.2017.12.001","female"
"10.1101/074096","10.1086/694822","male"
"10.1101/154476","10.1016/j.molcel.2017.11.017","male"
"10.1101/092882","10.1038/s41467-017-01628-8","male"
"10.1101/182899","10.1534/g3.117.300259","female"
"10.1101/119115","10.1242/jcs.204222","male"
"10.1101/025262","10.1515/sagmb-2016-0016","female"
"10.1101/037960","10.1016/j.cels.2016.01.013","male"
"10.1101/155234","10.1128/aem.01168-17","male"
"10.1101/031724","10.1093/bioinformatics/btx133","male"
"10.1101/087841","10.1038/ncomms16099","female"
"10.1101/134858","10.1016/j.bpj.2017.05.002","female"
"10.1101/128264","10.1016/j.bbrc.2017.05.015","male"
"10.1101/104299","10.18632/aging.101223","male"
"10.1101/108092","10.1128/mbio.02020-16","female"
"10.1101/093955","10.1111/jen.12393","unknown"
"10.1101/097865","10.1007/s11075-017-0314-0","male"
"10.1101/032797","10.15252/msb.20156423","male"
"10.1101/021964","10.1371/journal.pcbi.1004615","male"
"10.1101/077693","10.1186/s12860-017-0126-z","female"
"10.1101/082008","10.1038/nsmb.3342","male"
"10.1101/015164","10.1371/journal.pgen.1005272","male"
"10.1101/050286","10.7554/elife.17219","male"
"10.1101/000257","10.1103/physrevx.4.041009","male"
"10.1101/149740","10.1093/nar/gkx1054","male"
"10.1101/131417","10.1128/msphere.00323-17","male"
"10.1101/003087","10.1371/journal.pcbi.1003867","female"
"10.1101/020800","10.1038/ncomms12544","female"
"10.1101/039792","10.3389/fmicb.2016.00918","male"
"10.1101/114629","10.1242/dmm.029868","male"
"10.1101/186734","10.1364/boe.8.005688","unknown"
"10.1101/197293","10.1016/j.meegid.2017.11.013","male"
"10.1101/089912","10.1371/journal.pcbi.1005842","male"
"10.1101/140400","10.1371/journal.pone.0186119","male"
"10.1101/131060","10.1089/bio.2016.0117","female"
"10.1101/047035","10.1038/ng.3917","male"
"10.1101/123588","10.1109/tvcg.2017.2745978","male"
"10.1101/073114","10.1038/gim.2017.26","female"
"10.1101/104620","10.1038/s41598-017-09303-0","male"
"10.1101/130880","10.1073/pnas.1700866114","male"
"10.1101/146712","10.1242/dev.146811","male"
"10.1101/062349","10.1016/j.jtbi.2017.07.027","female"
"10.1101/094961","10.1021/acs.jproteome.7b00068","male"
"10.1101/093401","10.1073/pnas.1702930114","male"
"10.1101/101246","10.1016/j.jbi.2017.06.015","male"
"10.1101/041822","10.1089/zeb.2016.1277","female"
"10.1101/060780","10.1093/bioinformatics/btw724","male"
"10.1101/131789","10.1016/j.ydbio.2017.04.012","female"
"10.1101/079582","10.3732/apps.1600128","female"
"10.1101/024349","10.1371/journal.ppat.1005379","male"
"10.1101/022400","10.1039/c5ra15329h","male"
"10.1101/051557","10.1093/molbev/msw189","male"
"10.1101/045716","10.1111/1365-2656.12615","female"
"10.1101/061671","10.1038/srep40920","female"
"10.1101/096230","10.1016/j.cmet.2016.11.016","female"
"10.1101/052738","10.1080/01480545.2016.1264411","male"
"10.1101/002634","10.1111/ecog.00976","male"
"10.1101/011007","10.1111/jeb.12640","unknown"
"10.1101/008961","10.1016/j.neuroimage.2015.04.026","female"
"10.1101/012211","10.1186/s12864-015-1540-2","female"
"10.1101/067967","10.1007/s10522-016-9669-1","male"
"10.1101/055004","10.1016/j.neuropsychologia.2016.11.006","male"
"10.1101/018499","10.1038/srep35608","male"
"10.1101/053413","10.1016/j.celrep.2016.06.003","male"
"10.1101/031617","10.7554/elife.13328","male"
"10.1101/042374","10.1186/s13059-016-0974-4","male"
"10.1101/029223","10.1111/nph.13842","female"
"10.1101/144550","10.1523/jneurosci.1965-17.2017","female"
"10.1101/106153","10.1021/acs.jnatprod.7b00113","male"
"10.1101/111922","10.1094/phyto-05-17-0184-r","male"
"10.1101/162081","10.1038/cr.2017.106","male"
"10.1101/017533","10.1086/685811","female"
"10.1101/101576","10.1038/s41467-017-00158-7","female"
"10.1101/112557","10.1038/nchembio.2436","male"
"10.1101/101865","10.1038/s41598-017-05772-5","female"
"10.1101/096917","10.1111/mec.14158","male"
"10.1101/065334","10.1093/molbev/msw275","male"
"10.1101/075721","10.1186/s13075-017-1260-x","female"
"10.1101/018747","10.1007/s10120-015-0566-0","male"
"10.1101/014118","10.1101/gr.189803.115","male"
"10.1101/064808","10.1038/ncomms14225","male"
"10.1101/067306","10.1002/ecy.1635","female"
"10.1101/022665","10.1093/bioinformatics/btw052","female"
"10.1101/050617","10.1091/mbc.e16-05-0313","female"
"10.1101/158766","10.18632/oncotarget.20098","female"
"10.1101/031831","10.1534/genetics.115.184184","female"
"10.1101/043877","10.1128/mbio.00403-16","male"
"10.1101/034330","10.1038/nmeth.3885","male"
"10.1101/075325","10.1038/ncomms15202","male"
"10.1101/126268","10.1038/s41598-017-16546-4","female"
"10.1101/165811","10.1016/j.celrep.2017.10.030","male"
"10.1101/108530","10.1093/gigascience/gix079","male"
"10.1101/129759","10.1093/nar/gkx681","male"
"10.1101/198283","10.1111/nph.14893","male"
"10.1101/128645","10.1002/hbm.23843","male"
"10.1101/142927","10.1038/nn.4632","male"
"10.1101/106872","10.1093/nar/gkx463","female"
"10.1101/119669","10.1073/pnas.1707210114","female"
"10.1101/094912","10.1534/g3.117.041673","female"
"10.1101/100065","10.1038/s41598-017-04475-1","male"
"10.1101/061259","10.1162/jocn_a_01124","male"
"10.1101/098566","10.1186/s12864-017-3771-x","male"
"10.1101/055715","10.1186/s13059-017-1189-z","male"
"10.1101/069278","10.1038/srep46053","female"
"10.1101/063537","10.1093/molbev/msw195","male"
"10.1101/103739","10.1371/journal.pcbi.1005375","male"
"10.1101/065169","10.1038/srep43093","female"
"10.1101/084913","10.2119/molmed.2016.00218","unknown"
"10.1101/068759","10.1103/physreve.94.062413","male"
"10.1101/003749","10.1093/sysbio/syv007","male"
"10.1101/006734","10.1371/journal.pgen.1005069","male"
"10.1101/047019","10.1534/genetics.116.190223","male"
"10.1101/051136","10.1016/j.mbs.2016.09.010","male"
"10.1101/051045","10.1002/oby.21653","male"
"10.1101/042226","10.1371/journal.pcbi.1005117","female"
"10.1101/024604","10.1021/acssynbio.6b00017","female"
"10.1101/038190","10.1099/mgen.0.000056","male"
"10.1101/145789","10.7554/elife.29276","male"
"10.1101/049825","10.1073/pnas.1608795113","male"
"10.1101/114561","10.1016/j.ajhg.2017.11.001","unknown"
"10.1101/086363","10.7554/elife.26724","male"
"10.1101/127332","10.1038/s41467-017-01407-5","male"
"10.1101/098590","10.1038/s41467-017-01414-6","male"
"10.1101/086108","10.1016/j.celrep.2017.09.063","male"
"10.1101/101634","10.15252/embr.201744292","male"
"10.1101/158089","10.1016/j.cyto.2017.09.029","male"
"10.1101/024810","10.1371/journal.pcbi.1004881","male"
"10.1101/034157","10.3389/fmicb.2016.00215","female"
"10.1101/027367","10.1371/journal.pone.0149800","male"
"10.1101/092296","10.1101/gr.219386.116","male"
"10.1101/062471","10.1016/j.neuron.2017.06.010","male"
"10.1101/029595","10.1371/journal.pcbi.1004712","male"
"10.1101/076257","10.1038/srep40131","female"
"10.1101/076083","10.18632/oncotarget.14107","female"
"10.1101/044800","10.1016/j.bpj.2016.08.037","male"
"10.1101/053769","10.7717/peerj.2686","male"
"10.1101/138172","10.1016/j.coisb.2017.07.009","female"
"10.1101/209809","10.1073/pnas.1718723115","male"
