"PREPRINT_DOI","ARTICLE_DOI","IS_OA","JOURNAL_IS_OA"
"10.1101/006411","10.1093/molbev/msu270",TRUE,FALSE
"10.1101/204800","10.1016/j.ydbio.2017.12.021",TRUE,FALSE
"10.1101/000778","10.1371/journal.pcbi.1003871",TRUE,TRUE
"10.1101/042242","10.1080/20477724.2016.1211475",TRUE,FALSE
"10.1101/103135","10.3758/s13415-017-0556-2",TRUE,FALSE
"10.1101/120519","10.7554/elife.27854",TRUE,TRUE
"10.1101/078204","10.1016/j.devcel.2017.09.018",TRUE,FALSE
"10.1101/164996","10.1091/mbc.e17-07-0461",TRUE,FALSE
"10.1101/105221","10.1080/15384101.2017.1361064",TRUE,FALSE
"10.1101/157537","10.1038/s41598-017-12120-0",TRUE,TRUE
"10.1101/115048","10.1016/j.jtbi.2017.10.003",TRUE,FALSE
"10.1101/187898","10.1186/s13059-017-1318-8",TRUE,TRUE
"10.1101/000067","10.1038/nature12904",TRUE,FALSE
"10.1101/022657","10.7717/peerj.3798",TRUE,TRUE
"10.1101/116152","10.1186/s13059-017-1278-z",TRUE,TRUE
"10.1101/094524","10.1038/nn.4591",TRUE,FALSE
"10.1101/111831","10.1016/j.celrep.2017.05.091",TRUE,TRUE
"10.1101/120659","10.18632/aging.101231",TRUE,FALSE
"10.1101/041525","10.1038/s41598-016-0005-4",TRUE,TRUE
"10.1101/086645","10.1074/mcp.m116.064576",TRUE,FALSE
"10.1101/011460","10.7717/peerj.1165",TRUE,TRUE
"10.1101/066860","10.1186/s12983-017-0196-y",TRUE,TRUE
"10.1101/078790","10.1038/srep42444",TRUE,TRUE
"10.1101/070755","10.1038/srep38863",TRUE,TRUE
"10.1101/074492","10.1111/nrm.12120",TRUE,FALSE
"10.1101/010371","10.1016/j.tpb.2015.05.002",TRUE,FALSE
"10.1101/007054","10.1093/nar/gkv136",TRUE,TRUE
"10.1101/010991","10.1038/srep09676",TRUE,TRUE
"10.1101/148221","10.1038/s41522-017-0042-1",TRUE,TRUE
"10.1101/151761","10.1111/tra.12544",TRUE,FALSE
"10.1101/001883","10.1093/bioinformatics/btu523",TRUE,FALSE
"10.1101/035543","10.1111/1755-0998.12552",FALSE,FALSE
"10.1101/022780","10.1093/bioinformatics/btw028",TRUE,FALSE
"10.1101/153825","10.18632/oncotarget.22020",TRUE,FALSE
"10.1101/122200","10.1093/infdis/jix450",TRUE,FALSE
"10.1101/188896","10.1186/s12711-017-0353-y",TRUE,TRUE
"10.1101/128306","10.1093/nar/gkx626",TRUE,TRUE
"10.1101/148742","10.1369/0022155417719419",TRUE,FALSE
"10.1101/118026","10.1128/jcm.00462-17",TRUE,FALSE
"10.1101/104471","10.1083/jcb.201610065",TRUE,FALSE
"10.1101/076927","10.1371/journal.pone.0176335",TRUE,TRUE
"10.1101/089284","10.1038/ncomms14772",TRUE,TRUE
"10.1101/012989","10.1016/j.cortex.2015.06.030",TRUE,FALSE
"10.1101/012542","10.1371/journal.pone.0132628",TRUE,TRUE
"10.1101/005983","10.1093/bioinformatics/btv157",TRUE,FALSE
"10.1101/101451","10.1016/j.devcel.2017.02.001",TRUE,FALSE
"10.1101/081398","10.1016/j.cub.2017.01.012",TRUE,FALSE
"10.1101/085217","10.1371/journal.pcbi.1005337",TRUE,TRUE
"10.1101/052555","10.1091/mbc.e16-05-0300",TRUE,FALSE
"10.1101/073585","10.1016/j.neuroimage.2016.12.048",TRUE,FALSE
"10.1101/070235","10.1534/g3.116.034744",TRUE,TRUE
"10.1101/052241","10.7554/elife.18215",TRUE,TRUE
"10.1101/006866","10.1038/gene.2014.56",TRUE,FALSE
"10.1101/150078","10.1128/msphere.00277-17",TRUE,TRUE
"10.1101/130799","10.1002/psp4.12258",TRUE,TRUE
"10.1101/050989","10.1038/srep31597",TRUE,TRUE
"10.1101/052399","10.1073/pnas.1605015113",TRUE,FALSE
"10.1101/027292","10.1016/j.bpj.2016.05.024",TRUE,FALSE
"10.1101/130385","10.1016/j.neuroimage.2017.10.034",TRUE,FALSE
"10.1101/145888","10.1007/s10519-017-9881-z",FALSE,FALSE
"10.1101/119081","10.1523/jneurosci.1061-17.2017",TRUE,FALSE
"10.1101/099077","10.1016/j.jsb.2017.11.001",TRUE,FALSE
"10.1101/124750","10.1523/jneurosci.0938-17.2017",TRUE,FALSE
"10.1101/120394","10.1101/gr.222067.117",TRUE,FALSE
"10.1101/027763","10.1016/j.gene.2016.02.022",FALSE,FALSE
"10.1101/017897","10.1016/j.neuroimage.2015.10.012",TRUE,FALSE
"10.1101/155887","10.1084/jem.20170438",TRUE,FALSE
"10.1101/094987","10.7717/peerj.3773",TRUE,TRUE
"10.1101/085837","10.1093/bioinformatics/btx165",TRUE,FALSE
"10.1101/098871","10.1261/rna.060749.117",TRUE,FALSE
"10.1101/080457","10.7717/peerj.3093",TRUE,TRUE
"10.1101/000836","10.1371/journal.pone.0139429",TRUE,TRUE
"10.1101/002964","10.1093/nar/gku1250",TRUE,TRUE
"10.1101/015172","10.1098/rspb.2015.1498",TRUE,FALSE
"10.1101/009795","10.1093/jhered/esv059",TRUE,FALSE
"10.1101/056838","10.1007/s10021-017-0114-3",FALSE,FALSE
"10.1101/040097","10.1038/ismej.2016.139",TRUE,FALSE
"10.1101/061994","10.1038/srep34212",TRUE,TRUE
"10.1101/048074","10.1038/srep31602",TRUE,TRUE
"10.1101/034660","10.1038/jhg.2016.40",TRUE,FALSE
"10.1101/128819","10.1128/mbio.01861-17",TRUE,TRUE
"10.1101/106583","10.1111/2041-210x.12937",TRUE,FALSE
"10.1101/095224","10.12688/f1000research.10529.1",TRUE,TRUE
"10.1101/146100","10.1186/s13059-017-1353-5",TRUE,TRUE
"10.1101/179077","10.7554/elife.29144",TRUE,TRUE
"10.1101/160689","10.1016/j.margen.2017.11.001",FALSE,FALSE
"10.1101/212324","10.1523/jneurosci.0588-17.2017",TRUE,FALSE
"10.1101/124875","10.3389/fnhum.2017.00490",TRUE,TRUE
"10.1101/110262","10.1093/bioinformatics/btx335",TRUE,FALSE
"10.1101/032474","10.3389/fgene.2016.00015",TRUE,TRUE
"10.1101/048660","10.1093/bioinformatics/btw483",TRUE,FALSE
"10.1101/168914","10.1186/s13321-017-0232-0",TRUE,TRUE
"10.1101/088302","10.1002/hbm.23710",FALSE,FALSE
"10.1101/111203","10.1534/genetics.117.201483",TRUE,FALSE
"10.1101/082032","10.1038/srep45303",TRUE,TRUE
"10.1101/078147","10.1107/s2059798317003412",TRUE,FALSE
"10.1101/018549","10.1371/journal.pone.0134639",TRUE,TRUE
"10.1101/073304","10.1038/srep41948",TRUE,TRUE
"10.1101/093492","10.1371/journal.pgen.1006543",TRUE,TRUE
"10.1101/041541","10.1371/journal.pbio.2000640",TRUE,TRUE
"10.1101/056788","10.1038/ncomms14023",TRUE,TRUE
"10.1101/024430","10.1186/s12920-016-0228-z",TRUE,TRUE
"10.1101/011080","10.1016/j.mbs.2015.04.002",FALSE,FALSE
"10.1101/111823","10.1152/jn.00158.2017",FALSE,FALSE
"10.1101/183129","10.1117/1.nph.4.4.045007",TRUE,FALSE
"10.1101/028753","10.1534/genetics.115.183913",TRUE,FALSE
"10.1101/017566","10.1534/genetics.115.178095",TRUE,FALSE
"10.1101/177352","10.1186/s12864-017-4312-3",TRUE,TRUE
"10.1101/133546","10.7554/elife.28342",TRUE,TRUE
"10.1101/104521","10.1016/j.biosystems.2017.04.006",FALSE,FALSE
"10.1101/141994","10.1038/nmeth.4461",TRUE,FALSE
"10.1101/104752","10.1038/s41598-017-15587-z",TRUE,TRUE
"10.1101/129072","10.1074/jbc.m117.811356",TRUE,FALSE
"10.1101/069534","10.1186/s12859-017-1856-9",TRUE,TRUE
"10.1101/134130","10.1038/s41598-017-12989-x",TRUE,TRUE
"10.1101/135954","10.1093/hmg/ddx260",TRUE,FALSE
"10.1101/014951","10.1016/j.humimm.2015.08.001",TRUE,FALSE
"10.1101/076273","10.1371/journal.ppat.1006560",TRUE,TRUE
"10.1101/107722","10.1073/pnas.1705977114",TRUE,FALSE
"10.1101/008979","10.1186/s12862-017-0998-8",TRUE,TRUE
"10.1101/060558","10.1016/j.bpj.2017.05.005",TRUE,FALSE
"10.1101/078618","10.1534/genetics.116.192708",TRUE,FALSE
"10.1101/077818","10.1371/journal.pbio.2001069",TRUE,TRUE
"10.1101/088682","10.1098/rsif.2016.1003",TRUE,FALSE
"10.1101/047480","10.1002/ecy.1757",TRUE,FALSE
"10.1101/014217","10.1371/journal.ppat.1005257",TRUE,TRUE
"10.1101/018879","10.1371/journal.pcbi.1004507",TRUE,TRUE
"10.1101/081240","10.3389/fnbeh.2017.00008",TRUE,TRUE
"10.1101/103671","10.1371/journal.pone.0172422",TRUE,TRUE
"10.1101/032359","10.1371/journal.pcbi.1005267",TRUE,TRUE
"10.1101/002600","10.1371/journal.pgen.1005223",TRUE,TRUE
"10.1101/054312","10.1016/j.neuron.2016.07.036",FALSE,FALSE
"10.1101/047456","10.1186/s12862-016-0816-8",TRUE,TRUE
"10.1101/144790","10.1128/aem.02020-17",TRUE,FALSE
"10.1101/128520","10.1038/nbt.4038",TRUE,FALSE
"10.1101/113779","10.1534/genetics.117.300448",TRUE,FALSE
"10.1101/099747","10.1038/s41467-017-02424-0",TRUE,TRUE
"10.1101/168047","10.1016/j.jtbi.2017.12.021",TRUE,FALSE
"10.1101/003731","10.1186/1471-2164-15-717",TRUE,TRUE
"10.1101/042192","10.1016/j.tpb.2016.07.003",TRUE,FALSE
"10.1101/001958","10.1089/cmb.2014.0029",FALSE,FALSE
"10.1101/108985","10.1073/pnas.1704877114",TRUE,FALSE
"10.1101/110437","10.5599/admet.5.2.376",TRUE,TRUE
"10.1101/165571","10.1038/s41598-017-16765-9",TRUE,TRUE
"10.1101/116038","10.1128/mbio.01412-17",TRUE,TRUE
"10.1101/026898","10.3389/fninf.2016.00004",TRUE,TRUE
"10.1101/063933","10.1371/journal.ppat.1006419",TRUE,TRUE
"10.1101/065284","10.1038/s41598-017-03073-5",TRUE,TRUE
"10.1101/088351","10.1186/s12915-017-0367-5",TRUE,TRUE
"10.1101/051631","10.1371/journal.pgen.1006599",TRUE,TRUE
"10.1101/021923","10.1073/pnas.1512977112",TRUE,FALSE
"10.1101/014365","10.1186/s12918-015-0189-4",TRUE,TRUE
"10.1101/071019","10.1371/journal.pcbi.1005404",TRUE,TRUE
"10.1101/106112","10.1007/s13238-016-0360-8",TRUE,TRUE
"10.1101/069724","10.1534/g3.116.037044",TRUE,TRUE
"10.1101/043182","10.1111/jeb.13027",FALSE,FALSE
"10.1101/064139","10.1371/journal.pone.0163063",TRUE,TRUE
"10.1101/122986","10.7554/elife.28086",TRUE,TRUE
"10.1101/144816","10.1093/jamia/ocx120",TRUE,FALSE
"10.1101/001834","10.1371/journal.pone.0106689",TRUE,TRUE
"10.1101/029892","10.1038/srep32387",TRUE,TRUE
"10.1101/030940","10.1534/genetics.115.184598",TRUE,FALSE
"10.1101/009928","10.1093/gbe/evv083",TRUE,TRUE
"10.1101/055947","10.7554/elife.14472",TRUE,TRUE
"10.1101/028068","10.1186/s13059-016-0992-2",TRUE,TRUE
"10.1101/002808","10.1371/journal.pone.0099117",TRUE,TRUE
"10.1101/000950","10.1093/mp/ssu003",TRUE,FALSE
"10.1101/157032","10.7554/elife.30056",TRUE,TRUE
"10.1101/166249","10.1038/s41467-017-01415-5",TRUE,TRUE
"10.1101/166348","10.1186/s12859-017-1789-3",TRUE,TRUE
"10.1101/075044","10.1016/j.yjmcc.2017.09.006",TRUE,FALSE
"10.1101/047845","10.1186/s13059-016-0975-3",TRUE,TRUE
"10.1101/097915","10.1038/s41598-017-08080-0",TRUE,TRUE
"10.1101/105411","10.1534/g3.117.040915",TRUE,TRUE
"10.1101/126813","10.1038/s41467-017-00165-8",TRUE,TRUE
"10.1101/095067","10.1186/s13024-017-0191-y",TRUE,TRUE
"10.1101/043174","10.1159/000477432",TRUE,FALSE
"10.1101/090613","10.1371/journal.pntd.0005640",TRUE,TRUE
"10.1101/119222","10.12688/f1000research.11290.1",TRUE,TRUE
"10.1101/058420","10.1093/biolinnean/blw030",TRUE,FALSE
"10.1101/080044","10.1038/srep45494",TRUE,TRUE
"10.1101/038133","10.3758/s13428-017-0873-y",TRUE,FALSE
"10.1101/001982","10.1038/srep20109",TRUE,TRUE
"10.1101/022368","10.1073/pnas.1511912112",TRUE,FALSE
"10.1101/012955","10.1107/s1399004715007415",TRUE,FALSE
"10.1101/053512","10.1371/journal.pone.0167357",TRUE,TRUE
"10.1101/062588","10.1101/gr.211854.116",TRUE,FALSE
"10.1101/010363","10.1073/pnas.1418631112",TRUE,FALSE
"10.1101/063081","10.1007/s10822-016-9971-7",TRUE,FALSE
"10.1101/005611","10.1371/journal.pone.0103207",TRUE,TRUE
"10.1101/043117","10.1111/1462-2920.13455",TRUE,FALSE
"10.1101/015677","10.1093/ijnp/pyv063",TRUE,TRUE
"10.1101/155788","10.1016/j.psyneuen.2017.12.015",TRUE,FALSE
"10.1101/132027","10.1016/j.celrep.2017.11.015",TRUE,TRUE
"10.1101/154179","10.1007/s00248-017-1096-6",TRUE,FALSE
"10.1101/141218","10.1186/s13287-017-0659-2",TRUE,TRUE
"10.1101/020487","10.1021/acssynbio.5b00064",FALSE,FALSE
"10.1101/023564","10.7717/peerj.1718",TRUE,TRUE
"10.1101/028720","10.1016/j.genrep.2016.01.001",FALSE,FALSE
"10.1101/121822","10.1371/journal.pgen.1006964",TRUE,TRUE
"10.1101/090274","10.1534/g3.117.043596",TRUE,TRUE
"10.1101/116731","10.1242/bio.025684",TRUE,TRUE
"10.1101/066456","10.1073/pnas.1620161114",TRUE,FALSE
"10.1101/062869","10.1007/s00338-017-1583-8",FALSE,FALSE
"10.1101/034132","10.1016/j.mehy.2017.03.027",FALSE,FALSE
"10.1101/079038","10.1371/journal.pone.0174253",TRUE,TRUE
"10.1101/107870","10.1242/jcs.196857",TRUE,FALSE
"10.1101/026013","10.1101/gad.272187.115",TRUE,FALSE
"10.1101/014092","10.1016/j.neuroimage.2015.03.067",FALSE,FALSE
"10.1101/016543","10.1534/genetics.115.178509",TRUE,FALSE
"10.1101/013920","10.1093/bioinformatics/btv222",TRUE,FALSE
"10.1101/072298","10.1371/journal.pone.0169431",TRUE,TRUE
"10.1101/015511","10.3389/fmicb.2015.00316",TRUE,TRUE
"10.1101/037176","10.1002/hbm.23208",TRUE,FALSE
"10.1101/036186","10.3389/fpls.2016.00885",TRUE,TRUE
"10.1101/151175","10.1073/pnas.1710920114",TRUE,FALSE
"10.1101/175836","10.7554/elife.31234",TRUE,TRUE
"10.1101/161000","10.1073/pnas.1711415114",TRUE,FALSE
"10.1101/150474","10.1007/s10822-017-0083-9",TRUE,FALSE
"10.1101/130567","10.1103/physrevlett.119.147801",TRUE,FALSE
"10.1101/121111","10.7554/elife.29218",TRUE,TRUE
"10.1101/025239","10.1093/nar/gkv1497",TRUE,TRUE
"10.1101/095265","10.1534/g3.117.041806",TRUE,TRUE
"10.1101/091041","10.1098/rspb.2017.0228",TRUE,FALSE
"10.1101/116764","10.1021/acs.jcim.7b00159",FALSE,FALSE
"10.1101/052183","10.1038/s41598-017-05957-y",TRUE,TRUE
"10.1101/094169","10.1128/mbio.00511-17",TRUE,TRUE
"10.1101/096438","10.1534/genetics.116.199497",TRUE,FALSE
"10.1101/142745","10.1073/pnas.1617799114",TRUE,FALSE
"10.1101/107961","10.1111/mec.14275",FALSE,FALSE
"10.1101/008771","10.1093/jnci/djw216",TRUE,FALSE
"10.1101/026393","10.1093/hmg/ddw314",TRUE,FALSE
"10.1101/047167","10.1371/journal.pone.0172545",TRUE,TRUE
"10.1101/008508","10.1002/ece3.1802",TRUE,TRUE
"10.1101/020453","10.1038/ncomms10162",TRUE,TRUE
"10.1101/043075","10.7554/elife.16070",TRUE,TRUE
"10.1101/055061","10.1534/g3.116.033241",TRUE,TRUE
"10.1101/013052","10.1534/genetics.114.173815",TRUE,FALSE
"10.1101/048058","10.1073/pnas.1613601113",TRUE,FALSE
"10.1101/002881","10.1002/cpe.3236",FALSE,FALSE
"10.1101/082636","10.1152/jn.00808.2017",TRUE,FALSE
"10.1101/172148","10.1016/j.neuroimage.2017.12.088",TRUE,FALSE
"10.1101/073262","10.1093/beheco/arx068",TRUE,FALSE
"10.1101/035105","10.1038/ncomms12342",TRUE,TRUE
"10.1101/026310","10.1186/1471-2105-16-s19-s6",TRUE,TRUE
"10.1101/208587","10.1186/s12974-017-1015-2",TRUE,TRUE
"10.1101/143727","10.7554/elife.29089",TRUE,TRUE
"10.1101/112391","10.1038/ismej.2017.91",TRUE,FALSE
"10.1101/156349","10.1038/nbt.3963",FALSE,FALSE
"10.1101/166074","10.3389/fimmu.2017.01221",TRUE,TRUE
"10.1101/152595","10.1038/s41598-017-11241-w",TRUE,TRUE
"10.1101/024364","10.7554/elife.10696",TRUE,TRUE
"10.1101/099572","10.1093/molbev/msx150",TRUE,FALSE
"10.1101/163006","10.3389/fnins.2017.00487",TRUE,TRUE
"10.1101/146464","10.1016/j.bpj.2017.06.023",TRUE,FALSE
"10.1101/109140","10.1093/nar/gkx361",TRUE,TRUE
"10.1101/104414","10.1016/j.jneumeth.2017.06.004",FALSE,FALSE
"10.1101/069351","10.1371/journal.pgen.1006773",TRUE,TRUE
"10.1101/081984","10.1016/j.biopsych.2017.01.017",TRUE,FALSE
"10.1101/087429","10.1016/j.jchb.2017.02.002",FALSE,FALSE
"10.1101/034785","10.1186/s12864-016-2539-z",TRUE,TRUE
"10.1101/006551","10.1093/bioinformatics/btv071",TRUE,FALSE
"10.1101/003616","10.1371/journal.pone.0125906",TRUE,TRUE
"10.1101/009365","10.1111/jeb.12592",TRUE,FALSE
"10.1101/040238","10.7554/elife.19276",TRUE,TRUE
"10.1101/008482","10.1038/ncomms6187",TRUE,FALSE
"10.1101/004788","10.1242/dev.117796",TRUE,FALSE
"10.1101/123745","10.1242/jeb.162024",TRUE,FALSE
"10.1101/149062","10.1073/pnas.1708954115",TRUE,FALSE
"10.1101/061325","10.1126/sciadv.1700362",TRUE,TRUE
"10.1101/033076","10.1534/genetics.115.185363",TRUE,FALSE
"10.1101/021006","10.1534/genetics.115.179473",TRUE,FALSE
"10.1101/033522","10.1128/aac.00464-16",TRUE,FALSE
"10.1101/043190","10.1111/mec.13677",FALSE,FALSE
"10.1101/180158","10.1099/jgv.0.000979",TRUE,FALSE
"10.1101/141721","10.1016/j.ymben.2017.12.002",TRUE,FALSE
"10.1101/150227","10.1038/s41564-017-0061-y",FALSE,FALSE
"10.1101/148072","10.1038/s41467-017-01178-z",TRUE,TRUE
"10.1101/021501","10.1016/j.celrep.2016.01.043",TRUE,TRUE
"10.1101/115907","10.7554/elife.27347",TRUE,TRUE
"10.1101/090308","10.1098/rsif.2016.0938",TRUE,FALSE
"10.1101/095042","10.1021/acs.jpclett.6b02657",TRUE,FALSE
"10.1101/082693","10.1523/jneurosci.3413-16.2017",TRUE,FALSE
"10.1101/074658","10.1007/s00429-017-1396-0",TRUE,FALSE
"10.1101/020099","10.1016/j.humimm.2015.11.017",TRUE,FALSE
"10.1101/007088","10.1093/bioinformatics/btv488",TRUE,FALSE
"10.1101/020891","10.1016/j.cels.2015.08.013",TRUE,FALSE
"10.1101/062661","10.1038/srep40094",TRUE,TRUE
"10.1101/062091","10.12688/f1000research.9211.1",TRUE,TRUE
"10.1101/039214","10.3389/fgene.2016.00210",TRUE,TRUE
"10.1101/005363","10.1111/evo.12621",TRUE,FALSE
"10.1101/068767","10.1073/pnas.1607674113",TRUE,FALSE
"10.1101/014787","10.1073/pnas.1416533112",TRUE,FALSE
"10.1101/129171","10.1523/eneuro.0154-17.2017",TRUE,TRUE
"10.1101/059550","10.1186/s12859-016-1230-3",TRUE,TRUE
"10.1101/050443","10.1016/j.humimm.2016.05.002",TRUE,FALSE
"10.1101/061986","10.1083/jcb.201702188",TRUE,FALSE
"10.1101/155432","10.1038/s41598-017-17114-6",TRUE,TRUE
"10.1101/172775","10.3389/fmicb.2017.02481",TRUE,TRUE
"10.1101/141705","10.3389/fpls.2017.01711",TRUE,TRUE
"10.1101/127613","10.1038/nmeth.4403",TRUE,FALSE
"10.1101/124867","10.7554/elife.27819",TRUE,TRUE
"10.1101/111575","10.1098/rsos.170949",TRUE,TRUE
"10.1101/043729","10.1098/rspb.2017.0722",TRUE,FALSE
"10.1101/066738","10.1038/ncomms15824",TRUE,TRUE
"10.1101/111781","10.7554/elife.26577",TRUE,TRUE
"10.1101/018465","10.1186/s13059-015-0834-7",TRUE,TRUE
"10.1101/020388","10.1186/s13073-015-0191-x",TRUE,TRUE
"10.1101/041434","10.1371/journal.pgen.1006421",TRUE,TRUE
"10.1101/049130","10.1126/science.aaf7613",TRUE,FALSE
"10.1101/041327","10.1371/journal.pmed.1002055",TRUE,TRUE
"10.1101/179333","10.1088/1478-3975/aaa277",TRUE,FALSE
"10.1101/005231","10.1111/gtc.12190",TRUE,FALSE
"10.1101/061770","10.1186/s12864-016-2877-x",TRUE,TRUE
"10.1101/207381","10.18632/aging.101352",TRUE,FALSE
"10.1101/189183","10.1093/nar/gkx870",TRUE,TRUE
"10.1101/171736","10.1016/j.phrs.2017.11.036",TRUE,FALSE
"10.1101/155341","10.1063/1.4994561",TRUE,FALSE
"10.1101/102806","10.15252/embj.201796585",TRUE,FALSE
"10.1101/135384","10.1073/pnas.1707609114",TRUE,FALSE
"10.1101/135814","10.1093/nar/gkx607",TRUE,TRUE
"10.1101/141655","10.1261/rna.062208.117",TRUE,FALSE
"10.1101/127274","10.1534/g3.117.1120",TRUE,TRUE
"10.1101/100958","10.1186/s13059-017-1285-0",TRUE,TRUE
"10.1101/128272","10.1016/j.ajhg.2017.07.013",TRUE,FALSE
"10.1101/136101","10.1016/j.jmb.2017.06.016",FALSE,FALSE
"10.1101/021733","10.1093/biostatistics/kxw044",TRUE,FALSE
"10.1101/104547","10.1016/j.nicl.2017.04.027",TRUE,TRUE
"10.1101/072512","10.7717/peerj.3241",TRUE,TRUE
"10.1101/081612","10.1093/gbe/evw306",TRUE,TRUE
"10.1101/066258","10.7717/peerj.3072",TRUE,TRUE
"10.1101/070797","10.1016/j.ajhg.2017.03.004",TRUE,FALSE
"10.1101/077636","10.1371/journal.pcbi.1005413",TRUE,TRUE
"10.1101/019513","10.1038/ncomms9712",TRUE,TRUE
"10.1101/035758","10.1016/j.molcel.2017.01.023",TRUE,FALSE
"10.1101/051086","10.1038/ncomms14221",TRUE,TRUE
"10.1101/085985","10.1371/journal.ppat.1006194",TRUE,TRUE
"10.1101/077529","10.1186/s12866-017-0939-0",TRUE,TRUE
"10.1101/021519","10.1186/s12936-016-1531-z",TRUE,TRUE
"10.1101/188458","10.1093/nar/gkx1252",TRUE,TRUE
"10.1101/120360","10.1111/jeb.13234",FALSE,FALSE
"10.1101/147611","10.1038/s41467-017-02416-0",TRUE,TRUE
"10.1101/040717","10.1073/pnas.1601982113",TRUE,FALSE
"10.1101/034462","10.7717/peerj.2098",TRUE,TRUE
"10.1101/152942","10.1039/c7sm01396e",FALSE,FALSE
"10.1101/143040","10.1186/s13059-017-1356-2",TRUE,TRUE
"10.1101/150243","10.1016/j.cub.2017.10.061",TRUE,FALSE
"10.1101/199802","10.3389/fmars.2017.00401",TRUE,TRUE
"10.1101/063727","10.1093/nar/gkx574",TRUE,TRUE
"10.1101/150037","10.1242/jcs.207423",TRUE,FALSE
"10.1101/133454","10.3389/fnins.2017.00573",TRUE,TRUE
"10.1101/086983","10.1016/j.brainres.2017.09.011",TRUE,FALSE
"10.1101/028886","10.1038/nature17661",TRUE,FALSE
"10.1101/051938","10.1093/nar/gkx267",TRUE,TRUE
"10.1101/140830","10.1016/j.nicl.2017.08.003",TRUE,TRUE
"10.1101/122374","10.1016/j.cels.2017.06.006",TRUE,FALSE
"10.1101/117812","10.1371/journal.pbio.2001414",TRUE,TRUE
"10.1101/081281","10.1186/s12870-017-1059-6",TRUE,TRUE
"10.1101/013607","10.1534/genetics.115.178327",TRUE,FALSE
"10.1101/030049","10.12688/f1000research.7485.1",TRUE,TRUE
"10.1101/007237","10.7554/elife.05856",TRUE,TRUE
"10.1101/011502","10.1101/gr.187237.114",TRUE,FALSE
"10.1101/019117","10.1038/sdata.2015.23",TRUE,TRUE
"10.1101/011593","10.1111/mec.13154",FALSE,FALSE
"10.1101/064253","10.1128/mbio.01516-16",TRUE,TRUE
"10.1101/060962","10.1016/j.molcel.2016.07.023",TRUE,FALSE
"10.1101/067462","10.1371/journal.pgen.1006333",TRUE,TRUE
"10.1101/039644","10.1371/journal.pone.0157894",TRUE,TRUE
"10.1101/024562","10.1371/journal.pone.0153692",TRUE,TRUE
"10.1101/100461","10.1093/nar/gkx853",TRUE,TRUE
"10.1101/092304","10.1128/msystems.00063-17",TRUE,TRUE
"10.1101/200824","10.1038/s41598-017-15938-w",TRUE,TRUE
"10.1101/180539","10.1038/s41598-017-16093-y",TRUE,TRUE
"10.1101/157040","10.1038/s41598-017-13712-6",TRUE,TRUE
"10.1101/112433","10.1016/j.cortex.2017.09.020",FALSE,FALSE
"10.1101/163410","10.1186/s12859-017-1787-5",TRUE,TRUE
"10.1101/107078","10.1371/journal.pcbi.1005753",TRUE,TRUE
"10.1101/047589","10.1038/nmicrobiol.2017.116",TRUE,FALSE
"10.1101/034942","10.1016/j.bbapap.2016.03.015",FALSE,FALSE
"10.1101/028043","10.1371/journal.pone.0148710",TRUE,TRUE
"10.1101/141747","10.1534/g3.117.043679",TRUE,TRUE
"10.1101/102533","10.1098/rsif.2017.0034",TRUE,FALSE
"10.1101/087668","10.7554/elife.23629",TRUE,TRUE
"10.1101/100867","10.1002/ece3.3065",TRUE,TRUE
"10.1101/096172","10.1371/journal.pone.0175316",TRUE,TRUE
"10.1101/050096","10.1371/journal.pgen.1006560",TRUE,TRUE
"10.1101/015552","10.1038/nmeth.3444",FALSE,FALSE
"10.1101/078782","10.1534/g3.116.036061",TRUE,TRUE
"10.1101/039883","10.1111/1462-2920.13650",TRUE,FALSE
"10.1101/035931","10.1038/nn.4450",TRUE,FALSE
"10.1101/005728","10.1002/ajmg.b.32311",FALSE,FALSE
"10.1101/056366","10.1104/pp.16.01030",TRUE,FALSE
"10.1101/038505","10.1371/journal.pcbi.1005059",TRUE,TRUE
"10.1101/124610","10.1093/sysbio/syx071",FALSE,FALSE
"10.1101/185850","10.1088/1741-2552/aaa365",TRUE,FALSE
"10.1101/009134","10.7717/peerj.642",TRUE,TRUE
"10.1101/036665","10.1016/j.steroids.2016.06.005",TRUE,FALSE
"10.1101/025452","10.7554/elife.15802",TRUE,TRUE
"10.1101/035527","10.1093/molbev/msw039",TRUE,FALSE
"10.1101/001008","10.15252/msb.20134955",TRUE,TRUE
"10.1101/001255","10.1007/s10750-014-1870-0",FALSE,FALSE
"10.1101/003459","10.1073/pnas.1404354111",TRUE,FALSE
"10.1101/156844","10.7554/elife.28606",TRUE,TRUE
"10.1101/159509","10.1007/s10482-017-0967-7",TRUE,FALSE
"10.1101/091298","10.1016/j.cogpsych.2017.11.002",TRUE,FALSE
"10.1101/032151","10.1099/mgen.0.000064",TRUE,TRUE
"10.1101/101436","10.1016/j.cub.2017.09.056",TRUE,FALSE
"10.1101/083691","10.7554/elife.26117",TRUE,TRUE
"10.1101/042788","10.1098/rspb.2017.1562",TRUE,FALSE
"10.1101/044156","10.1016/j.neuroimage.2016.04.021",FALSE,FALSE
"10.1101/027805","10.2144/000114400",TRUE,TRUE
"10.1101/144527","10.1111/jav.01273",FALSE,FALSE
"10.1101/109132","10.1242/bio.025999",TRUE,TRUE
"10.1101/062679","10.1242/dev.150037",TRUE,FALSE
"10.1101/038380","10.1101/gr.214973.116",TRUE,FALSE
