"PREPRINT_DOI","ARTICLE_DOI","HAS_ALTMETRIC","ALT_SCORE","ALT_TWEETS","ALT_FEEDS","ALT_MSM","ALT_POLICIES","ALT_WIKIPEDIA","ALT_MENDELEY"
"10.1101/141945","10.18632/oncotarget.22015",FALSE,0,0,0,0,0,0,0
"10.1101/141994","10.1038/nmeth.4472",TRUE,29.8,55,0,0,0,0,23
"10.1101/142026","10.1016/j.molcel.2017.08.017",TRUE,1,0,0,0,0,0,92
"10.1101/142042","10.1038/ncb3575",TRUE,395.116,49,7,41,0,0,120
"10.1101/142059","10.1093/molbev/msx267",TRUE,19.38,21,1,0,0,0,61
"10.1101/142075","10.1016/j.jviromet.2017.08.004",FALSE,0,0,0,0,0,0,0
"10.1101/142141","10.1021/acs.biochem.7b00804",TRUE,3.6,4,0,0,0,0,14
"10.1101/142174","10.3389/fphys.2017.00524",TRUE,0.25,1,0,0,0,0,17
"10.1101/142190","10.1186/s12898-017-0155-7",TRUE,7.836,1,1,0,0,0,14
"10.1101/142224","10.1073/pnas.1703109114",TRUE,5.2,6,0,0,0,0,23
"10.1101/142232","10.1016/j.cell.2017.07.042",TRUE,224.25,137,1,19,0,0,259
"10.1101/142257","10.1093/bioinformatics/btx389",TRUE,2.5,5,0,0,0,0,23
"10.1101/142323","10.1093/molbev/msx284",TRUE,10.6,24,0,0,0,0,33
"10.1101/142356","10.1111/1755-0998.12707",TRUE,0.5,0,0,0,0,0,7
"10.1101/142380","10.1091/mbc.e17-01-0060",TRUE,3,5,0,0,0,0,42
"10.1101/142414","10.1083/jcb.201708122",TRUE,16.65,36,0,0,0,0,39
"10.1101/142448","10.1016/j.ajhg.2017.07.001",TRUE,2,4,0,0,0,0,18
"10.1101/142505","10.1128/msphere.00287-17",TRUE,19.4,41,0,0,0,0,50
"10.1101/142521","10.1007/s11538-017-0352-8",TRUE,8.33,5,1,0,0,0,7
"10.1101/142596","10.1007/s11032-017-0698-5",TRUE,0.25,1,0,0,0,0,11
"10.1101/142620","10.1016/j.jtho.2017.12.003",FALSE,0,0,0,0,0,0,0
"10.1101/142729","10.15252/msb.20177754",TRUE,71,116,0,0,0,0,76
"10.1101/142745","10.1073/pnas.1617467114",TRUE,212.82,13,1,24,0,0,121
"10.1101/142752","10.1242/jcs.210013",TRUE,0.75,1,0,0,0,0,2
"10.1101/142778","10.1115/1.4037947",FALSE,0,0,0,0,0,0,0
"10.1101/142786","10.1016/j.cortex.2017.12.010",FALSE,0,0,0,0,0,0,0
"10.1101/142810","10.1007/s00425-017-2718-4",TRUE,0.5,1,0,0,0,0,26
"10.1101/142828","10.1111/evo.13274",TRUE,47.1,26,0,4,0,0,43
"10.1101/142976","10.1016/j.bpj.2017.08.060",TRUE,16.43,17,1,0,0,0,30
"10.1101/143008","10.1152/jn.00193.2017",TRUE,1.25,0,0,0,0,0,5
"10.1101/143040","10.1186/s13059-017-1375-z",TRUE,1,4,0,0,0,0,29
"10.1101/143073","10.1371/journal.pcbi.1005741",TRUE,3.35,8,0,0,0,0,32
"10.1101/143164","10.1073/pnas.1716015114",TRUE,62.25,3,0,8,0,0,28
"10.1101/143339","10.1016/j.ydbio.2017.07.016",FALSE,0,0,0,0,0,0,0
"10.1101/143396","10.1007/s10910-017-0808-y",FALSE,0,0,0,0,0,0,0
"10.1101/143404","10.1186/s12864-017-4264-7",TRUE,2.6,4,0,0,0,0,20
"10.1101/143529","10.1111/nph.14748",TRUE,53.8,93,0,0,0,0,99
"10.1101/143578","10.1111/1462-2920.13820",TRUE,9.18,3,1,0,0,0,38
"10.1101/143586","10.1534/genetics.117.300310",TRUE,7.1,15,0,0,0,0,30
"10.1101/143594","10.1016/j.jtbi.2017.11.013",FALSE,0,0,0,0,0,0,0
"10.1101/143651","10.1534/genetics.117.300527",TRUE,9.4,17,0,0,0,0,10
"10.1101/143693","10.1534/genetics.112.145805",TRUE,3.6,5,0,0,0,0,64
"10.1101/143818","10.1007/s11306-017-1251-6",FALSE,0,0,0,0,0,0,0
"10.1101/143925","10.1002/prot.25393",TRUE,1.5,1,0,0,0,0,45
"10.1101/143966","10.1038/nmeth.4466",TRUE,48.6,36,0,4,0,0,245
"10.1101/144022","10.1073/pnas.1706885114",TRUE,0.75,2,0,0,0,0,17
"10.1101/144089","10.1186/s12864-017-4297-y",TRUE,0.25,1,0,0,0,0,14
"10.1101/144204","10.1016/j.bbrc.2017.05.091",TRUE,0.25,1,0,0,0,0,6
"10.1101/144220","10.1128/mbio.01421-17",TRUE,22.504,23,2,0,0,0,36
"10.1101/144287","10.1093/gbe/evx202",TRUE,8.05,15,0,0,0,0,25
"10.1101/144352","10.1016/j.jaci.2017.08.045",TRUE,0.25,1,0,0,0,0,0
"10.1101/144360","10.1242/jcs.200782",TRUE,7.3,9,0,0,0,0,14
"10.1101/144436","10.1021/acschemneuro.7b00107",TRUE,7,0,0,1,0,0,14
"10.1101/144501","10.1038/nmeth.4470",TRUE,97.76,18,1,11,0,0,59
"10.1101/144527","10.1111/jav.01337",TRUE,7.1,14,0,0,0,0,16
"10.1101/144543","10.1016/j.cognition.2017.12.011",TRUE,9.65,17,0,0,0,0,74
"10.1101/144600","10.1128/msystems.00032-17",TRUE,5.95,10,0,0,0,0,15
"10.1101/144774","10.1158/0008-5472.can-17-0240",TRUE,2,4,0,0,0,0,20
"10.1101/144790","10.1128/aem.02264-17",TRUE,132.4,214,0,0,0,0,112
"10.1101/144808","10.1074/mcp.tir117.000152",TRUE,1.5,3,0,0,0,0,25
"10.1101/144816","10.1093/jamia/ocx109",TRUE,5.45,8,0,0,0,0,53
"10.1101/144857","10.1016/j.jid.2017.08.004",TRUE,3.75,8,0,0,0,0,24
"10.1101/144907","10.1371/journal.ppat.1006684",TRUE,55.78,12,1,6,0,0,55
"10.1101/144923","10.1073/pnas.1712881114",TRUE,0.5,2,0,0,0,0,21
"10.1101/145011","10.1080/15592324.2017.1345404",TRUE,0.75,3,0,0,0,0,36
"10.1101/145045","10.1016/j.cell.2017.10.040",TRUE,29,52,0,0,0,0,140
"10.1101/145086","10.1073/pnas.1711536114",TRUE,5.45,8,0,0,0,0,32
"10.1101/145094","10.1534/genetics.117.300207",FALSE,0,0,0,0,0,0,0
"10.1101/145136","10.1139/cjc-2017-0318",FALSE,0,0,0,0,0,0,0
"10.1101/145185","10.1063/1.4993492",TRUE,0.25,1,0,0,0,0,5
"10.1101/145193","10.13110/humanbiology.89.1.03",TRUE,1.25,2,0,0,0,0,5
"10.1101/145227","10.1002/bit.26488",FALSE,0,0,0,0,0,0,0
"10.1101/145243","10.1111/evo.13411",TRUE,4.1,8,0,0,0,0,12
"10.1101/145276","10.1016/j.bbrc.2017.07.158",FALSE,0,0,0,0,0,0,0
"10.1101/145425","10.1021/acs.jafc.7b03646",TRUE,5.08,0,1,0,0,0,6
"10.1101/145433","10.1099/mic.0.000561",TRUE,1,2,0,0,0,0,9
"10.1101/145623","10.1016/j.ydbio.2017.09.004",TRUE,7.25,1,1,0,0,0,17
"10.1101/145631","10.1371/journal.pcbi.1005741",TRUE,3.35,8,0,0,0,0,32
"10.1101/145680","10.1371/journal.pcbi.1005843",TRUE,6.75,16,0,0,0,0,27
"10.1101/145722","10.1021/acs.analchem.7b01635",TRUE,3,8,0,0,0,0,7
"10.1101/145821","10.1088/1478-3975/aa7869",TRUE,1.25,4,0,0,0,0,34
"10.1101/145888","10.1007/s10519-017-9883-x",FALSE,0,0,0,0,0,0,0
"10.1101/145938","10.1186/s12859-017-1915-2",TRUE,0.25,1,0,0,0,0,31
"10.1101/145961","10.1111/ahg.12210",FALSE,0,0,0,0,0,0,0
"10.1101/146100","10.1186/s13059-017-1350-8",TRUE,98.63,12,2,11,0,0,33
"10.1101/146142","10.1098/rspb.2017.0656",TRUE,10.65,20,0,0,0,0,25
"10.1101/146159","10.1016/j.steroids.2017.11.003",FALSE,0,0,0,0,0,0,0
"10.1101/146183","10.3201/eid2401.170504",TRUE,5,9,0,0,0,0,6
"10.1101/146225","10.1016/j.bpj.2017.08.010",FALSE,0,0,0,0,0,0,0
"10.1101/146266","10.1128/msphere.00394-17",TRUE,3,8,0,0,0,0,5
"10.1101/146373","10.1073/pnas.1710465114",TRUE,1273.56,970,28,51,3,0,832
"10.1101/146464","10.1016/j.bpj.2017.04.056",TRUE,6.7,13,0,0,0,0,72
"10.1101/146563","10.1016/j.aca.2017.07.027",TRUE,1.25,4,0,0,0,0,16
"10.1101/146613","10.1016/j.jpain.2017.11.011",TRUE,9.45,16,0,0,0,0,37
"10.1101/146654","10.1016/j.parint.2017.09.012",TRUE,0.25,1,0,0,0,0,10
"10.1101/146704","10.1186/s13059-017-1362-4",TRUE,73.366,97,2,1,0,1,168
"10.1101/146712","10.1242/dev.148429",TRUE,0.25,1,0,0,0,0,17
"10.1101/146803","10.1590/0074-02760170169",TRUE,0.5,1,0,0,0,0,22
"10.1101/146878","10.1016/j.neuroimage.2017.11.022",TRUE,5.55,8,0,0,0,0,45
"10.1101/146886","10.1111/1462-2920.13899",TRUE,2.1,4,0,0,0,0,10
"10.1101/146985","10.1016/j.cels.2017.11.010",TRUE,3.5,5,0,0,0,0,35
"10.1101/147082","10.1016/j.bbrc.2017.06.015",TRUE,0.5,2,0,0,0,0,7
"10.1101/147108","10.1186/s13073-017-0508-z",TRUE,6.7,12,0,0,0,0,60
"10.1101/147132","10.1128/aem.01251-17",TRUE,2.25,5,0,0,0,0,12
"10.1101/147215","10.1016/j.neuroimage.2017.12.094",TRUE,3.85,8,0,0,0,0,30
"10.1101/147231","10.1002/pro.3342",FALSE,0,0,0,0,0,0,0
"10.1101/147256","10.1016/j.indcrop.2017.09.009",FALSE,0,0,0,0,0,0,0
"10.1101/147264","10.1016/j.cell.2017.10.033",TRUE,506.572,723,4,12,0,1,1110
"10.1101/147421","10.1016/j.immuni.2017.07.013",TRUE,47.772,21,1,4,0,0,38
"10.1101/147470","10.1093/bioinformatics/btx619",TRUE,1,3,0,0,0,0,12
"10.1101/147595","10.1091/mbc.e17-02-0093",FALSE,0,0,0,0,0,0,0
"10.1101/147678","10.1007/s11538-017-0310-5",FALSE,0,0,0,0,0,0,0
"10.1101/147819","10.1093/pcp/pcx140",TRUE,1.35,2,0,0,0,0,16
"10.1101/147884","10.1158/0008-5472.can-17-1435",TRUE,0.25,1,0,0,0,0,26
"10.1101/148205","10.1016/j.str.2017.07.019",TRUE,40.5,6,0,5,0,0,29
"10.1101/148221","10.1038/s41522-017-0043-0",TRUE,17.63,19,1,0,0,0,45
"10.1101/148296","10.1093/gigascience/gix089",TRUE,12.08,8,1,0,0,0,32
"10.1101/148304","10.3354/meps12226",FALSE,0,0,0,0,0,0,0
"10.1101/148320","10.1128/jb.00330-17",TRUE,5.35,5,0,0,0,1,9
"10.1101/148338","10.1016/j.jbiotec.2017.09.019",FALSE,0,0,0,0,0,0,0
"10.1101/148346","10.1016/j.bpj.2017.09.033",TRUE,1,1,0,0,0,0,10
"10.1101/148403","10.1038/ng.3958",TRUE,30.5,54,0,0,0,0,117
"10.1101/148502","10.1016/j.neuroimage.2017.10.064",TRUE,2.1,4,0,0,0,0,43
"10.1101/148577","10.1073/pnas.1711625114",TRUE,11.33,8,1,0,0,0,28
"10.1101/148742","10.1369/0022155417718542",TRUE,1.25,3,0,0,0,0,20
"10.1101/148809","10.1128/aac.01904-17",TRUE,9.5,2,0,1,0,0,14
"10.1101/149005","10.1371/journal.pgen.1007043",TRUE,2.25,4,0,0,0,0,21
"10.1101/149062","10.1073/pnas.1716614114",TRUE,18.15,14,0,1,0,0,21
"10.1101/149120","10.1093/sysbio/syx073",TRUE,39.55,70,0,0,0,0,41
"10.1101/149138","10.15252/embj.201696164",TRUE,5.35,12,0,0,0,0,46
"10.1101/149179","10.1111/mec.14257",FALSE,0,0,0,0,0,0,0
"10.1101/149203","10.1038/s41477-017-0067-8",TRUE,36.022,41,1,1,0,0,86
"10.1101/149351","10.1091/mbc.e17-08-0502",TRUE,0.75,2,0,0,0,0,11
"10.1101/149369","10.1038/sdata.2017.193",TRUE,48.93,78,1,0,0,0,104
"10.1101/149518","10.4049/jimmunol.1601798",TRUE,2,4,0,0,0,0,10
"10.1101/149716","10.1016/j.ymben.2017.11.002",TRUE,6.7,11,0,0,0,0,33
"10.1101/149740","10.1093/nar/gkx1100",TRUE,2,2,0,0,0,0,12
"10.1101/149815","10.1142/s0217979217502253",FALSE,0,0,0,0,0,0,0
"10.1101/149823","10.1016/j.chembiol.2017.10.010",TRUE,30.33,30,1,1,0,0,102
"10.1101/149948","10.1186/s12859-017-1883-6",TRUE,9.18,5,1,0,0,0,18
"10.1101/149963","10.1016/j.jtbi.2017.09.015",TRUE,0.5,1,0,0,0,0,7
"10.1101/149971","10.1099/mic.0.000510",TRUE,0.5,1,0,0,0,0,7
"10.1101/150037","10.1242/jcs.201657",TRUE,2,3,0,0,0,0,22
"10.1101/150078","10.1128/msphere.00357-17",TRUE,5.1,10,0,0,0,0,21
"10.1101/150102","10.1242/jeb.164400",TRUE,5.272,0,1,0,0,0,27
"10.1101/150110","10.1373/clinchem.2017.280354",FALSE,0,0,0,0,0,0,0
"10.1101/150227","10.1038/s41564-017-0053-y",TRUE,101.33,177,1,0,0,1,207
"10.1101/150367","10.1091/mbc.e17-04-0253",TRUE,2.25,5,0,0,0,0,27
"10.1101/150474","10.1007/s10822-017-0086-6",TRUE,1,2,0,0,0,0,8
"10.1101/150581","10.1093/nar/gkx776",TRUE,7.2,12,0,0,0,0,35
"10.1101/150714","10.1128/mcb.00253-17",TRUE,3,7,0,0,0,0,13
"10.1101/150722","10.1002/yea.3278",TRUE,10.15,16,0,0,0,0,112
"10.1101/150755","10.1016/j.molp.2017.09.004",TRUE,1,2,0,0,0,0,23
"10.1101/150789","10.1073/pnas.1713885114",TRUE,90.894,35,2,6,0,0,87
"10.1101/150813","10.1091/mbc.e17-07-0451",TRUE,6,10,0,0,0,0,14
"10.1101/150854","10.1534/g3.117.300216",TRUE,13.45,31,0,0,0,0,58
"10.1101/150862","10.1534/genetics.117.300207",FALSE,0,0,0,0,0,0,0
"10.1101/151167","10.1534/g3.117.300213",FALSE,0,0,0,0,0,0,0
"10.1101/151175","10.1073/pnas.1703421114",TRUE,4,9,0,0,0,0,69
"10.1101/151191","10.1091/mbc.e17-03-0141",TRUE,1.25,3,0,0,0,0,3
"10.1101/151282","10.3389/fmicb.2017.02485",TRUE,29.08,30,1,0,0,1,38
"10.1101/151290","10.1093/hmg/ddx369",TRUE,6.9,10,0,0,0,0,10
"10.1101/151316","10.1099/mic.0.000576",FALSE,0,0,0,0,0,0,0
"10.1101/151639","10.1186/s12859-017-1945-9",TRUE,1.5,5,0,0,0,0,14
"10.1101/151662","10.1073/pnas.1619583114",TRUE,31.08,37,1,0,0,0,30
"10.1101/151670","10.1091/mbc.e17-06-0377",TRUE,2.25,3,0,0,0,0,28
"10.1101/151761","10.1111/tra.12538",TRUE,79.38,36,3,4,0,0,47
"10.1101/151878","10.1088/1361-6463/aa8ddb",FALSE,0,0,0,0,0,0,0
"10.1101/151894","10.1534/genetics.117.201434",TRUE,1.25,3,0,0,0,0,8
"10.1101/151944","10.1002/jez.b.22761",TRUE,3.5,6,0,0,0,0,17
"10.1101/151977","10.1038/nmeth.4505",TRUE,41.08,60,1,0,0,0,94
"10.1101/152017","10.1007/s13253-017-0293-6",FALSE,0,0,0,0,0,0,0
"10.1101/152074","10.1242/dev.150516",FALSE,0,0,0,0,0,0,0
"10.1101/152140","10.1371/journal.pgen.1006883",TRUE,14.3,26,0,0,0,0,53
"10.1101/152173","10.1091/mbc.e17-04-0252",TRUE,2.25,3,0,0,0,0,9
"10.1101/152280","10.2807/1560-7917.es.2017.22.28.30571",TRUE,2.2,3,0,0,0,0,13
"10.1101/152348","10.1074/jbc.ra117.000197",FALSE,0,0,0,0,0,0,0
"10.1101/152355","10.1186/s12859-017-1819-1",TRUE,8.93,4,1,0,0,0,15
"10.1101/152389","10.1016/j.neuroimage.2017.10.024",TRUE,7.65,14,0,0,0,0,43
"10.1101/152447","10.1186/s12859-017-1924-1",TRUE,1.25,5,0,0,0,0,21
"10.1101/152546","10.1016/j.neuroimage.2017.11.048",TRUE,2,5,0,0,0,0,7
"10.1101/152645","10.1016/j.cell.2017.09.002",TRUE,99.55,53,1,9,0,0,112
"10.1101/152660","10.1073/pnas.1707505115",TRUE,181.65,142,1,10,0,0,72
"10.1101/152686","10.1016/j.ijms.2017.08.017",TRUE,3.55,6,0,0,0,0,4
"10.1101/152702","10.1093/gigascience/gix085",TRUE,70.95,131,0,0,0,0,86
"10.1101/152736","10.1126/scisignal.aam5353",TRUE,37.574,57,1,0,0,0,42
"10.1101/152785","10.15252/embr.201744046",TRUE,1.5,3,0,0,0,0,11
"10.1101/152835","10.1093/hmg/ddx384",TRUE,0.5,2,0,0,0,0,14
"10.1101/152926","10.1186/s12936-017-2054-y",TRUE,3.7,6,0,0,0,0,11
"10.1101/152934","10.1021/acssynbio.7b00255",TRUE,1,3,0,0,0,0,24
"10.1101/152942","10.1039/c7sm01561e",TRUE,0.75,2,0,0,0,0,3
"10.1101/152991","10.1261/rna.063040.117",TRUE,12.6,4,0,1,0,0,28
"10.1101/153148","10.1016/j.gene.2017.12.011",TRUE,0.5,1,0,0,0,0,1
"10.1101/153353","10.1074/jbc.m117.801670",TRUE,1,3,0,0,0,0,12
"10.1101/153437","10.1016/j.devcel.2017.11.024",TRUE,15.85,27,0,0,0,0,12
"10.1101/153478","10.1073/pnas.1714877115",TRUE,14.22,11,1,0,0,0,42
"10.1101/153510","10.1242/jcs.208520",FALSE,0,0,0,0,0,0,0
"10.1101/153825","10.18632/oncotarget.21987",FALSE,0,0,0,0,0,0,0
"10.1101/153916","10.1093/molbev/msx282",TRUE,3.25,7,0,0,0,0,37
"10.1101/153932","10.18632/oncotarget.21585",FALSE,0,0,0,0,0,0,0
"10.1101/154021","10.1016/j.chom.2017.11.005",TRUE,70.85,21,0,8,0,0,42
"10.1101/154096","10.1016/j.molcel.2017.10.013",TRUE,14.65,31,0,0,0,0,101
"10.1101/154104","10.1111/pce.13084",TRUE,4.9,6,0,0,0,0,48
"10.1101/154112","10.1016/j.str.2017.10.005",TRUE,2.75,4,0,0,0,0,9
"10.1101/154138","10.1073/pnas.1619288114",TRUE,145.15,18,1,15,0,2,51
"10.1101/154161","10.1016/j.actbio.2017.09.017",FALSE,0,0,0,0,0,0,0
"10.1101/154179","10.1007/s00248-017-1097-5",TRUE,2.5,5,0,0,0,0,11
"10.1101/154211","10.1093/bioinformatics/btx533",TRUE,9.8,17,0,0,0,0,24
"10.1101/154229","10.1073/pnas.1707635114",TRUE,22.7,41,0,0,0,0,92
"10.1101/154237","10.1016/j.cell.2017.08.017",TRUE,21.35,40,0,0,0,0,93
"10.1101/154294","10.1126/science.aan4428",TRUE,72.88,109,1,1,0,0,133
"10.1101/154344","10.1242/dmm.030536",TRUE,27.25,4,0,3,0,0,32
"10.1101/154351","10.1073/pnas.1712827114",TRUE,0.25,1,0,0,0,0,28
"10.1101/154476","10.1016/j.molcel.2017.11.012",TRUE,105.33,48,1,10,0,0,112
"10.1101/154500","10.1016/j.ydbio.2017.06.015",TRUE,2,5,0,0,0,0,12
"10.1101/154518","10.3389/fnmol.2017.00262",TRUE,1.6,4,0,0,0,0,14
"10.1101/154609","10.12688/wellcomeopenres.12594.1",TRUE,15.85,24,0,0,0,0,0
"10.1101/154666","10.1091/mbc.e17-03-0172",TRUE,0.75,2,0,0,0,0,8
"10.1101/154724","10.1093/gigascience/gix108",TRUE,9.85,14,0,0,0,1,22
"10.1101/154781","10.3389/fmicb.2017.02281",FALSE,0,0,0,0,0,0,0
"10.1101/154856","10.1371/journal.pgen.1006953",TRUE,15.5,10,0,1,0,1,30
"10.1101/154872","10.1186/s13068-017-0931-9",FALSE,0,0,0,0,0,0,0
"10.1101/154898","10.1002/hbm.23721",TRUE,14.65,28,0,0,0,0,23
"10.1101/154948","10.1016/j.biomaterials.2017.07.038",TRUE,0.25,1,0,0,0,0,5
"10.1101/154989","10.1016/j.ajhg.2017.09.001",TRUE,14.5,28,0,0,0,0,53
"10.1101/154997","10.1091/mbc.e17-03-0137",FALSE,0,0,0,0,0,0,0
"10.1101/155010","10.1016/j.immuni.2017.10.013",TRUE,24.95,48,0,0,0,0,26
"10.1101/155044","10.1016/j.molcel.2017.11.012",TRUE,105.33,48,1,10,0,0,112
"10.1101/155135","10.1093/bioinformatics/btx615",FALSE,0,0,0,0,0,0,0
"10.1101/155143","10.1093/nar/gkx562",TRUE,2.25,4,0,0,0,0,27
"10.1101/155168","10.3748/wjg.v23.i45.8062",FALSE,0,0,0,0,0,0,0
"10.1101/155192","10.1186/s13099-017-0209-6",TRUE,1.6,3,0,0,0,0,12
"10.1101/155234","10.1128/aem.01013-17",FALSE,0,0,0,0,0,0,0
"10.1101/155275","10.1021/acs.jctc.7b00645",TRUE,1.25,4,0,0,0,0,15
"10.1101/155333","10.1016/j.cels.2017.08.015",TRUE,58.772,9,1,7,0,0,66
"10.1101/155341","10.1063/1.4989495",FALSE,0,0,0,0,0,0,0
"10.1101/155457","10.1371/journal.ppat.1006524",TRUE,26,20,2,0,0,0,38
"10.1101/155499","10.1242/jeb.169714",TRUE,39.18,33,1,1,0,0,20
"10.1101/155507","10.1534/g3.117.300124",TRUE,11,18,0,0,0,0,24
"10.1101/155788","10.1016/j.psyneuen.2017.12.010",TRUE,0.25,1,0,0,0,0,17
"10.1101/155820","10.1093/gbe/evx225",TRUE,1,3,0,0,0,0,12
"10.1101/155887","10.1084/jem.20160999",TRUE,13.9,21,0,0,0,0,77
"10.1101/155895","10.1021/acs.analchem.7b01013",TRUE,0.25,1,0,0,0,0,22
"10.1101/155903","10.1038/s41559-017-0417-y",TRUE,1191.324,398,8,108,1,4,106
"10.1101/155929","10.1016/j.cell.2017.11.041",TRUE,99.75,123,0,4,0,0,111
"10.1101/155937","10.1021/acs.nanolett.7b04114",TRUE,4.85,7,0,0,0,0,30
"10.1101/155978","10.1016/j.cell.2017.07.032",TRUE,575.334,228,6,52,0,0,291
"10.1101/156018","10.1002/eap.1610",TRUE,25.55,43,0,0,0,0,44
"10.1101/156182","10.1063/1.5000578",TRUE,0.25,1,0,0,0,0,4
"10.1101/156232","10.1534/genetics.117.1124",FALSE,0,0,0,0,0,0,0
"10.1101/156349","10.1038/nbt.3955",TRUE,20.6,27,0,1,0,0,96
"10.1101/156380","10.1016/j.neuroimage.2017.11.057",TRUE,4.35,8,0,0,0,0,44
"10.1101/156430","10.1016/j.evolhumbehav.2017.12.005",TRUE,10.4,19,0,0,0,0,27
"10.1101/156539","10.1534/g3.117.300123",TRUE,1.5,2,0,0,0,0,30
"10.1101/156547","10.1158/0008-5472.can-16-2072",TRUE,71,0,1,9,0,0,37
"10.1101/156554","10.1534/genetics.117.300093",TRUE,17.53,19,1,0,0,0,11
"10.1101/156562","10.1016/j.jcmgh.2017.11.015",TRUE,0.75,1,0,0,0,0,17
"10.1101/156620","10.1186/s12859-017-1908-1",TRUE,0.75,3,0,0,0,0,10
"10.1101/156687","10.1371/journal.pcbi.1005616",TRUE,51.7,88,0,0,0,1,53
"10.1101/156695","10.1016/j.compbiolchem.2017.10.013",FALSE,0,0,0,0,0,0,0
"10.1101/156778","10.1073/pnas.1710238114",TRUE,10.97,3,1,0,0,0,23
"10.1101/156828","10.1261/rna.063776.117",TRUE,12.35,6,0,1,0,0,10
"10.1101/156919","10.1186/s13059-017-1310-3",TRUE,6.95,13,0,0,0,0,40
"10.1101/156943","10.1074/mcp.ra117.000425",TRUE,33.75,4,0,4,0,0,36
"10.1101/157008","10.3389/fmars.2017.00394",TRUE,16.2,30,0,0,0,0,27
"10.1101/157024","10.1186/s12910-017-0236-3",FALSE,0,0,0,0,0,0,0
"10.1101/157115","10.1016/j.neuroimage.2017.08.009",TRUE,14.4,28,0,0,0,0,55
"10.1101/157180","10.3389/fncel.2017.00307",TRUE,1,4,0,0,0,0,22
"10.1101/157354","10.1371/journal.pgen.1006991",TRUE,1.75,4,0,0,0,0,12
"10.1101/157529","10.18632/oncotarget.21370",FALSE,0,0,0,0,0,0,0
"10.1101/157610","10.1534/g3.117.300224",TRUE,14.33,8,1,0,0,1,20
"10.1101/157727","10.1126/science.aan8433",TRUE,667.026,323,15,48,0,1,250
"10.1101/157743","10.1128/msphere.00488-17",TRUE,45.88,71,1,0,0,0,97
"10.1101/157834","10.1371/journal.pcbi.1005747",TRUE,3.75,10,0,0,0,0,18
"10.1101/157867","10.1534/g3.117.300318",TRUE,7.58,1,1,0,0,0,7
"10.1101/157917","10.1002/hbm.23883",TRUE,0.75,2,0,0,0,0,15
"10.1101/158089","10.1016/j.cyto.2017.09.019",TRUE,0.75,2,0,0,0,0,11
"10.1101/158105","10.1016/j.ijpddr.2017.11.002",TRUE,1,2,0,0,0,0,10
"10.1101/158147","10.1186/s13321-017-0251-x",TRUE,4.25,7,0,0,0,0,19
"10.1101/158204","10.1093/infdis/jix622",TRUE,2.5,3,0,0,0,0,16
"10.1101/158238","10.1002/gcc.22513",FALSE,0,0,0,0,0,0,0
"10.1101/158303","10.1371/journal.pgen.1007110",TRUE,1.75,5,0,0,0,0,30
"10.1101/158402","10.1016/j.cell.2017.07.013",TRUE,218.348,97,11,14,0,0,588
"10.1101/158576","10.1038/ismej.2017.165",TRUE,10.83,8,1,0,0,0,112
"10.1101/158741","10.1167/17.11.9",TRUE,1.25,3,0,0,0,0,8
"10.1101/158766","10.18632/oncotarget.19974",TRUE,0.25,0,0,0,0,0,10
"10.1101/158881","10.1128/mbio.01602-17",TRUE,9.75,13,0,0,0,1,13
"10.1101/158899","10.1186/s12915-017-0439-6",TRUE,37.25,44,0,1,0,0,56
"10.1101/158907","10.1534/genetics.117.300581",TRUE,5.2,12,0,0,0,0,5
"10.1101/159111","10.1093/gigascience/gix093",TRUE,16.25,10,0,1,0,0,21
"10.1101/159145","10.1534/g3.117.300290",TRUE,1.75,5,0,0,0,0,10
"10.1101/159210","10.1111/jeb.13226",TRUE,9.65,18,0,0,0,0,14
"10.1101/159368","10.3389/fimmu.2017.01820",TRUE,1.25,4,0,0,0,0,21
"10.1101/159475","10.1007/s10482-017-0946-z",FALSE,0,0,0,0,0,0,0
"10.1101/159509","10.1007/s10482-017-0969-5",FALSE,0,0,0,0,0,0,0
"10.1101/159640","10.1073/pnas.1700035114",TRUE,1021.174,613,16,55,0,1,310
"10.1101/159731","10.1371/journal.pcbi.1005903",TRUE,1.5,5,0,0,0,0,25
"10.1101/159871","10.1111/acer.13471",TRUE,53.6,4,0,7,0,0,16
"10.1101/159988","10.1021/acssynbio.7b00208",TRUE,0.5,2,0,0,0,0,17
"10.1101/160119","10.1001/jamapsychiatry.2017.3582",TRUE,199.45,125,1,14,0,0,55
"10.1101/160218","10.1002/ajpa.23341",TRUE,4.35,10,0,0,0,0,22
"10.1101/160226","10.1111/jeb.13190",TRUE,6.5,8,0,0,0,1,10
"10.1101/160242","10.1002/prot.25368",TRUE,0.75,2,0,0,0,0,3
"10.1101/160416","10.1002/art.40348",TRUE,3.45,4,0,0,0,0,10
"10.1101/160465","10.1016/j.jbi.2017.12.015",TRUE,3.35,4,0,0,0,0,63
"10.1101/160556","10.1073/pnas.1711395114",TRUE,13.35,22,0,0,0,0,42
"10.1101/160572","10.5599/admet.5.3.423",FALSE,0,0,0,0,0,0,0
"10.1101/160648","10.1080/15427528.2017.1408732",FALSE,0,0,0,0,0,0,0
"10.1101/160663","10.1534/genetics.117.300142",TRUE,17.65,35,0,0,0,0,21
"10.1101/160689","10.1016/j.margen.2017.11.009",TRUE,2,3,0,0,0,0,13
