"PREPRINT_DOI","PREPRINT_POSTED_DATE","CITING_ARTICLE_DOI","CITING_ARTICLE_CREATED_DATE"
"10.1101/215657",2017-11-08,"10.1016/j.bbagrm.2017.11.006","2017-11-22"
"10.1101/171611",2017-08-02,"10.1111/1462-2920.13941","2017-10-02"
"10.1101/098970",2017-01-10,"10.1177/0269881117728429","2017-09-25"
"10.1101/019695",2015-05-22,"10.1021/acssynbio.7b00253","2017-08-10"
"10.1101/074161",2016-09-09,"10.1002/ece3.3638","2017-11-27"
"10.1101/081257",2016-10-15,"10.1002/ece3.3638","2017-11-27"
"10.1101/058396",2016-06-11,"10.1016/j.biopsych.2017.10.006","2017-10-14"
"10.1101/128348",2017-04-18,"10.1016/j.csbj.2017.10.002","2017-11-09"
"10.1101/074518",2016-09-10,"10.1016/j.csbj.2017.10.002","2017-11-09"
"10.1101/152777",2017-06-20,"10.1016/j.csbj.2017.10.002","2017-11-09"
"10.1101/136028",2017-05-09,"10.1038/s41467-017-01875-9","2017-11-17"
"10.1101/178905",2017-08-21,"10.1038/s41467-017-01875-9","2017-11-17"
"10.1101/107557",2017-02-10,"10.1002/cnm.2928","2017-09-12"
"10.1101/049114",2016-06-15,"10.1002/aqc.2851","2017-11-21"
"10.1101/156042",2017-06-26,"10.1007/s13237-017-0221-8","2017-10-25"
"10.1101/141150",2017-05-23,"10.1002/1873-3468.12905","2017-11-09"
"10.1101/044354",2016-03-17,"10.1093/botlinnean/box064","2017-08-21"
"10.1101/096339",2016-12-23,"10.1109/vs-games.2017.8055809","2017-10-05"
"10.1101/055913",2016-05-27,"10.1186/s12859-017-1905-4","2017-11-22"
"10.1101/048991",2016-04-16,"10.1002/humu.23358","2017-10-17"
"10.1101/138008",2017-05-15,"10.1016/j.envexpbot.2017.10.009","2017-10-29"
"10.1101/103242",2017-01-28,"10.1038/s41598-017-15693-y","2017-11-10"
"10.1101/005967",2014-06-06,"10.1111/tpj.13746","2017-10-14"
"10.1101/134528",2017-05-05,"10.1016/j.ppees.2017.11.004","2017-11-13"
"10.1101/127118",2017-04-13,"10.1016/j.mib.2017.11.003","2017-11-21"
"10.1101/027870",2015-10-01,"10.1186/s12918-017-0487-0","2017-11-21"
"10.1101/113241",2017-03-03,"10.1016/j.cub.2017.10.025","2017-11-23"
"10.1101/135616",2017-05-09,"10.1016/j.cub.2017.10.025","2017-11-23"
"10.1101/135962",2017-05-09,"10.1016/j.cub.2017.10.025","2017-11-23"
"10.1101/185744",2017-09-07,"10.12688/f1000research.11622.2","2017-11-14"
"10.1101/116566",2017-03-13,"10.12688/f1000research.11622.2","2017-11-14"
"10.1101/118901",2017-03-21,"10.12688/f1000research.11622.2","2017-11-14"
"10.1101/147744",2017-06-08,"10.1038/s41562-017-0145","2017-07-14"
"10.1101/062109",2016-07-05,"10.1016/j.physrep.2017.10.001","2017-10-27"
"10.1101/065862",2016-07-26,"10.1016/j.neuropsychologia.2017.11.011","2017-11-10"
"10.1101/122259",2017-03-30,"10.1038/s41598-017-16030-z","2017-11-14"
"10.1101/035733",2015-12-30,"10.1109/cibcb.2017.8058562","2017-10-05"
"10.1101/128843",2017-04-19,"10.1016/j.stem.2017.10.014","2017-11-23"
"10.1101/062109",2016-07-05,"10.1002/leap.1136","2017-11-21"
"10.1101/058305",2016-06-10,"10.1007/s00216-017-0702-2","2017-11-21"
"10.1101/165159",2017-07-18,"10.1007/978-3-319-70407-4_36","2017-11-07"
"10.1101/143859",2017-05-31,"10.7717/peerj.4080","2017-11-17"
"10.1101/207043",2017-10-20,"10.1016/j.neuron.2017.10.027","2017-11-16"
"10.1101/153734",2017-06-21,"10.1016/j.cobeha.2017.11.005","2017-11-21"
"10.1101/051813",2016-05-05,"10.1371/journal.pone.0187132","2017-11-16"
"10.1101/070441",2016-08-21,"10.1007/978-3-319-65981-7_12","2017-11-13"
"10.1101/102806",2017-01-25,"10.1080/19491034.2017.1380138","2017-11-03"
"10.1101/076794",2016-09-23,"10.1002/jbmr.3320","2017-10-25"
"10.1101/078972",2016-12-16,"10.1002/jbmr.3320","2017-10-25"
"10.1101/082479",2016-10-21,"10.1038/s41598-017-16081-2","2017-11-13"
"10.1101/127118",2017-04-13,"10.1074/jbc.m117.809632","2017-10-03"
"10.1101/056861",2016-06-03,"10.1016/j.neuroimage.2017.11.015","2017-11-11"
"10.1101/190124",2017-09-18,"10.1111/tan.13170","2017-11-06"
"10.1101/142372",2017-05-25,"10.1098/rsos.171394","2017-11-15"
"10.1101/060111",2016-06-21,"10.1016/j.cell.2017.10.023","2017-11-16"
"10.1101/136168",2017-05-10,"10.1016/j.cell.2017.10.023","2017-11-16"
"10.1101/054965",2016-05-24,"10.1016/j.virusres.2017.10.019","2017-11-01"
"10.1101/063560",2016-07-12,"10.1002/ece3.3564","2017-11-16"
"10.1101/175950",2017-08-14,"10.1016/j.idh.2017.09.087","2017-11-13"
"10.1101/054262",2016-05-20,"10.1016/j.drudis.2017.11.012","2017-11-16"
"10.1101/104208",2017-01-30,"10.1128/msphere.00347-16","2017-02-24"
"10.1101/100628",2017-01-15,"10.1128/msphere.00347-16","2017-02-24"
"10.1101/100628",2017-01-15,"10.1128/msphere.00054-17","2017-03-16"
"10.1101/134650",2017-05-05,"10.3389/fmars.2017.00360","2017-12-05"
"10.1101/030718",2015-11-05,"10.1016/j.celrep.2017.10.069","2017-11-14"
"10.1101/132522",2017-04-30,"10.1093/icb/icx088","2017-06-19"
"10.1101/066431",2016-07-28,"10.1038/s41598-017-15862-z","2017-11-08"
"10.1101/093914",2016-12-14,"10.3389/fpls.2017.01831","2017-10-27"
"10.1101/065862",2016-07-26,"10.1002/hbm.23881","2017-11-15"
"10.1101/135764",2017-05-11,"10.1111/mpp.12607","2017-08-19"
"10.1101/049395",2016-04-20,"10.1007/s10393-017-1277-2","2017-11-17"
"10.1101/048991",2016-04-16,"10.1007/s11825-017-0156-0","2017-11-17"
"10.1101/102871",2017-01-25,"10.1371/journal.pone.0188016","2017-11-16"
"10.1101/061481",2016-06-30,"10.1088/1742-6596/910/1/012062","2017-11-01"
"10.1101/105437",2017-02-06,"10.3389/fpls.2017.01859","2017-10-30"
"10.1101/096628",2016-12-24,"10.3389/fpls.2017.01916","2017-11-08"
"10.1101/048991",2016-04-16,"10.1002/ajmg.b.32607","2017-11-18"
"10.1101/104935",2017-02-01,"10.3389/fmicb.2017.02224","2017-11-15"
"10.1101/081257",2016-10-15,"10.1016/j.soilbio.2017.10.021","2017-11-01"
"10.1101/200477",2017-10-09,"10.1016/j.mib.2017.10.029","2017-11-16"
"10.1101/005074",2014-05-12,"10.1186/s12864-017-4225-1","2017-11-17"
"10.1101/104935",2017-02-01,"10.1128/msphere.00327-17","2017-09-28"
"10.1101/103473",2017-01-26,"10.1111/pbi.12804","2017-08-10"
"10.1101/026963",2015-09-16,"10.1186/s13059-017-1346-4","2017-11-13"
"10.1101/176099",2017-08-22,"10.1128/jvi.00920-17","2017-09-14"
"10.1101/181255",2017-08-28,"10.1056/nejmp1710370","2017-11-15"
"10.1101/010876",2014-10-29,"10.1371/journal.pone.0188272","2017-11-15"
"10.1101/172866",2017-08-06,"10.1002/hbm.23884","2017-11-14"
"10.1101/072413",2016-08-31,"10.1128/msystems.00162-16","2017-01-18"
"10.1101/074112",2016-09-08,"10.1128/msystems.00162-16","2017-01-18"
"10.1101/005165",2014-05-14,"10.3389/fpls.2017.01822","2017-10-26"
"10.1101/086819",2016-11-09,"10.3389/fphys.2017.00889","2017-11-09"
"10.1101/093831",2016-12-19,"10.1002/mgg3.302","2017-06-13"
"10.1101/012013",2014-11-29,"10.3389/fbioe.2015.00144","2015-09-28"
"10.1101/096388",2016-12-22,"10.1016/j.yhbeh.2017.11.002","2017-11-15"
"10.1101/164392",2017-07-17,"10.1016/j.devcel.2017.10.028","2017-11-21"
"10.1101/205971",2017-10-19,"10.1007/978-3-319-63904-8_3","2017-11-12"
"10.1101/056499",2016-06-01,"10.1007/978-3-319-63904-8_3","2017-11-12"
"10.1101/095851",2016-12-21,"10.3390/f8110436","2017-11-13"
"10.1101/028654",2015-10-08,"10.1007/978-3-319-54564-6_6","2017-05-23"
"10.1101/031971",2015-11-16,"10.1007/978-3-319-70284-1_24","2017-11-01"
"10.1101/005165",2014-05-14,"10.1098/rspb.2017.1106","2017-11-08"
"10.1101/093831",2016-12-19,"10.1016/j.ajhg.2017.09.013","2017-11-02"
"10.1101/071282",2016-08-24,"10.1038/s41598-017-15539-7","2017-11-06"
"10.1101/158907",2017-07-03,"10.1038/nrmicro.2017.76","2017-08-07"
"10.1101/034165",2015-12-11,"10.1016/j.ajhg.2017.09.008","2017-11-02"
"10.1101/059873",2016-06-19,"10.1016/j.coisb.2017.01.002","2017-03-06"
"10.1101/187245",2017-09-12,"10.1016/j.jneumeth.2017.10.018","2017-10-28"
"10.1101/164392",2017-07-17,"10.1016/j.devcel.2017.10.023","2017-11-21"
"10.1101/062315",2016-07-06,"10.1016/j.neuron.2017.09.031","2017-11-15"
"10.1101/043372",2016-03-16,"10.1016/j.apsoil.2017.10.012","2017-11-01"
"10.1101/025908",2015-09-01,"10.1080/2162402x.2017.1387705","2017-10-11"
"10.1101/114058",2017-03-05,"10.1007/s10681-017-2039-5","2017-10-30"
"10.1101/065789",2016-07-25,"10.1007/s10646-017-1875-3","2017-11-15"
"10.1101/135798",2017-05-15,"10.1016/j.jmb.2017.10.007","2017-10-14"
"10.1101/073957",2016-09-19,"10.1002/gepi.22091","2017-11-09"
"10.1101/076950",2017-03-07,"10.1016/j.gene.2017.10.064","2017-10-25"
"10.1101/091413",2016-12-04,"10.1016/j.cobeha.2017.10.004","2017-11-13"
"10.1101/032839",2015-11-25,"10.1007/s00381-017-3641-5","2017-11-06"
"10.1101/115212",2017-03-08,"10.1007/s40279-017-0812-1","2017-11-10"
"10.1101/183046",2017-08-31,"10.1091/mbc.e17-06-0382","2017-09-14"
"10.1101/060012",2016-06-20,"10.1038/s41598-017-14788-w","2017-10-31"
"10.1101/100768",2017-04-28,"10.1371/journal.pone.0187563","2017-11-09"
"10.1101/111724",2017-02-25,"10.1038/s41467-017-00435-5","2017-11-06"
"10.1101/004192",2014-04-14,"10.1016/j.rmb.2017.10.009","2017-11-10"
"10.1101/111724",2017-02-25,"10.1038/s41467-017-00436-4","2017-11-06"
"10.1101/034314",2015-12-13,"10.1007/978-3-319-54564-6_4","2017-05-23"
"10.1101/123729",2017-04-04,"10.1016/j.neuroscience.2017.10.005","2017-10-13"
"10.1101/103598",2017-01-27,"10.1371/journal.pntd.0006009","2017-10-18"
"10.1101/069179",2016-08-11,"10.3389/fninf.2017.00062","2017-10-31"
"10.1101/097485",2016-12-30,"10.3389/fninf.2017.00062","2017-10-31"
"10.1101/071936",2016-08-27,"10.1016/j.cub.2017.09.023","2017-11-06"
"10.1101/071852",2016-08-27,"10.1016/j.cub.2017.09.023","2017-11-06"
"10.1101/020636",2015-06-19,"10.1142/s021972001740008x","2017-10-19"
"10.1101/097345",2016-12-29,"10.1142/s021972001740008x","2017-10-19"
"10.1101/128520",2017-04-19,"10.1016/j.conb.2017.10.005","2017-11-07"
"10.1101/126268",2017-04-20,"10.1016/j.conb.2017.10.005","2017-11-07"
"10.1101/186445",2017-09-17,"10.1016/j.conb.2017.10.005","2017-11-07"
"10.1101/125526",2017-04-10,"10.1038/s41598-017-14939-z","2017-11-02"
"10.1101/002824",2014-02-20,"10.1371/journal.pone.0187424","2017-11-02"
"10.1101/003236",2014-03-05,"10.1016/j.conb.2017.10.005","2017-11-07"
"10.1101/096461",2016-12-23,"10.1038/s41598-017-15041-0","2017-11-02"
"10.1101/163063",2017-07-13,"10.1105/tpc.17.00010","2017-08-17"
"10.1101/119438",2017-03-22,"10.1105/tpc.17.00010","2017-08-17"
"10.1101/141135",2017-05-30,"10.1038/s41598-017-15056-7","2017-11-02"
"10.1101/003236",2014-03-05,"10.1038/s41598-017-14892-x","2017-11-01"
"10.1101/056788",2016-06-03,"10.1126/sciadv.1602426","2017-05-11"
"10.1101/151654",2017-06-18,"10.3390/genes8110298","2017-10-30"
"10.1101/094466",2016-12-15,"10.1038/s41598-017-13916-w","2017-11-01"
"10.1101/118117",2017-03-18,"10.18632/oncotarget.21339","2017-09-29"
"10.1101/030338",2015-10-30,"10.1159/000481434","2017-11-01"
"10.1101/190744",2017-09-19,"10.1016/j.scitotenv.2017.10.275","2017-11-14"
"10.1101/064873",2016-07-20,"10.1016/j.cub.2017.09.015","2017-11-06"
"10.1101/030338",2015-10-30,"10.1016/j.ymgme.2017.10.008","2017-10-17"
"10.1101/017285",2015-03-30,"10.1016/j.jenvrad.2017.11.007","2017-11-09"
"10.1101/139782",2017-05-18,"10.1016/j.sbi.2017.10.016","2017-11-09"
"10.1101/104554",2017-01-31,"10.1111/nph.14739","2017-08-14"
"10.1101/066456",2016-07-28,"10.7554/elife.29820","2017-09-05"
"10.1101/041533",2016-02-26,"10.1098/rsos.170293","2017-11-01"
"10.1101/139139",2017-05-17,"10.1007/5584_2017_93","2017-08-21"
"10.1101/005165",2014-05-14,"10.1534/g3.117.300169","2017-09-10"
"10.1101/140657",2017-05-22,"10.1007/5584_2017_93","2017-08-21"
"10.1101/128561",2017-04-19,"10.1016/j.mib.2017.10.002","2017-11-04"
"10.1101/136168",2017-05-10,"10.1016/j.phrs.2017.10.012","2017-10-25"
"10.1101/048603",2016-04-13,"10.12688/f1000research.12168.1","2017-08-16"
"10.1101/107623",2017-02-10,"10.1534/genetics.117.300270","2017-09-12"
"10.1101/108316",2017-02-14,"10.1534/genetics.117.300270","2017-09-12"
"10.1101/108134",2017-02-13,"10.1534/genetics.117.300270","2017-09-12"
"10.1101/064352",2016-07-18,"10.1038/s41598-017-15169-z","2017-10-31"
"10.1101/209924",2017-10-27,"10.1038/s41598-017-15169-z","2017-10-31"
"10.1101/102830",2017-01-25,"10.1111/evo.13362","2017-09-12"
"10.1101/121400",2017-03-28,"10.1111/boc.201700042","2017-10-06"
"10.1101/152686",2017-06-20,"10.1016/j.cbpa.2017.10.026","2017-11-09"
"10.1101/128561",2017-04-19,"10.1126/science.aao0464","2017-11-02"
"10.1101/133223",2017-05-02,"10.18054/pb.v119i3.5694","2017-10-31"
"10.1101/032839",2015-11-25,"10.1590/0074-02760170299","2017-09-02"
"10.1101/181255",2017-08-28,"10.1371/journal.ppat.1006675","2017-10-10"
"10.1101/129361",2017-04-21,"10.1146/annurev-ecolsys-110316-022729","2017-09-06"
"10.1101/156760",2017-06-27,"10.7554/elife.28606","2017-09-20"
"10.1101/064691",2016-07-19,"10.1111/mec.14361","2017-10-12"
"10.1101/029462",2015-10-19,"10.1016/j.cels.2017.10.001","2017-11-01"
"10.1101/154294",2017-06-23,"10.1534/g3.117.300259","2017-09-12"
"10.1101/036764",2016-01-15,"10.1016/j.cels.2017.10.003","2017-11-01"
"10.1101/121103",2017-03-27,"10.12688/f1000research.12564.2","2017-10-20"
"10.1101/150722",2017-06-15,"10.12688/f1000research.12564.2","2017-10-20"
"10.1101/034595",2015-12-16,"10.2174/0929867324666170414163506","2017-09-27"
"10.1101/083691",2016-10-26,"10.1088/1748-3190/aa7084","2017-05-02"
"10.1101/133124",2017-05-01,"10.7554/elife.28275","2017-09-11"
"10.1101/104778",2017-01-31,"10.1080/03637751.2017.1395059","2017-11-01"
"10.1101/135475",2017-05-08,"10.1038/s41598-017-13808-z","2017-10-26"
"10.1101/135210",2017-05-09,"10.1038/s41598-017-14905-9","2017-10-30"
"10.1101/157149",2017-06-28,"10.1016/j.neuron.2017.10.007","2017-11-01"
"10.1101/153270",2017-06-22,"10.1038/s41598-017-14905-9","2017-10-30"
"10.1101/159137",2017-07-04,"10.1016/j.neuron.2017.10.007","2017-11-01"
"10.1101/121202",2017-05-08,"10.1016/j.neuron.2017.10.007","2017-11-01"
"10.1101/143354",2017-05-29,"10.1016/j.neuron.2017.10.007","2017-11-01"
"10.1101/117218",2017-03-15,"10.1093/gigascience/gix085","2017-08-28"
"10.1101/074369",2016-09-09,"10.1371/journal.pone.0185722","2017-11-01"
"10.1101/056887",2016-06-03,"10.1016/j.tree.2017.09.012","2017-11-07"
"10.1101/161471",2017-07-10,"10.1007/s10519-017-9880-0","2017-11-02"
"10.1101/205971",2017-10-19,"10.1016/j.conb.2017.10.013","2017-11-07"
"10.1101/173146",2017-08-08,"10.1016/j.bdq.2017.10.002","2017-10-23"
"10.1101/087619",2016-11-14,"10.7554/elife.26726","2017-09-22"
"10.1101/099796",2017-01-12,"10.15252/embr.201744121","2017-11-03"
"10.1101/049924",2016-04-23,"10.1093/jhered/esx041","2017-04-26"
"10.1101/124578",2017-04-05,"10.1111/imm.12838","2017-09-12"
"10.1101/134841",2017-05-05,"10.1111/imm.12838","2017-09-12"
"10.1101/128835",2017-04-20,"10.1038/s41598-017-13712-6","2017-10-26"
"10.1101/157008",2017-06-29,"10.1038/s41598-017-15029-w","2017-10-30"
"10.1101/068957",2016-08-10,"10.1093/jhered/esx062","2017-07-14"
"10.1101/102681",2017-01-24,"10.22203/ecm.v034a14","2017-10-27"
"10.1101/136028",2017-05-09,"10.1016/j.stem.2017.10.010","2017-11-02"
"10.1101/071373",2016-08-25,"10.1136/bmjopen-2017-016708","2017-11-01"
"10.1101/108597",2017-02-14,"10.1038/s41598-017-15196-w","2017-10-30"
"10.1101/152611",2017-06-20,"10.1186/s13052-017-0418-0","2017-11-03"
"10.1101/005165",2014-05-14,"10.1007/s00122-017-3010-5","2017-11-04"
"10.1101/005165",2014-05-14,"10.1038/s41467-017-01297-7","2017-10-30"
"10.1101/033084",2015-11-30,"10.1371/journal.pone.0182472","2017-10-30"
"10.1101/143859",2017-05-31,"10.3732/ajb.1700234","2017-10-23"
"10.1101/077685",2016-09-26,"10.1038/s41467-017-01254-4","2017-10-26"
"10.1101/151944",2017-06-19,"10.3390/genes8110297","2017-10-27"
"10.1101/097600",2016-12-31,"10.1073/pnas.1710358114","2017-10-17"
"10.1101/051417",2016-05-03,"10.1038/srep46632","2017-04-24"
"10.1101/006338",2014-06-13,"10.1109/tcbb.2015.2446478","2015-06-17"
"10.1101/126656",2017-04-11,"10.1109/tcbb.2015.2446478","2015-06-17"
"10.1101/059410",2016-07-07,"10.1128/msystems.00002-17","2017-03-29"
"10.1101/005454",2014-05-24,"10.3390/d9040040","2017-09-21"
"10.1101/179226",2017-08-25,"10.1016/bs.adgen.2017.09.011","2017-10-26"
"10.1101/023754",2015-08-02,"10.1038/s41598-017-14400-1","2017-10-20"
"10.1101/028050",2015-10-01,"10.1038/s41598-017-14400-1","2017-10-20"
"10.1101/111948",2017-02-27,"10.1016/j.jcv.2017.10.015","2017-11-03"
"10.1101/063875",2016-07-14,"10.11646/zootaxa.4338.3.10","2017-10-26"
"10.1101/178210",2017-08-18,"10.1016/j.cell.2017.10.015","2017-10-26"
"10.1101/062182",2016-07-05,"10.1007/978-1-4939-7417-7_9","2017-10-24"
"10.1101/117788",2017-03-17,"10.1016/j.cell.2017.09.050","2017-10-26"
"10.1101/138511",2017-05-16,"10.1016/j.neuron.2017.10.012","2017-10-26"
"10.1101/047118",2016-04-05,"10.1038/s41598-017-13938-4","2017-10-24"
"10.1101/117143",2017-03-15,"10.3389/fmicb.2017.02105","2017-10-31"
"10.1101/175067",2017-08-10,"10.3390/nu9111165","2017-10-25"
"10.1101/014043",2015-01-21,"10.1038/s41598-017-14469-8","2017-10-20"
"10.1101/033084",2015-11-30,"10.2217/epi-2017-0038","2017-10-09"
"10.1101/074450",2016-09-09,"10.2217/epi-2017-0060","2017-10-02"
"10.1101/121202",2017-05-08,"10.1016/j.devcel.2017.09.016","2017-10-23"
"10.1101/174235",2017-08-09,"10.1128/jvi.01371-17","2017-09-07"
"10.1101/033142",2015-11-27,"10.1016/j.peptides.2017.10.008","2017-10-18"
"10.1101/084137",2016-11-07,"10.1016/j.pscychresns.2017.10.011","2017-10-27"
"10.1101/102764",2017-02-01,"10.1186/s13073-017-0479-0","2017-10-25"
"10.1101/201343",2017-10-13,"10.1016/bs.adgen.2017.09.009","2017-10-29"
"10.1101/147314",2017-06-07,"10.1016/j.apm.2017.08.011","2017-08-14"
"10.1101/018655",2015-04-28,"10.1186/s12967-017-1321-6","2017-10-27"
"10.1101/148981",2017-06-12,"10.1016/j.mcn.2017.10.004","2017-10-23"
"10.1101/208975",2017-10-25,"10.1016/j.mcn.2017.10.004","2017-10-23"
"10.1101/076794",2016-09-23,"10.1371/journal.pone.0187205","2017-10-26"
"10.1101/003236",2014-03-05,"10.1038/s41467-017-01076-4","2017-10-17"
"10.1101/078816",2016-10-03,"10.1016/j.nicl.2017.10.009","2017-10-12"
"10.1101/092627",2016-12-24,"10.1007/s41745-017-0037-1","2017-09-22"
"10.1101/088427",2016-11-17,"10.1371/journal.pgen.1007039","2017-10-04"
"10.1101/096289",2016-12-22,"10.1371/journal.pgen.1007039","2017-10-04"
"10.1101/144097",2017-05-30,"10.1371/journal.pgen.1007039","2017-10-04"
"10.1101/089383",2016-11-25,"10.1038/nrc.2017.82","2017-10-13"
"10.1101/079145",2016-10-04,"10.1109/cloud.2017.59","2017-09-11"
"10.1101/170639",2017-07-31,"10.1038/s41467-017-01228-6","2017-10-18"
"10.1101/128116",2017-04-24,"10.1080/17425255.2017.1391215","2017-10-10"
"10.1101/189266",2017-09-15,"10.1128/genomea.01134-17","2017-10-27"
"10.1101/041277",2016-02-26,"10.1371/journal.pone.0186488","2017-10-24"
"10.1101/075986",2016-09-20,"10.1152/jn.00933.2016","2017-08-17"
"10.1101/104083",2017-01-29,"10.1074/jbc.m117.791830","2017-08-31"
"10.1101/087395",2016-11-14,"10.3390/s17102388","2017-10-19"
"10.1101/174649",2017-08-10,"10.1111/gtc.12539","2017-10-25"
"10.1101/173633",2017-08-09,"10.1111/gtc.12539","2017-10-25"
"10.1101/149138",2017-06-15,"10.1111/gtc.12539","2017-10-25"
"10.1101/166264",2017-07-20,"10.1111/gtc.12539","2017-10-25"
"10.1101/089334",2016-11-23,"10.1016/j.mbs.2017.09.002","2017-09-28"
"10.1101/189381",2017-09-20,"10.1016/j.mbs.2017.09.002","2017-09-28"
"10.1101/061507",2016-06-30,"10.1016/j.celrep.2017.10.013","2017-10-26"
"10.1101/134023",2017-05-05,"10.1098/rsos.170351","2017-10-18"
"10.1101/079533",2016-10-07,"10.1038/s41598-017-14160-y","2017-10-16"
"10.1101/107862",2017-02-11,"10.1038/s41598-017-13911-1","2017-10-13"
"10.1101/068494",2016-08-23,"10.1007/s00132-017-3487-2","2017-10-23"
"10.1101/086561",2016-12-02,"10.1371/journal.pcbi.1005777","2017-10-02"
"10.1101/076158",2016-09-20,"10.1016/j.neulet.2017.09.058","2017-09-29"
"10.1101/061481",2016-06-30,"10.1016/j.neuron.2017.09.033","2017-10-13"
"10.1101/005967",2014-06-06,"10.1093/bioinformatics/btx411","2017-06-22"
"10.1101/038612",2016-02-04,"10.1093/nar/gkx618","2017-07-06"
"10.1101/121087",2017-03-27,"10.1038/s41467-017-01003-7","2017-10-12"
"10.1101/096289",2016-12-22,"10.1093/bioinformatics/btx410","2017-06-22"
"10.1101/057190",2016-06-05,"10.1136/jech-2017-209608","2017-09-17"
"10.1101/068809",2016-08-12,"10.1261/rna.063503.117","2017-08-31"
"10.1101/127100",2017-04-13,"10.1261/rna.063503.117","2017-08-31"
"10.1101/128835",2017-04-20,"10.1261/rna.063503.117","2017-08-31"
"10.1101/129379",2017-04-24,"10.1261/rna.063503.117","2017-08-31"
"10.1101/132274",2017-04-29,"10.1261/rna.063503.117","2017-08-31"
"10.1101/133058",2017-05-01,"10.1261/rna.063503.117","2017-08-31"
"10.1101/094672",2016-12-15,"10.1261/rna.063503.117","2017-08-31"
"10.1101/107763",2017-02-11,"10.1371/journal.pcbi.1005774","2017-10-03"
"10.1101/051359",2016-05-02,"10.1016/j.jprot.2017.10.008","2017-10-16"
"10.1101/059584",2016-09-15,"10.1093/bioinformatics/btx414","2017-06-22"
"10.1101/165746",2017-07-27,"10.1007/s00401-017-1773-z","2017-10-20"
"10.1101/176743",2017-08-15,"10.1128/genomea.01057-17","2017-10-20"
"10.1101/159111",2017-07-03,"10.1016/j.cub.2017.08.051","2017-10-23"
"10.1101/048991",2016-04-16,"10.1093/ntr/ntx022","2017-01-30"
"10.1101/078972",2016-12-16,"10.1016/j.ajhg.2017.09.003","2017-10-11"
"10.1101/005165",2014-05-14,"10.1016/j.ajhg.2017.09.003","2017-10-11"
"10.1101/117101",2017-03-15,"10.1016/j.ajhg.2017.09.003","2017-10-11"
"10.1101/014662",2015-01-31,"10.1111/mec.14249","2017-07-21"
"10.1101/078972",2016-12-16,"10.1038/s41467-017-00934-5","2017-10-09"
"10.1101/022236",2015-07-08,"10.1111/1462-2920.13813","2017-06-15"
"10.1101/145912",2017-06-04,"10.1021/acschemneuro.7b00193","2017-07-17"
"10.1101/050922",2016-04-28,"10.1002/ece3.3503","2017-10-18"
"10.1101/104133",2017-01-30,"10.3389/fevo.2017.00081","2017-08-02"
"10.1101/136085",2017-05-09,"10.1186/s13227-017-0081-y","2017-10-18"
"10.1101/100610",2017-01-15,"10.4269/ajtmh.17-0119","2017-07-04"
"10.1101/159152",2017-07-03,"10.1186/s13227-017-0081-y","2017-10-18"
"10.1101/117036",2017-09-11,"10.1038/s41598-017-13005-y","2017-10-04"
"10.1101/140798",2017-05-22,"10.1016/j.tree.2017.09.006","2017-10-18"
"10.1101/084137",2016-11-07,"10.1089/brain.2017.0539","2017-08-21"
"10.1101/024679",2015-08-16,"10.1134/s0006297917100078","2017-10-13"
"10.1101/024893",2015-08-18,"10.1016/j.gpb.2017.01.007","2017-10-12"
"10.1101/033480",2015-12-02,"10.1016/j.gpb.2017.06.001","2017-10-12"
"10.1101/003236",2014-03-05,"10.1016/j.gpb.2017.06.001","2017-10-12"
"10.1101/084137",2016-11-07,"10.1016/j.neubiorev.2017.10.007","2017-10-12"
"10.1101/139097",2017-05-17,"10.1016/j.bpj.2017.08.035","2017-10-17"
"10.1101/118166",2017-03-18,"10.3390/f8100391","2017-10-16"
"10.1101/005165",2014-05-14,"10.1055/s-0043-116669","2017-10-06"
"10.1101/005033",2014-05-12,"10.1145/3107411.3107481","2017-08-24"
"10.1101/094722",2016-12-16,"10.1145/3107411.3107441","2017-08-24"
"10.1101/099457",2017-01-10,"10.1145/3107411.3107429","2017-08-24"
"10.1101/096354",2016-12-22,"10.1111/1462-2920.13937","2017-09-19"
"10.1101/120386",2017-03-24,"10.1145/3107411.3107448","2017-08-24"
"10.1101/099127",2017-01-09,"10.1145/3107411.3107482","2017-08-24"
"10.1101/120097",2017-03-24,"10.1073/pnas.1704631114","2017-10-03"
"10.1101/079533",2016-10-07,"10.1016/j.bpj.2017.08.046","2017-10-17"
"10.1101/142760",2017-05-28,"10.4049/jimmunol.1700594","2017-09-19"
"10.1101/159368",2017-07-13,"10.4049/jimmunol.1700594","2017-09-19"
"10.1101/124578",2017-04-05,"10.4049/jimmunol.1700594","2017-09-19"
"10.1101/005165",2014-05-14,"10.3802/jgo.2017.28.e83","2017-09-08"
"10.1101/119545",2017-03-22,"10.1186/s12864-017-4165-9","2017-10-16"
"10.1101/071282",2016-08-24,"10.3389/fcimb.2017.00383","2017-08-28"
"10.1101/182998",2017-08-31,"10.18632/oncotarget.21127","2017-09-21"
"10.1101/116657",2017-03-15,"10.1186/s12862-017-1062-4","2017-09-21"
"10.1101/090399",2016-12-05,"10.1099/mic.0.000524","2017-09-08"
"10.1101/111591",2017-02-25,"10.1016/j.cels.2017.08.014","2017-09-27"
"10.1101/068288",2016-08-07,"10.1016/j.cels.2017.08.009","2017-09-27"
"10.1101/074161",2016-09-09,"10.1016/j.fm.2017.09.012","2017-09-21"
