"PREPRINT_DOI","ARTICLE_DOI","AUTHOR_AGE"
"10.1101/063859","10.1016/j.ympev.2016.10.008",21
"10.1101/063867","10.1371/journal.pcbi.1005362",21
"10.1101/064238","10.1371/journal.pgen.1006570",21
"10.1101/064352","10.1038/ng.3826",21
"10.1101/064360","10.1016/j.cell.2017.03.031",21
"10.1101/064477","10.1016/j.jtbi.2017.01.034",21
"10.1101/064618","10.1111/jeb.13034",21
"10.1101/064667","10.1093/nar/gkx239",21
"10.1101/065003","10.1534/genetics.117.300071",21
"10.1101/065086","10.1371/journal.pcbi.1005299",21
"10.1101/065151","10.1111/oik.03680",21
"10.1101/065268","10.1093/nar/gkx543",21
"10.1101/065326","10.1111/1365-2656.12732",21
"10.1101/065334","10.1093/molbev/msw247",21
"10.1101/065565","10.1093/nar/gkx581",21
"10.1101/066407","10.1126/science.aam5498",21
"10.1101/066456","10.1073/pnas.1615504114",21
"10.1101/066647","10.1038/tp.2017.94",21
"10.1101/066829","10.1093/molbev/msw238",21
"10.1101/066985","10.1371/journal.pgen.1006878",21
"10.1101/067306","10.1002/ecy.1756",21
"10.1101/067389","10.1002/hipo.22679",21
"10.1101/067652","10.1093/nar/gkw1330",21
"10.1101/067660","10.1093/molbev/msx100",21
"10.1101/067926","10.1038/s41559-017-0093",21
"10.1101/067967","10.1007/s10522-016-9667-3",21
"10.1101/068031","10.1093/nar/gkx096",21
"10.1101/068056","10.1534/genetics.116.195149",21
"10.1101/068080","10.1111/gcb.13615",21
"10.1101/068148","10.1371/journal.pcbi.1005652",21
"10.1101/068338","10.1101/gr.214619.116",21
"10.1101/068528","10.1093/jhered/esx068",21
"10.1101/068551","10.1111/1755-0998.12695",21
"10.1101/068585","10.1038/tp.2017.45",21
"10.1101/068643","10.1038/s41398-017-0008-3",21
"10.1101/068775","10.1186/s13059-017-1182-6",21
"10.1101/068866","10.1111/gbb.12403",21
"10.1101/068965","10.1073/pnas.1614613114",21
"10.1101/069070","10.1371/journal.pgen.1006629",21
"10.1101/069195","10.1371/journal.pcbi.1005418",21
"10.1101/069260","10.1371/journal.pgen.1006669",21
"10.1101/069302","10.1371/journal.pcbi.1005543",21
"10.1101/069377","10.1091/mbc.e16-06-0452",21
"10.1101/069443","10.1093/cercor/bhx082",21
"10.1101/069500","10.1093/bioinformatics/btx081",21
"10.1101/069633","10.1093/bioinformatics/btw775",21
"10.1101/069641","10.1371/journal.pcbi.1005299",21
"10.1101/069708","10.1534/genetics.116.196956",21
"10.1101/069716","10.1016/j.ygcen.2017.01.009",21
"10.1101/069757","10.1002/humu.23204",21
"10.1101/069955","10.1073/pnas.1700340114",21
"10.1101/070037","10.1016/j.neuroimage.2017.09.023",21
"10.1101/070177","10.1371/journal.pgen.1006700",21
"10.1101/070227","10.1186/s13064-017-0088-z",21
"10.1101/070334","10.1126/science.aah4886",21
"10.1101/070342","10.1016/j.bpj.2017.03.014",21
"10.1101/070391","10.1111/1462-2920.13673",21
"10.1101/070409","10.1111/gbb.12370",21
"10.1101/070573","10.1111/2041-210x.12762",21
"10.1101/070797","10.1016/j.ajhg.2017.02.005",21
"10.1101/070813","10.1186/s12859-017-1557-4",21
"10.1101/070888","10.1186/s12864-017-3484-1",21
"10.1101/070920","10.1039/c7sm00546f",21
"10.1101/071050","10.1534/genetics.117.300260",21
"10.1101/071209","10.1073/pnas.1619652114",21
"10.1101/071431","10.1534/genetics.116.198960",21
"10.1101/071498","10.1371/journal.pntd.0005287",21
"10.1101/071571","10.1099/jgv.0.000813",21
"10.1101/071589","10.1371/journal.pcbi.1005432",21
"10.1101/071639","10.1007/s00467-016-3501-7",21
"10.1101/071696","10.1371/journal.pgen.1006596",21
"10.1101/071977","10.1007/s11571-017-9431-7",21
"10.1101/072207","10.1038/s41551-016-0017",21
"10.1101/072256","10.1534/genetics.116.195156",21
"10.1101/072306","10.1371/journal.pgen.1006558",21
"10.1101/072397","10.3389/fnhum.2017.00070",21
"10.1101/072405","10.1186/s12862-017-0989-9",21
"10.1101/072561","10.1371/journal.pcbi.1005633",21
"10.1101/072595","10.1371/journal.pcbi.1005823",21
"10.1101/072652","10.1073/pnas.1615484114",21
"10.1101/072736","10.1073/pnas.1703684114",21
"10.1101/072769","10.1111/mec.13975",21
"10.1101/073023","10.1101/gr.219899.116",21
"10.1101/073114","10.1038/gim.2017.32",21
"10.1101/073163","10.3389/fncel.2017.00002",21
"10.1101/073262","10.1093/beheco/arx067",21
"10.1101/073296","10.1186/s12859-016-1435-5",21
"10.1101/073320","10.1111/mec.14262",21
"10.1101/073403","10.1093/nar/gkx178",21
"10.1101/073452","10.1016/j.ygeno.2016.12.002",21
"10.1101/073650","10.1111/1462-2920.13722",21
"10.1101/073759","10.1007/s10827-017-0648-6",21
"10.1101/073841","10.1021/acssynbio.6b00224",21
"10.1101/073981","10.1088/1478-3975/aa64a7",21
"10.1101/074138","10.1371/journal.pcbi.1005835",21
"10.1101/074245","10.1073/pnas.1610619114",21
"10.1101/074286","10.1016/j.neuropsychologia.2017.02.005",21
"10.1101/074344","10.1101/gr.213256.116",21
"10.1101/074351","10.1371/journal.pcbi.1005383",21
"10.1101/074500","10.1128/jcm.01787-16",21
"10.1101/074542","10.1016/j.aquatox.2017.01.012",21
"10.1101/074583","10.1186/s12862-017-0960-9",21
"10.1101/074658","10.1007/s00429-017-1390-6",21
"10.1101/074724","10.1038/s41525-017-0007-6",21
"10.1101/074799","10.1371/journal.pcbi.1005747",21
"10.1101/074864","10.1371/journal.pmed.1002246",21
"10.1101/074922","10.3389/fpls.2017.00524",21
"10.1101/075028","10.1073/pnas.1614085114",21
"10.1101/075044","10.1016/j.yjmcc.2017.08.013",21
"10.1101/075317","10.1098/rstb.2016.0154",21
"10.1101/075341","10.3389/fncel.2017.00301",21
"10.1101/075374","10.1093/nar/gkx654",21
"10.1101/075523","10.1038/ng.3833",21
"10.1101/075531","10.1088/1478-3975/aa776a",21
"10.1101/076026","10.1093/hmg/ddw434",21
"10.1101/076059","10.1111/1365-2656.12697",21
"10.1101/076109","10.1091/mbc.e17-01-0017",21
"10.1101/076125","10.1083/jcb.201612030",21
"10.1101/076299","10.2144/000114515",21
"10.1101/076414","10.1371/journal.pgen.1006626",21
"10.1101/076893","10.1016/j.ymeth.2017.02.002",21
"10.1101/076968","10.1073/pnas.1614595114",21
"10.1101/077123","10.1038/ng.3843",21
"10.1101/077214","10.3389/fgene.2017.00193",21
"10.1101/077529","10.1186/s12866-017-0957-y",21
"10.1101/077610","10.1126/science.aag2360",21
"10.1101/077693","10.1186/s12860-017-0125-0",21
"10.1101/077727","10.1038/nmeth.4258",21
"10.1101/078014","10.1177/0956797617711968",21
"10.1101/078030","10.1016/j.bpj.2017.10.005",21
"10.1101/078188","10.1371/journal.pgen.1006697",21
"10.1101/078329","10.1534/genetics.117.200972",21
"10.1101/078360","10.1073/pnas.1621433114",21
"10.1101/078394","10.1111/tpj.13451",21
"10.1101/078451","10.1371/journal.ppat.1006526",21
"10.1101/078584","10.1016/j.meegid.2017.01.007",21
"10.1101/078618","10.1534/genetics.116.196956",21
"10.1101/078626","10.1073/pnas.1701280114",21
"10.1101/078675","10.1002/ece3.3071",21
"10.1101/078733","10.1107/s2059798317000584",21
"10.1101/078865","10.1371/journal.pgen.1006886",21
"10.1101/078923","10.1016/j.epidem.2017.01.003",21
"10.1101/078931","10.1038/s41562-016-0040",21
"10.1101/078964","10.1016/j.brs.2017.04.003",21
"10.1101/079053","10.1091/mbc.e16-09-0654",21
"10.1101/079145","10.1371/journal.pcbi.1005453",21
"10.1101/079269","10.1152/jn.00345.2017",21
"10.1101/079335","10.1177/2472555216688312",21
"10.1101/079343","10.1093/nar/gkx442",21
"10.1101/079707","10.1093/ije/dyx212",21
"10.1101/079764","10.1021/acssynbio.6b00220",21
"10.1101/079814","10.1242/dev.143370",21
"10.1101/079848","10.1016/j.biopsycho.2017.02.009",21
"10.1101/079921","10.1186/s12864-017-3596-7",21
"10.1101/080085","10.1534/genetics.116.195149",21
"10.1101/080143","10.1093/hmg/ddx089",21
"10.1101/080168","10.1038/s41396-017-0002-z",21
"10.1101/080416","10.1002/stem.2675",21
"10.1101/080432","10.1073/pnas.1711631114",21
"10.1101/080556","10.1083/jcb.201707172",21
"10.1101/080606","10.1093/molbev/msx099",21
"10.1101/080648","10.1083/jcb.201612125",21
"10.1101/080663","10.1186/s12870-017-1024-4",21
"10.1101/080754","10.1002/prot.25276",21
"10.1101/080788","10.1007/s10822-017-0019-4",21
"10.1101/080804","10.1098/rspb.2017.0356",21
"10.1101/080846","10.3389/fmicb.2017.00899",21
"10.1101/080861","10.1038/s41551-017-0168-8",21
"10.1101/080960","10.1128/aac.02583-16",21
"10.1101/081042","10.1111/evo.13193",21
"10.1101/081067","10.1016/j.mbs.2017.09.004",21
"10.1101/081075","10.1021/acssynbio.6b00346",21
"10.1101/081174","10.3233/jad-170274",21
"10.1101/081182","10.1093/nar/gkx199",21
"10.1101/081208","10.1093/cercor/bhx183",21
"10.1101/081216","10.1371/journal.pgen.1007001",21
"10.1101/081307","10.1073/pnas.1611096114",21
"10.1101/081430","10.15252/msb.20177551",21
"10.1101/081505","10.1038/ejhg.2017.134",21
"10.1101/081604","10.1016/j.neuroimage.2017.01.007",21
"10.1101/081620","10.1101/gr.217463.116",21
"10.1101/081653","10.1128/mbio.01272-17",21
"10.1101/081711","10.1002/gepi.22052",21
"10.1101/081828","10.1128/msystems.00124-16",21
"10.1101/081935","10.1093/nar/gkw1102",21
"10.1101/081950","10.1186/s13100-017-0100-5",21
"10.1101/081984","10.1016/j.biopsych.2017.02.008",21
"10.1101/082008","10.1038/nsmb.3338",21
"10.1101/082016","10.1086/693781",21
"10.1101/082065","10.1186/s12864-017-4119-2",21
"10.1101/082081","10.1093/nar/gkx213",21
"10.1101/082164","10.1016/j.molp.2017.04.003",21
"10.1101/082230","10.1128/mbio.00407-17",21
"10.1101/082255","10.1038/nmeth.4141",21
"10.1101/082339","10.1091/mbc.e16-11-0764",21
"10.1101/082420","10.1152/jn.00002.2017",21
"10.1101/082495","10.1126/science.aah4886",21
"10.1101/082735","10.1098/rsif.2016.0896",21
"10.1101/082792","10.1038/ng.3741",21
"10.1101/083014","10.1128/mcb.00029-17",21
"10.1101/083071","10.1186/s12915-017-0408-0",21
"10.1101/083386","10.1111/1462-2920.13844",21
"10.1101/083436","10.1534/genetics.117.300262",21
"10.1101/083857","10.1371/journal.pcbi.1005728",21
"10.1101/083873","10.1038/mi.2017.11",21
"10.1101/083949","10.1101/gad.296905.117",21
"10.1101/083972","10.1002/ece3.3010",21
"10.1101/083980","10.1101/gr.218891.116",21
"10.1101/084103","10.1016/j.neuroimage.2017.03.028",21
"10.1101/084251","10.1186/s13073-017-0438-9",21
"10.1101/084293","10.1534/g3.117.041681",21
"10.1101/084467","10.1111/evo.13210",21
"10.1101/084764","10.1002/prot.25274",21
"10.1101/084871","10.1186/s12864-017-3572-2",21
"10.1101/084962","10.1371/journal.pcbi.1005421",21
"10.1101/084970","10.3389/fnbeh.2017.00156",21
"10.1101/085043","10.1093/nar/gkx136",21
"10.1101/085217","10.1371/journal.pcbi.1005237",21
"10.1101/085514","10.1063/1.4979665",21
"10.1101/085522","10.1261/rna.062786.117",21
"10.1101/085670","10.3758/s13423-017-1299-3",21
"10.1101/085977","10.15252/embr.201744000",21
"10.1101/085985","10.1371/journal.ppat.1006096",21
"10.1101/086132","10.1371/journal.pgen.1007001",21
"10.1101/086215","10.1016/j.bpj.2017.05.048",21
"10.1101/086272","10.1016/j.bpj.2017.06.064",21
"10.1101/086389","10.1016/j.str.2017.09.006",21
"10.1101/086579","10.1186/s12859-017-1557-4",21
"10.1101/086611","10.1371/journal.ppat.1006255",21
"10.1101/086637","10.1371/journal.pcbi.1005641",21
"10.1101/086645","10.1074/mcp.m117.066951",21
"10.1101/086728","10.1073/pnas.1621239114",21
"10.1101/086843","10.1371/journal.pmed.1002298",21
"10.1101/086884","10.1073/pnas.1611096114",21
"10.1101/086983","10.1016/j.brainres.2017.08.031",21
"10.1101/087007","10.1098/rsob.170168",21
"10.1101/087080","10.1186/s12864-017-3880-6",21
"10.1101/087197","10.1002/hbm.23512",21
"10.1101/087510","10.1093/molbev/msx160",21
"10.1101/087643","10.1038/ismej.2017.98",21
"10.1101/087676","10.1016/j.neuroimage.2017.02.084",21
"10.1101/087718","10.1038/ejhg.2017.123",21
"10.1101/087775","10.1186/s13059-017-1360-6",21
"10.1101/087783","10.1111/gbi.12238",21
"10.1101/087833","10.1016/j.fsigen.2016.12.008",21
"10.1101/087882","10.1074/jbc.m117.775957",21
"10.1101/088021","10.1016/j.neuroimage.2017.08.003",21
"10.1101/088096","10.1002/ece3.3164",21
"10.1101/088120","10.3390/mi8070201",21
"10.1101/088310","10.1515/sagmb-2016-0049",21
"10.1101/088328","10.1002/hbm.23725",21
"10.1101/088419","10.1534/g3.116.038612",21
"10.1101/088492","10.1016/j.molcel.2017.06.019",21
"10.1101/088518","10.1111/1462-2920.13730",21
"10.1101/088682","10.1098/rsif.2017.0043",21
"10.1101/088864","10.1038/ismej.2017.87",21
"10.1101/088955","10.1371/journal.pgen.1007000",21
"10.1101/089078","10.3389/fpls.2017.00237",21
"10.1101/089086","10.1371/journal.pcbi.1005291",21
"10.1101/089094","10.1107/s1600576717000541",21
"10.1101/089185","10.1128/msphere.00248-16",21
"10.1101/089342","10.1038/ng.3862",21
"10.1101/089433","10.1534/genetics.116.198960",21
"10.1101/089458","10.1111/gbb.12383",21
"10.1101/089763","10.1016/j.devcel.2017.07.008",21
"10.1101/089797","10.1128/aem.00659-17",21
"10.1101/089938","10.1016/j.bbrc.2016.12.026",21
"10.1101/089953","10.3389/fgene.2017.00018",21
"10.1101/089961","10.1186/s13756-017-0259-z",21
"10.1101/089987","10.1073/pnas.1710328114",21
"10.1101/090035","10.1038/sdata.2017.31",21
"10.1101/090092","10.1021/acs.jcim.7b00091",21
"10.1101/090159","10.1016/j.bpj.2017.09.001",21
"10.1101/090167","10.1038/nmeth.4258",21
"10.1101/090225","10.1038/ismej.2017.67",21
"10.1101/090316","10.1016/j.jtbi.2017.06.031",21
"10.1101/090324","10.1371/journal.ppat.1006655",21
"10.1101/090563","10.1101/gad.296228.117",21
"10.1101/090720","10.1002/humu.23204",21
"10.1101/090811","10.1093/bioinformatics/btx081",21
"10.1101/090860","10.1093/gbe/evx118",21
"10.1101/090894","10.1086/692535",21
"10.1101/090969","10.1534/g3.116.037150",21
"10.1101/091041","10.1098/rspb.2017.0515",21
"10.1101/091066","10.1016/j.neuroimage.2017.05.035",21
"10.1101/091298","10.1016/j.cogpsych.2017.11.001",21
"10.1101/091322","10.1371/journal.pcbi.1005377",21
"10.1101/091504","10.1242/dev.154823",21
"10.1101/091611","10.1038/nbt.3908",21
"10.1101/091652","10.1093/gbe/evx177",21
"10.1101/091777","10.4490/algae.2017.32.2.25",21
"10.1101/091926","10.1016/j.cell.2017.10.022",21
"10.1101/091934","10.1016/j.jtbi.2017.04.003",21
"10.1101/091942","10.1073/pnas.1702512114",21
"10.1101/092056","10.1093/molbev/msx138",21
"10.1101/092163","10.1186/s12864-017-3856-6",21
"10.1101/092296","10.1101/gr.218891.116",21
"10.1101/092361","10.15252/msb.20177599",21
"10.1101/092536","10.1091/mbc.e17-03-0144",21
"10.1101/092577","10.1016/j.molcel.2016.12.004",21
"10.1101/092874","10.1038/ng.3965",21
"10.1101/092957","10.1002/hipo.22761",21
"10.1101/093013","10.1364/oe.25.004254",21
"10.1101/093229","10.1016/j.tpb.2017.03.004",21
"10.1101/093401","10.1073/pnas.1621438114",21
"10.1101/093435","10.1039/c7sm00177k",21
"10.1101/093559","10.1007/s00251-017-0974-x",21
"10.1101/093658","10.1534/genetics.117.300187",21
"10.1101/093682","10.1105/tpc.17.00366",21
"10.1101/093880","10.1016/j.stemcr.2017.05.024",21
"10.1101/093914","10.1105/tpc.16.00613",21
"10.1101/093989","10.1371/journal.pgen.1006873",21
"10.1101/094276","10.1016/j.ekir.2017.02.010",21
"10.1101/094284","10.1093/bioinformatics/btx212",21
"10.1101/094417","10.1111/mec.14121",21
"10.1101/094433","10.1534/genetics.117.203885",21
"10.1101/094532","10.1093/bioinformatics/btx340",21
"10.1101/094615","10.1021/acs.jproteome.7b00319",21
"10.1101/094755","10.1158/0008-5472.can-17-0084",21
"10.1101/094797","10.1105/tpc.17.00366",21
"10.1101/094961","10.1021/acs.jproteome.7b00037",21
"10.1101/095034","10.1016/j.jsb.2017.01.004",21
"10.1101/095067","10.1186/s13024-017-0196-6",21
"10.1101/095380","10.1111/acel.12624",21
"10.1101/095448","10.1016/j.chembiol.2017.07.012",21
"10.1101/095471","10.1128/mbio.00969-17",21
"10.1101/095497","10.1073/pnas.1616166114",21
"10.1101/095695","10.1091/mbc.e16-08-0624",21
"10.1101/095778","10.1016/j.neuroimage.2017.06.066",21
"10.1101/095802","10.1016/j.cell.2017.05.006",21
"10.1101/095828","10.1371/journal.pcbi.1005488",21
"10.1101/095885","10.1371/journal.pcbi.1005657",21
"10.1101/096024","10.1002/pd.5039",21
"10.1101/096057","10.1186/s12864-017-3839-7",21
"10.1101/096065","10.1111/mec.14219",21
"10.1101/096206","10.1093/molbev/msx222",21
"10.1101/096230","10.1016/j.cmet.2016.11.009",21
"10.1101/096347","10.1111/jpy.12580",21
"10.1101/096420","10.1073/pnas.1617567114",21
"10.1101/096438","10.1534/genetics.116.199323",21
"10.1101/096446","10.1093/cid/cix296",21
"10.1101/096636","10.1088/1751-8121/aa8e04",21
"10.1101/096644","10.1534/g3.117.039883",21
"10.1101/096651","10.1007/s11120-016-0332-0",21
"10.1101/096826","10.15252/embj.201695737",21
"10.1101/096917","10.1111/mec.14149",21
"10.1101/096958","10.3389/fimmu.2017.00221",21
"10.1101/097006","10.1007/s10144-017-0587-0",21
"10.1101/097022","10.1038/nchembio.2453",21
"10.1101/097089","10.1021/acs.jproteome.7b00561",21
"10.1101/097261","10.1002/jmor.20698",21
"10.1101/097287","10.1016/j.neuroimage.2017.08.079",21
"10.1101/097477","10.1371/journal.pgen.1006734",21
"10.1101/097501","10.1371/journal.pgen.1006741",21
"10.1101/097725","10.1103/physreve.96.013113",21
"10.1101/097881","10.1093/bioinformatics/btx544",21
"10.1101/097931","10.1534/g3.117.040808",21
"10.1101/097980","10.1371/journal.ppat.1006350",21
"10.1101/097998","10.1128/msphere.00338-16",21
"10.1101/098301","10.1186/s12868-017-0342-7",21
"10.1101/098327","10.1186/s12859-017-1646-4",21
"10.1101/098418","10.1142/s0129183117500796",21
"10.1101/098434","10.1038/s41564-017-0033-2",21
"10.1101/098467","10.1113/jp275184",21
"10.1101/098582","10.1186/s13059-017-1253-8",21
"10.1101/098624","10.1111/faf.12204",21
"10.1101/098731","10.1186/s12936-017-1724-0",21
"10.1101/098814","10.1242/dev.153387",21
"10.1101/099440","10.1073/pnas.1700286114",21
"10.1101/099549","10.1101/gr.212696.116",21
"10.1101/099580","10.1086/692829",21
"10.1101/099911","10.1186/s13059-017-1261-8",21
"10.1101/099929","10.18632/oncotarget.23190",21
"10.1101/099937","10.1016/j.cortex.2017.01.011",21
"10.1101/099986","10.1126/scisignal.aal3024",21
"10.1101/100073","10.1093/nar/gkx369",21
"10.1101/100164","10.1002/hbm.23657",21
"10.1101/100198","10.1101/gad.288555.116",21
"10.1101/100248","10.1128/msphere.00330-17",21
"10.1101/100735","10.1007/s00251-017-0980-z",21
"10.1101/100958","10.1186/s13059-017-1251-x",21
"10.1101/101006","10.1186/s13072-017-0125-5",21
"10.1101/101014","10.1017/thg.2017.12",21
"10.1101/101311","10.1242/dev.143461",21
"10.1101/101329","10.1186/s12864-017-4264-7",21
"10.1101/101394","10.15252/embj.201796436",21
"10.1101/101477","10.1016/j.bpj.2017.02.015",21
"10.1101/101527","10.1038/s41562-017-0234-y",21
"10.1101/101600","10.1016/j.jtbi.2017.06.027",21
"10.1101/101691","10.1016/j.ajhg.2017.07.012",21
"10.1101/101709","10.1186/s12859-016-1446-2",21
"10.1101/101725","10.1371/journal.ppat.1006514",21
"10.1101/101808","10.1534/g3.117.040675",21
"10.1101/102046","10.1093/database/bax034",21
"10.1101/102053","10.1534/g3.116.037788",21
"10.1101/102269","10.1038/s41562-017-0192-4",21
"10.1101/102301","10.3389/fimmu.2017.01048",21
"10.1101/102343","10.1016/j.bbamem.2017.03.023",21
"10.1101/102509","10.1093/nar/gkx158",21
"10.1101/102590","10.1073/pnas.1704762114",21
"10.1101/102806","10.15252/embj.201796687",21
"10.1101/102988","10.1016/j.bpj.2017.06.038",21
"10.1101/103135","10.3758/s13415-017-0549-1",21
"10.1101/103143","10.1038/sdata.2017.67",21
"10.1101/103184","10.1086/694412",21
"10.1101/103606","10.1093/molbev/msx185",21
"10.1101/103655","10.1126/science.aam6036",21
"10.1101/103689","10.1371/journal.pcbi.1005545",21
"10.1101/103739","10.1371/journal.pcbi.1005248",21
"10.1101/103770","10.1007/s10803-017-3200-7",21
"10.1101/103986","10.1002/gepi.22039",21
"10.1101/104067","10.1186/s13072-017-0140-6",21
"10.1101/104372","10.1371/journal.pgen.1006885",21
"10.1101/104471","10.1083/jcb.201609033",21
"10.1101/104547","10.1016/j.nicl.2017.05.001",21
"10.1101/104570","10.1093/dnares/dsx029",21
"10.1101/104844","10.1126/science.aan1121",21
"10.1101/104893","10.1371/journal.pgen.1006789",21
"10.1101/104976","10.1534/genetics.117.300103",21
"10.1101/105247","10.1016/j.ymben.2017.04.005",21
"10.1101/105270","10.3389/fnagi.2017.00220",21
"10.1101/105411","10.1534/g3.117.043018",21
"10.1101/105486","10.1002/2017jg004008",21
"10.1101/105494","10.1016/j.biocontrol.2017.05.005",21
"10.1101/105502","10.1534/g3.116.038612",21
"10.1101/105684","10.1002/ece3.3450",21
"10.1101/105692","10.1016/j.bpj.2017.04.007",21
"10.1101/105718","10.1534/g3.117.039883",21
"10.1101/105817","10.1093/gigascience/gix057",21
"10.1101/105825","10.1016/j.funbio.2017.03.005",21
"10.1101/105965","10.1016/j.bpj.2017.08.037",21
"10.1101/106245","10.1534/genetics.117.300357",21
"10.1101/106302","10.1111/nph.14656",21
"10.1101/106674","10.1371/journal.ppat.1006356",21
"10.1101/106724","10.1074/jbc.m117.776138",21
"10.1101/106799","10.1534/g3.117.1125",21
"10.1101/106872","10.1093/nar/gkx458",21
"10.1101/107029","10.1534/genetics.117.203521",21
"10.1101/107078","10.1371/journal.pcbi.1005707",21
"10.1101/107102","10.1128/mbio.02345-16",21
"10.1101/107334","10.1016/j.bpj.2017.05.044",21
"10.1101/107367","10.1094/phyto-03-17-0084-r",21
"10.1101/107383","10.1038/oncsis.2017.17",21
"10.1101/107417","10.3389/fgene.2017.00079",21
"10.1101/107524","10.1073/pnas.1704211114",21
"10.1101/107599","10.1261/rna.061796.117",21
"10.1101/107722","10.1073/pnas.1701386114",21
"10.1101/107821","10.1093/bioinformatics/btx323",21
"10.1101/107870","10.1242/jcs.192930",21
"10.1101/108092","10.1128/mbio.00211-17",21
"10.1101/108142","10.1038/ismej.2017.108",21
"10.1101/108191","10.1128/jb.00177-17",21
"10.1101/108282","10.1016/j.dadm.2017.03.006",21
"10.1101/108597","10.1371/journal.pcbi.1005835",21
"10.1101/108647","10.1371/journal.pgen.1006782",21
"10.1101/108746","10.1371/journal.ppat.1006529",21
"10.1101/108878","10.1073/pnas.1712999114",21
"10.1101/108985","10.1073/pnas.1711069114",21
"10.1101/109207","10.1038/nmeth.4395",21
"10.1101/109520","10.1038/sdata.2017.186",21
"10.1101/109629","10.1186/s13059-017-1194-2",21
"10.1101/109678","10.1017/thg.2017.34",21
"10.1101/109793","10.1007/s12041-017-0795-6",21
"10.1101/109884","10.1111/mmi.13766",21
"10.1101/110064","10.1371/journal.pgen.1006620",21
"10.1101/110221","10.1098/rspb.2017.0550",21
"10.1101/110346","10.1038/nmeth.4408",21
"10.1101/110668","10.1038/nmeth.4405",21
"10.1101/110692","10.1242/dev.151068",21
"10.1101/110700","10.1083/jcb.201609033",21
"10.1101/110742","10.1088/1478-3975/aa6f93",21
"10.1101/110940","10.1128/mbio.01393-17",21
"10.1101/110965","10.1038/nnano.2017.124",21
"10.1101/111203","10.1534/genetics.116.195149",21
"10.1101/111526","10.3390/v9040084",21
"10.1101/111609","10.1038/tp.2017.175",21
"10.1101/111666","10.1007/s00239-017-9820-x",21
"10.1101/111898","10.1016/j.neuropsychologia.2017.07.006",21
"10.1101/111922","10.1094/phyto-02-17-0071-r",21
"10.1101/111971","10.1016/j.bpj.2017.06.071",21
"10.1101/112276","10.1016/j.stemcr.2017.09.015",21
"10.1101/112284","10.3389/fncir.2017.00054",21
"10.1101/112391","10.1038/ismej.2017.104",21
"10.1101/112524","10.1126/science.aam7511",21
"10.1101/112599","10.1073/pnas.1620852114",21
"10.1101/112748","10.1103/physreve.96.013315",21
"10.1101/112862","10.1093/toxsci/kfx095",21
"10.1101/113019","10.3389/fncir.2017.00035",21
"10.1101/113597","10.1038/ismej.2017.114",21
"10.1101/113605","10.1016/j.tpb.2017.09.001",21
"10.1101/113621","10.1007/s00894-017-3379-8",21
"10.1101/113654","10.1128/mbio.01283-17",21
"10.1101/113696","10.1073/pnas.1704502114",21
"10.1101/113878","10.1093/eurheartj/ehx352",21
"10.1101/114165","10.1186/s13059-017-1339-3",21
"10.1101/114314","10.3389/fcimb.2017.00176",21
"10.1101/114322","10.1088/1478-3975/aa7f30",21
"10.1101/114348","10.1371/journal.pgen.1006754",21
"10.1101/114355","10.15252/msb.20167321",21
"10.1101/114413","10.1371/journal.pmed.1002373",21
"10.1101/114470","10.1534/g3.117.300308",21
"10.1101/114603","10.2144/000114606",21
"10.1101/114660","10.1093/jhered/esx053",21
"10.1101/114801","10.1242/dev.144089",21
"10.1101/114959","10.1534/g3.117.040907",21
"10.1101/114967","10.1038/s41588-017-0015-6",21
"10.1101/115105","10.1242/dev.151621",21
"10.1101/115196","10.1038/nmeth.4393",21
"10.1101/115246","10.1111/nph.14654",21
"10.1101/115345","10.1186/s12859-017-1909-0",21
"10.1101/115444","10.1073/pnas.1715236114",21
"10.1101/115493","10.1093/nar/gkx223",21
"10.1101/115816","10.1016/j.softx.2017.07.001",21
"10.1101/116020","10.1111/mec.14166",21
"10.1101/116194","10.1016/j.jtbi.2017.08.028",21
"10.1101/116301","10.1186/s12711-017-0364-8",21
"10.1101/116319","10.1371/journal.pcbi.1005862",21
"10.1101/116418","10.3897/bdj.5.e11794",21
"10.1101/116517","10.1073/pnas.1702641114",21
"10.1101/116541","10.1016/j.neuroimage.2017.08.003",21
"10.1101/116798","10.1080/15384101.2017.1371883",21
"10.1101/116897","10.1111/nph.14591",21
"10.1101/117093","10.1371/journal.pcbi.1005745",21
"10.1101/117101","10.1371/journal.pgen.1007072",21
"10.1101/117374","10.1186/s12864-017-3925-x",21
"10.1101/117382","10.1126/science.aam6299",21
"10.1101/117390","10.1183/13993003.00262-2017",21
"10.1101/117531","10.1093/bioinformatics/btx341",21
"10.1101/117580","10.1073/pnas.1700902114",21
"10.1101/117622","10.1080/1747423x.2017.1331273",21
"10.1101/117648","10.1093/gbe/evx219",21
"10.1101/117796","10.1038/s41398-017-0021-6",21
"10.1101/117887","10.1128/mbio.00899-17",21
"10.1101/117895","10.1371/journal.pgen.1006985",21
"10.1101/117937","10.1111/nph.14648",21
"10.1101/118133","10.1007/s00125-017-4405-1",21
"10.1101/118323","10.1101/gr.219899.116",21
"10.1101/118554","10.1038/ncb3565",21
"10.1101/118752","10.1093/nar/gkx650",21
"10.1101/119032","10.1098/rspb.2017.0990",21
"10.1101/119073","10.1073/pnas.1711125114",21
"10.1101/119560","10.1111/jeb.13126",21
